,Power,Timepoint,holidays,Hour,Days,Month,Temperature,humidity,Wind_speed
3613,217.105,14,0,6.5,27,9,12.9,94.5,14.4
3614,227.551,15,0,7,27,9,12.9,95,18
3615,258.543,16,0,7.5,27,9,13.15,94,18
3616,285.375,17,0,8,27,9,13.4,93,18
3617,349.957,18,0,8.5,27,9,13.55,93,18
3618,427.258,19,0,9,27,9,13.7,93,25.2
3619,468.133,20,0,9.5,27,9,13.95,90.5,25.2
3620,539.004,21,0,10,27,9,14.2,88,21.6
3621,562.028,22,0,10.5,27,9,14.6,85,21.6
3622,565.054,23,0,11,27,9,15,82,28.8
3623,573.665,24,0,11.5,27,9,15,82.5,28.8
3624,602.249,25,0,12,27,9,15,83,28.8
3625,647.898,26,0,12.5,27,9,15.55,80,28.8
3626,592.354,27,0,13,27,9,16.1,77,25.2
3627,586.501,28,0,13.5,27,9,16.5,76,25.2
3628,538.902,29,0,14,27,9,16.9,75,28.8
3629,467.67,30,0,14.5,27,9,16.8,76,28.8
3630,446.294,31,0,15,27,9,16.7,77,28.8
3631,461.058,32,0,15.5,27,9,16.45,78.5,28.8
3632,452.592,33,0,16,27,9,16.2,80,25.2
3633,456.818,34,0,16.5,27,9,15.9,81,25.2
3634,484.405,35,0,17,27,9,15.6,82,21.6
3635,510.698,36,0,17.5,27,9,15.25,82.5,21.6
3636,554.838,37,0,18,27,9,14.9,83,21.6
3637,554.933,38,0,18.5,27,9,14.55,84,21.6
3638,618.544,39,0,19,27,9,14.2,85,25.2
3639,638.45,40,0,19.5,27,9,14,86,25.2
3640,618.571,41,0,20,27,9,13.8,87,28.8
3641,631.392,42,0,20.5,27,9,13.7,89,28.8
3642,626.213,43,0,21,27,9,13.6,91,25.2
3643,588.861,44,0,21.5,27,9,13.45,93.5,25.2
3644,521.872,45,0,22,27,9,13.3,96,21.6
3645,470.233,46,0,22.5,27,9,13.25,95,21.6
3646,417.69,47,0,23,27,9,13.2,94,28.8
3647,359.215,48,0,23.5,27,9,13.4,93,28.8
3648,326.84,1,0,0,28,9,13.6,92,28.8
3649,279.928,2,0,0.5,28,9,13.55,93,28.8
3650,240.14,3,0,1,28,9,13.5,94,28.8
3651,226.822,4,0,1.5,28,9,13.5,94,28.8
3652,207.556,5,0,2,28,9,13.5,94,25.2
3653,201.899,6,0,2.5,28,9,13.55,94,25.2
3654,209.055,7,0,3,28,9,13.6,94,28.8
3655,198.034,8,0,3.5,28,9,13.6,94,28.8
3656,200.193,9,0,4,28,9,13.6,94,25.2
3657,193.611,10,0,4.5,28,9,13.6,95,25.2
3658,199.06,11,0,5,28,9,13.6,96,28.8
3659,208.204,12,0,5.5,28,9,13.45,96.5,28.8
3660,232.842,13,0,6,28,9,13.3,97,28.8
3661,262.767,14,0,6.5,28,9,13.05,97,28.8
3662,376.691,15,0,7,28,9,12.8,97,28.8
3663,414.463,16,0,7.5,28,9,12.85,97,28.8
3664,452.051,17,0,8,28,9,12.9,97,21.6
3665,485.507,18,0,8.5,28,9,13.2,94.5,21.6
3666,479.846,19,0,9,28,9,13.5,92,25.2
3667,530.859,20,0,9.5,28,9,13.7,90.5,25.2
3668,516.139,21,0,10,28,9,13.9,89,32.4
3669,480.655,22,0,10.5,28,9,14,88.5,32.4
3670,497.442,23,0,11,28,9,14.1,88,28.8
3671,505.352,24,0,11.5,28,9,14.1,89,28.8
3672,525.23,25,0,12,28,9,14.1,90,28.8
3673,532.792,26,0,12.5,28,9,14.2,88,28.8
3674,524.747,27,0,13,28,9,14.3,86,25.2
3675,505.95,28,0,13.5,28,9,15.45,78.5,25.2
3676,475.2,29,0,14,28,9,16.6,71,28.8
3677,469.523,30,0,14.5,28,9,16.75,71,28.8
3678,501.109,31,0,15,28,9,16.9,71,25.2
3679,527.246,32,0,15.5,28,9,16.6,71.5,25.2
3680,538.89,33,0,16,28,9,16.3,72,25.2
3681,584.015,34,0,16.5,28,9,16.15,72.5,25.2
3682,643.73,35,0,17,28,9,16,73,28.8
3683,623.875,36,0,17.5,28,9,15.5,77,28.8
3684,625.59,37,0,18,28,9,15,81,18
3685,606.489,38,0,18.5,28,9,14.45,81.5,18
3686,629.306,39,0,19,28,9,13.9,82,21.6
3687,671.131,40,0,19.5,28,9,13.75,82,21.6
3688,693.233,41,0,20,28,9,13.6,82,21.6
3689,680.773,42,0,20.5,28,9,13.55,83,21.6
3690,621.803,43,0,21,28,9,13.5,84,21.6
3691,575.71,44,0,21.5,28,9,13.3,86,21.6
3692,540.579,45,0,22,28,9,13.1,88,18
3693,495.111,46,0,22.5,28,9,13.05,88,18
3694,436.931,47,0,23,28,9,13,88,21.6
3695,362.093,48,0,23.5,28,9,12.85,89,21.6
3696,308.141,1,0,0,29,9,12.7,90,28.8
3697,270.206,2,0,0.5,29,9,12.5,90.5,28.8
3698,251.223,3,0,1,29,9,12.3,91,28.8
3699,219.913,4,0,1.5,29,9,12.3,91,28.8
3700,203.436,5,0,2,29,9,12.3,91,25.2
3701,187.803,6,0,2.5,29,9,12.35,91.5,25.2
3702,191.678,7,0,3,29,9,12.4,92,25.2
3703,180.571,8,0,3.5,29,9,12.45,92,25.2
3704,182.688,9,0,4,29,9,12.5,92,25.2
3705,181.437,10,0,4.5,29,9,12.45,93,25.2
3706,189.275,11,0,5,29,9,12.4,94,25.2
3707,205.881,12,0,5.5,29,9,12.45,94.5,25.2
3708,247.195,13,0,6,29,9,12.5,95,25.2
3709,277.026,14,0,6.5,29,9,12.5,95.5,25.2
3710,358.416,15,0,7,29,9,12.5,96,25.2
3711,432.107,16,0,7.5,29,9,12.65,96.5,25.2
3712,446.211,17,0,8,29,9,12.8,97,32.4
3713,454.312,18,0,8.5,29,9,13.4,94.5,32.4
3714,498.509,19,0,9,29,9,14,92,32.4
3715,521.961,20,0,9.5,29,9,14.4,91,32.4
3716,523.063,21,0,10,29,9,14.8,90,25.2
3717,527.278,22,0,10.5,29,9,14.85,89,25.2
3718,516.317,23,0,11,29,9,14.9,88,28.8
3719,524.193,24,0,11.5,29,9,15.15,87,28.8
3720,514.063,25,0,12,29,9,15.4,86,28.8
3721,552.042,26,0,12.5,29,9,15.6,85.5,28.8
3722,514.301,27,0,13,29,9,15.8,85,25.2
3723,474.317,28,0,13.5,29,9,15.85,85,25.2
3724,487.75,29,0,14,29,9,15.9,85,28.8
3725,456.573,30,0,14.5,29,9,15.65,85,28.8
3726,487.347,31,0,15,29,9,15.4,85,28.8
3727,520.652,32,0,15.5,29,9,15.3,85.5,28.8
3728,541.186,33,0,16,29,9,15.2,86,25.2
3729,590.89,34,0,16.5,29,9,15.15,85.5,25.2
3730,652.686,35,0,17,29,9,15.1,85,18
3731,665.955,36,0,17.5,29,9,14.9,86.5,18
3732,646.1,37,0,18,29,9,14.7,88,14.4
3733,637.406,38,0,18.5,29,9,14.65,88,14.4
3734,634.441,39,0,19,29,9,14.6,88,21.6
3735,677.303,40,0,19.5,29,9,14.55,88.5,21.6
3736,692.778,41,0,20,29,9,14.5,89,18
3737,681.215,42,0,20.5,29,9,14.3,90,18
3738,663.045,43,0,21,29,9,14.1,91,18
3739,605.169,44,0,21.5,29,9,13.9,91.5,18
3740,562.618,45,0,22,29,9,13.7,92,18
3741,497.509,46,0,22.5,29,9,13.7,91.5,18
3742,410.712,47,0,23,29,9,13.7,91,21.6
3743,343.358,48,0,23.5,29,9,13.5,92,21.6
3744,308.023,1,0,0,30,9,13.3,93,18
3745,266.278,2,0,0.5,30,9,13.25,93,18
3746,243.909,3,0,1,30,9,13.2,93,21.6
3747,218.118,4,0,1.5,30,9,13.1,93.5,21.6
3748,213.488,5,0,2,30,9,13,94,21.6
3749,195.582,6,0,2.5,30,9,12.85,94,21.6
3750,199.94,7,0,3,30,9,12.7,94,25.2
3751,188.641,8,0,3.5,30,9,12.6,93,25.2
3752,185.325,9,0,4,30,9,12.5,92,21.6
3753,187.495,10,0,4.5,30,9,12.4,92,21.6
3754,192.814,11,0,5,30,9,12.3,92,21.6
3755,198.407,12,0,5.5,30,9,12.25,92,21.6
3756,241.27,13,0,6,30,9,12.2,92,25.2
3757,294.608,14,0,6.5,30,9,11.95,92,25.2
3758,372.538,15,0,7,30,9,11.7,92,21.6
3759,414.059,16,0,7.5,30,9,11.9,91,21.6
3760,460.905,17,0,8,30,9,12.1,90,25.2
3761,465.26,18,0,8.5,30,9,12.65,88,25.2
3762,492.405,19,0,9,30,9,13.2,86,25.2
3763,511.778,20,0,9.5,30,9,13.6,85,25.2
3764,520.001,21,0,10,30,9,14,84,25.2
3765,490.523,22,0,10.5,30,9,14.45,82.5,25.2
3766,461.592,23,0,11,30,9,14.9,81,28.8
3767,458.352,24,0,11.5,30,9,15.3,80,28.8
3768,480.532,25,0,12,30,9,15.7,79,28.8
3769,500.495,26,0,12.5,30,9,16.15,76.5,28.8
3770,482.547,27,0,13,30,9,16.6,74,32.4
3771,440.326,28,0,13.5,30,9,16.9,73,32.4
3772,446.769,29,0,14,30,9,17.2,72,28.8
3773,460.86,30,0,14.5,30,9,17.3,71,28.8
3774,467.332,31,0,15,30,9,17.4,70,28.8
3775,482.991,32,0,15.5,30,9,15.8,81,28.8
3776,491.748,33,0,16,30,9,14.2,92,25.2
3777,545.033,34,0,16.5,30,9,14.3,92.5,25.2
3778,568.807,35,0,17,30,9,14.4,93,25.2
3779,611.424,36,0,17.5,30,9,14.2,94.5,25.2
3780,579.208,37,0,18,30,9,14,96,18
3781,595.924,38,0,18.5,30,9,13.85,96,18
3782,668.494,39,0,19,30,9,13.7,96,21.6
3783,716.978,40,0,19.5,30,9,13.45,96,21.6
3784,693.515,41,0,20,30,9,13.2,96,18
3785,687.428,42,0,20.5,30,9,13.1,96,18
3786,639.393,43,0,21,30,9,13,96,18
3787,611.083,44,0,21.5,30,9,12.9,94,18
3788,558.921,45,0,22,30,9,12.8,92,14.4
3789,499.076,46,0,22.5,30,9,12.6,91,14.4
3790,429.061,47,0,23,30,9,12.4,90,18
3791,366.612,48,0,23.5,30,9,12.15,90.5,18
3792,327.219,1,0,0,1,10,11.9,91,18
3793,293.534,2,0,0.5,1,10,11.6,90,18
3794,245.133,3,0,1,1,10,11.3,89,14.4
3795,224.7,4,0,1.5,1,10,10.95,90.5,14.4
3796,206.525,5,0,2,1,10,10.6,92,14.4
3797,188.129,6,0,2.5,1,10,10.35,89,14.4
3798,184.991,7,0,3,1,10,10.1,86,14.4
3799,181.47,8,0,3.5,1,10,9,88,14.4
3800,177.278,9,0,4,1,10,7.9,90,10.8
3801,176.419,10,0,4.5,1,10,8.35,90.5,10.8
3802,185.205,11,0,5,1,10,8.8,91,14.4
3803,190.583,12,0,5.5,1,10,9,90.5,14.4
3804,229.877,13,0,6,1,10,9.2,90,14.4
3805,293.117,14,0,6.5,1,10,9.25,89.5,14.4
3806,372.147,15,0,7,1,10,9.3,89,10.8
3807,454.143,16,0,7.5,1,10,9.65,86.5,10.8
3808,471.524,17,0,8,1,10,10,84,14.4
3809,448.399,18,0,8.5,1,10,10.45,82,14.4
3810,486.745,19,0,9,1,10,10.9,80,14.4
3811,504.191,20,0,9.5,1,10,11.45,74.5,14.4
3812,486.4,21,0,10,1,10,12,69,14.4
3813,505.265,22,0,10.5,1,10,12.2,65.5,14.4
3814,498.007,23,0,11,1,10,12.4,62,14.4
3815,494.832,24,0,11.5,1,10,12.35,64,14.4
3816,486.82,25,0,12,1,10,12.3,66,10.8
3817,520.183,26,0,12.5,1,10,12.55,65,10.8
3818,502.438,27,0,13,1,10,12.8,64,14.4
3819,463.844,28,0,13.5,1,10,12.65,65,14.4
3820,492.16,29,0,14,1,10,12.5,66,18
3821,489.383,30,0,14.5,1,10,12.25,68,18
3822,476.059,31,0,15,1,10,12,70,18
3823,510.635,32,0,15.5,1,10,11.85,68,18
3824,528.235,33,0,16,1,10,11.7,66,21.6
3825,574.893,34,0,16.5,1,10,11.5,69.5,21.6
3826,592.87,35,0,17,1,10,11.3,73,14.4
3827,602.667,36,0,17.5,1,10,11,76,14.4
3828,614.041,37,0,18,1,10,10.7,79,10.8
3829,630.692,38,0,18.5,1,10,10.65,76,10.8
3830,650.222,39,0,19,1,10,10.6,73,14.4
3831,658.215,40,0,19.5,1,10,10.35,74.5,14.4
3832,644.013,41,0,20,1,10,10.1,76,10.8
3833,647.796,42,0,20.5,1,10,10.05,78.5,10.8
3834,637.729,43,0,21,1,10,10,81,14.4
3835,598.503,44,0,21.5,1,10,10.05,81.5,14.4
3836,532.956,45,0,22,1,10,10.1,82,14.4
3837,458.809,46,0,22.5,1,10,9.95,83,14.4
3838,409.267,47,0,23,1,10,9.8,84,14.4
3839,345.286,48,0,23.5,1,10,9.65,84,14.4
3840,320.216,1,0,0,2,10,9.5,84,14.4
3841,285.036,2,0,0.5,2,10,9.2,84,14.4
3842,240.145,3,0,1,2,10,8.9,84,18
3843,219.042,4,0,1.5,2,10,8.75,85.5,18
3844,205.849,5,0,2,2,10,8.6,87,21.6
3845,191.278,6,0,2.5,2,10,8.75,86,21.6
3846,196.346,7,0,3,2,10,8.9,85,21.6
3847,189.128,8,0,3.5,2,10,9.1,84.5,21.6
3848,184.706,9,0,4,2,10,9.3,84,21.6
3849,192.581,10,0,4.5,2,10,9.55,83,21.6
3850,193.746,11,0,5,2,10,9.8,82,28.8
3851,204.536,12,0,5.5,2,10,9.7,84,28.8
3852,231.998,13,0,6,2,10,9.6,86,28.8
3853,264.577,14,0,6.5,2,10,9.8,88,28.8
3854,354.714,15,0,7,2,10,10,90,28.8
3855,418.442,16,0,7.5,2,10,10.4,91,28.8
3856,476.577,17,0,8,2,10,10.8,92,32.4
3857,512.02,18,0,8.5,2,10,11.55,91,32.4
3858,533.769,19,0,9,2,10,12.3,90,32.4
3859,519.915,20,0,9.5,2,10,12.65,89,32.4
3860,524.525,21,0,10,2,10,13,88,28.8
3861,506.453,22,0,10.5,2,10,13.8,84.5,28.8
3862,520.912,23,0,11,2,10,14.6,81,32.4
3863,516.285,24,0,11.5,2,10,14.4,83,32.4
3864,530.609,25,0,12,2,10,14.2,85,36
3865,534.628,26,0,12.5,2,10,14.6,84,36
3866,509.093,27,0,13,2,10,15,83,28.8
3867,511.926,28,0,13.5,2,10,15.3,84,28.8
3868,495.44,29,0,14,2,10,15.6,85,32.4
3869,502.97,30,0,14.5,2,10,15.35,84.5,32.4
3870,516.635,31,0,15,2,10,15.1,84,36
3871,485.088,32,0,15.5,2,10,15.05,83.5,36
3872,512.589,33,0,16,2,10,15,83,28.8
3873,540.143,34,0,16.5,2,10,14.35,86.5,28.8
3874,605.979,35,0,17,2,10,13.7,90,39.6
3875,589.893,36,0,17.5,2,10,13.8,86.5,39.6
3876,573.832,37,0,18,2,10,13.9,83,28.8
3877,577.017,38,0,18.5,2,10,13.8,83.5,28.8
3878,619.431,39,0,19,2,10,13.7,84,32.4
3879,641.369,40,0,19.5,2,10,13.45,85.5,32.4
3880,648.875,41,0,20,2,10,13.2,87,39.6
3881,672.481,42,0,20.5,2,10,13.15,87.5,39.6
3882,624.75,43,0,21,2,10,13.1,88,36
3883,572.064,44,0,21.5,2,10,13.05,86,36
3884,539.174,45,0,22,2,10,13,84,46.8
3885,500.251,46,0,22.5,2,10,12.8,84.5,46.8
3886,463.231,47,0,23,2,10,12.6,85,43.2
3887,404.1,48,0,23.5,2,10,12.45,85.5,43.2
3888,370.96,1,0,0,3,10,12.3,86,36
3889,321.979,2,0,0.5,3,10,12.25,85.5,36
3890,281.956,3,0,1,3,10,12.2,85,36
3891,257.149,4,0,1.5,3,10,12.1,86,36
3892,227.894,5,0,2,3,10,12,87,39.6
3893,215.652,6,0,2.5,3,10,11.65,91,39.6
3894,205.636,7,0,3,3,10,11.3,95,39.6
3895,199.546,8,0,3.5,3,10,11.35,95,39.6
3896,196.523,9,0,4,3,10,11.4,95,43.2
3897,190.408,10,0,4.5,3,10,11.4,94.5,43.2
3898,193.143,11,0,5,3,10,11.4,94,46.8
3899,201.169,12,0,5.5,3,10,11.6,91.5,46.8
3900,222.151,13,0,6,3,10,11.8,89,43.2
3901,222.684,14,0,6.5,3,10,11.85,88.5,43.2
3902,238.667,15,0,7,3,10,11.9,88,50.4
3903,284.012,16,0,7.5,3,10,11.6,92,50.4
3904,327.628,17,0,8,3,10,11.3,96,39.6
3905,377.47,18,0,8.5,3,10,11.8,92.5,39.6
3906,435.402,19,0,9,3,10,12.3,89,43.2
3907,477.061,20,0,9.5,3,10,12.15,91.5,43.2
3908,485.223,21,0,10,3,10,12,94,39.6
3909,510.611,22,0,10.5,3,10,11.45,93,39.6
3910,530.831,23,0,11,3,10,10.9,92,32.4
3911,550.868,24,0,11.5,3,10,11.5,81.5,32.4
3912,558.762,25,0,12,3,10,12.1,71,39.6
3913,532.872,26,0,12.5,3,10,12.25,67.5,39.6
3914,528.083,27,0,13,3,10,12.4,64,39.6
3915,517.783,28,0,13.5,3,10,12.5,62,39.6
3916,494.883,29,0,14,3,10,12.6,60,43.2
3917,450.162,30,0,14.5,3,10,12.9,59.5,43.2
3918,437.696,31,0,15,3,10,13.2,59,39.6
3919,474.015,32,0,15.5,3,10,12.55,62,39.6
3920,489.024,33,0,16,3,10,11.9,65,36
3921,480.831,34,0,16.5,3,10,11.75,66.5,36
3922,506.399,35,0,17,3,10,11.6,68,25.2
3923,575.584,36,0,17.5,3,10,10.8,73.5,25.2
3924,625.057,37,0,18,3,10,10,79,25.2
3925,622.166,38,0,18.5,3,10,9.65,79,25.2
3926,649.411,39,0,19,3,10,9.3,79,25.2
3927,693.718,40,0,19.5,3,10,9.35,79.5,25.2
3928,608.784,41,0,20,3,10,9.4,80,21.6
3929,593.503,42,0,20.5,3,10,9.2,81.5,21.6
3930,574.18,43,0,21,3,10,9,83,21.6
3931,539.986,44,0,21.5,3,10,8.65,85.5,21.6
3932,500.403,45,0,22,3,10,8.3,88,21.6
3933,473.356,46,0,22.5,3,10,8.35,87.5,21.6
3934,441.014,47,0,23,3,10,8.4,87,21.6
3935,376.886,48,0,23.5,3,10,8.2,88.5,21.6
3936,342.963,1,0,0,4,10,8,90,18
3937,308.181,2,0,0.5,4,10,7.75,91,18
3938,276.275,3,0,1,4,10,7.5,92,18
3939,245.197,4,0,1.5,4,10,6.9,93.5,18
3940,227.782,5,0,2,4,10,6.3,95,14.4
3941,206.392,6,0,2.5,4,10,6.35,95.5,14.4
3942,195.265,7,0,3,4,10,6.4,96,14.4
3943,186.58,8,0,3.5,4,10,6.25,96,14.4
3944,186.161,9,0,4,4,10,6.1,96,14.4
3945,181.481,10,0,4.5,4,10,6.1,96,14.4
3946,188.16,11,0,5,4,10,6.1,96,18
3947,203.21,12,0,5.5,4,10,6.4,95,18
3948,209.717,13,0,6,4,10,6.7,94,18
3949,225.015,14,0,6.5,4,10,6.75,94.5,18
3950,224.234,15,0,7,4,10,6.8,95,18
3951,240.747,16,0,7.5,4,10,7.5,93.5,18
3952,258.919,17,0,8,4,10,8.2,92,14.4
3953,318.55,18,0,8.5,4,10,8.45,91,14.4
3954,365.487,19,0,9,4,10,8.7,90,21.6
3955,415.228,20,0,9.5,4,10,9.35,87,21.6
3956,511.95,21,0,10,4,10,10,84,25.2
3957,568.467,22,0,10.5,4,10,10.45,80.5,25.2
3958,560.544,23,0,11,4,10,10.9,77,21.6
3959,549.851,24,0,11.5,4,10,11.55,72,21.6
3960,593.409,25,0,12,4,10,12.2,67,21.6
3961,616.803,26,0,12.5,4,10,12.2,69.5,21.6
3962,590.282,27,0,13,4,10,12.2,72,18
3963,559.655,28,0,13.5,4,10,12.5,67.5,18
3964,523.743,29,0,14,4,10,12.8,63,21.6
3965,464.573,30,0,14.5,4,10,12.85,64,21.6
3966,442.06,31,0,15,4,10,12.9,65,18
3967,454.365,32,0,15.5,4,10,12.35,65.5,18
3968,472.105,33,0,16,4,10,11.8,66,21.6
3969,475.625,34,0,16.5,4,10,11.55,67.5,21.6
3970,498.181,35,0,17,4,10,11.3,69,18
3971,525.125,36,0,17.5,4,10,11.15,70,18
3972,578.28,37,0,18,4,10,11,71,10.8
3973,642.481,38,0,18.5,4,10,10.75,73.5,10.8
3974,661.408,39,0,19,4,10,10.5,76,7.2
3975,686.43,40,0,19.5,4,10,10.3,77,7.2
3976,678.486,41,0,20,4,10,10.1,78,10.8
3977,618.648,42,0,20.5,4,10,9.75,79.5,10.8
3978,606.69,43,0,21,4,10,9.4,81,10.8
3979,557.045,44,0,21.5,4,10,9.1,82.5,10.8
3980,531.982,45,0,22,4,10,8.8,84,7.2
3981,480.725,46,0,22.5,4,10,8.55,85,7.2
3982,425.715,47,0,23,4,10,8.3,86,7.2
3983,360.776,48,0,23.5,4,10,7.75,87,7.2
3984,336.05,1,0,0,5,10,7.2,88,10.8
3985,282.403,2,0,0.5,5,10,6.25,92,10.8
3986,249.232,3,0,1,5,10,5.3,96,7.2
3987,216.002,4,0,1.5,5,10,5.75,96.5,7.2
3988,211.077,5,0,2,5,10,6.2,97,7.2
3989,200.354,6,0,2.5,5,10,6.7,96.5,7.2
3990,194.108,7,0,3,5,10,7.2,96,7.2
3991,195.84,8,0,3.5,5,10,7.2,96,7.2
3992,189.527,9,0,4,5,10,7.2,96,7.2
3993,185.269,10,0,4.5,5,10,6.85,95.5,7.2
3994,187.08,11,0,5,5,10,6.5,95,7.2
3995,207.012,12,0,5.5,5,10,6.5,96,7.2
3996,234.32,13,0,6,5,10,6.5,97,7.2
3997,271.06,14,0,6.5,5,10,6.5,97.5,7.2
3998,349.085,15,0,7,5,10,6.5,98,7.2
3999,419.572,16,0,7.5,5,10,7.35,98.5,7.2
4000,467.105,17,0,8,5,10,8.2,99,7.2
4001,468.363,18,0,8.5,5,10,9.05,95.5,7.2
4002,498.916,19,0,9,5,10,9.9,92,3.6
4003,515.339,20,0,9.5,5,10,11.6,82,3.6
4004,527.232,21,0,10,5,10,13.3,72,10.8
4005,534.055,22,0,10.5,5,10,13.25,69.5,10.8
4006,508.091,23,0,11,5,10,13.2,67,7.2
4007,511.937,24,0,11.5,5,10,13.8,63,7.2
4008,524.056,25,0,12,5,10,14.4,59,3.6
4009,549.231,26,0,12.5,5,10,14.7,56.5,3.6
4010,537.125,27,0,13,5,10,15,54,10.8
4011,487.66,28,0,13.5,5,10,15,57,10.8
4012,497.994,29,0,14,5,10,15,60,18
4013,489.56,30,0,14.5,5,10,14.85,63,18
4014,516.733,31,0,15,5,10,14.7,66,21.6
4015,528.279,32,0,15.5,5,10,14.5,66.5,21.6
4016,559.261,33,0,16,5,10,14.3,67,21.6
4017,602.656,34,0,16.5,5,10,13.5,68.5,21.6
4018,663.947,35,0,17,5,10,12.7,70,21.6
4019,683.003,36,0,17.5,5,10,12.25,71,21.6
4020,633.342,37,0,18,5,10,11.8,72,14.4
4021,659.241,38,0,18.5,5,10,11.6,76,14.4
4022,734.175,39,0,19,5,10,11.4,80,14.4
4023,735.433,40,0,19.5,5,10,11.15,80.5,14.4
4024,706.561,41,0,20,5,10,10.9,81,14.4
4025,712.742,42,0,20.5,5,10,10.3,83.5,14.4
4026,668.905,43,0,21,5,10,9.7,86,10.8
4027,605.056,44,0,21.5,5,10,8.95,86.5,10.8
4028,551.454,45,0,22,5,10,8.2,87,7.2
4029,521.422,46,0,22.5,5,10,6.95,91,7.2
4030,429.72,47,0,23,5,10,5.7,95,7.2
4031,357.156,48,0,23.5,5,10,8.5,93,7.2
4032,312.95,1,0,0,6,10,11.3,91,14.4
4033,273.399,2,0,0.5,6,10,11.65,89.5,14.4
4034,244.347,3,0,1,6,10,12,88,14.4
4035,221.614,4,0,1.5,6,10,12.1,89.5,14.4
4036,205.803,5,0,2,6,10,12.2,91,14.4
4037,201.251,6,0,2.5,6,10,12.15,93,14.4
4038,190.218,7,0,3,6,10,12.1,95,7.2
4039,190.641,8,0,3.5,6,10,12.15,96,7.2
4040,189.023,9,0,4,6,10,12.2,97,7.2
4041,189.12,10,0,4.5,6,10,12.1,97.5,7.2
4042,191.636,11,0,5,6,10,12,98,7.2
4043,200.164,12,0,5.5,6,10,12.2,99,7.2
4044,232.825,13,0,6,6,10,12.4,100,7.2
4045,285.403,14,0,6.5,6,10,12.3,99.5,7.2
4046,357.609,15,0,7,6,10,12.2,99,10.8
4047,422.238,16,0,7.5,6,10,12.15,99,10.8
4048,483.354,17,0,8,6,10,12.1,99,14.4
4049,513.021,18,0,8.5,6,10,12.25,99.5,14.4
4050,544.005,19,0,9,6,10,12.4,100,10.8
4051,561.581,20,0,9.5,6,10,12.4,99.5,10.8
4052,577.55,21,0,10,6,10,12.4,99,14.4
4053,550.602,22,0,10.5,6,10,12.35,99,14.4
4054,544.114,23,0,11,6,10,12.3,99,14.4
4055,534.512,24,0,11.5,6,10,12.35,98.5,14.4
4056,574.898,25,0,12,6,10,12.4,98,14.4
4057,580.548,26,0,12.5,6,10,12.15,98.5,14.4
4058,551.309,27,0,13,6,10,11.9,99,18
4059,553.917,28,0,13.5,6,10,11.05,98,18
4060,523.467,29,0,14,6,10,10.2,97,18
4061,555.254,30,0,14.5,6,10,9.85,97,18
4062,565.162,31,0,15,6,10,9.5,97,18
4063,585.79,32,0,15.5,6,10,9.55,97.5,18
4064,614.069,33,0,16,6,10,9.6,98,14.4
4065,621.886,34,0,16.5,6,10,9.7,93.5,14.4
4066,667.177,35,0,17,6,10,9.8,89,10.8
4067,696.678,36,0,17.5,6,10,9.75,87.5,10.8
4068,649.453,37,0,18,6,10,9.7,86,14.4
4069,667.047,38,0,18.5,6,10,8.95,85.5,14.4
4070,704.604,39,0,19,6,10,8.2,85,14.4
4071,730.929,40,0,19.5,6,10,7.35,86.5,14.4
4072,737.716,41,0,20,6,10,6.5,88,18
4073,693.006,42,0,20.5,6,10,5.45,90.5,18
4074,634.896,43,0,21,6,10,4.4,93,14.4
4075,587.131,44,0,21.5,6,10,3.65,93.5,14.4
4076,581.582,45,0,22,6,10,2.9,94,14.4
4077,534.033,46,0,22.5,6,10,2.9,94.5,14.4
4078,441.19,47,0,23,6,10,2.9,95,10.8
4079,361.735,48,0,23.5,6,10,2.9,94.5,10.8
4080,332.644,1,0,0,7,10,2.9,94,10.8
4081,284.682,2,0,0.5,7,10,2.55,95,10.8
4082,251.245,3,0,1,7,10,2.2,96,14.4
4083,233.018,4,0,1.5,7,10,1.9,96,14.4
4084,214.054,5,0,2,7,10,1.6,96,14.4
4085,196.585,6,0,2.5,7,10,1.5,97.5,14.4
4086,198.171,7,0,3,7,10,1.4,99,10.8
4087,192.067,8,0,3.5,7,10,1.85,97.5,10.8
4088,188.353,9,0,4,7,10,2.3,96,14.4
4089,187.997,10,0,4.5,7,10,2.3,96.5,14.4
4090,200.096,11,0,5,7,10,2.3,97,14.4
4091,212.145,12,0,5.5,7,10,2.05,97,14.4
4092,228.421,13,0,6,7,10,1.8,97,14.4
4093,284.698,14,0,6.5,7,10,2.2,97,14.4
4094,370.54,15,0,7,7,10,2.6,97,14.4
4095,455.839,16,0,7.5,7,10,3.1,96,14.4
4096,496.48,17,0,8,7,10,3.6,95,14.4
4097,499.666,18,0,8.5,7,10,5,91,14.4
4098,524.224,19,0,9,7,10,6.4,87,14.4
4099,520.571,20,0,9.5,7,10,7,85.5,14.4
4100,540.288,21,0,10,7,10,7.6,84,14.4
4101,575.938,22,0,10.5,7,10,8.35,82,14.4
4102,535.668,23,0,11,7,10,9.1,80,14.4
4103,515.731,24,0,11.5,7,10,9.5,81,14.4
4104,537.877,25,0,12,7,10,9.9,82,14.4
4105,540.281,26,0,12.5,7,10,10.5,76.5,14.4
4106,524.101,27,0,13,7,10,11.1,71,10.8
4107,482.297,28,0,13.5,7,10,11.25,72.5,10.8
4108,468.068,29,0,14,7,10,11.4,74,10.8
4109,497.329,30,0,14.5,7,10,11.65,73,10.8
