,Power,Timepoint,holidays,Hour,Days,Month,Temperature,humidity,Wind_speed
0,322.546,1,0,0,14,7,11.8,93,14.4
1,279.998,2,0,0.5,14,7,11.8,91,14.4
2,245.9,3,0,1,14,7,11.8,89,18
3,219.626,4,0,1.5,14,7,11.6,91,18
4,204.403,5,0,2,14,7,11.4,93,10.8
5,195.551,6,0,2.5,14,7,11.05,94.5,10.8
6,186.719,7,0,3,14,7,10.7,96,10.8
7,179.637,8,0,3.5,14,7,10.5,96,10.8
8,184.383,9,0,4,14,7,10.3,96,10.8
9,186.116,10,0,4.5,14,7,10,97.5,10.8
10,181.466,11,0,5,14,7,9.7,99,10.8
11,201.237,12,0,5.5,14,7,11.05,98,10.8
12,222.532,13,0,6,14,7,12.4,97,10.8
13,239.493,14,0,6.5,14,7,13.05,93.5,10.8
14,274.179,15,0,7,14,7,13.7,90,14.4
15,312.92,16,0,7.5,14,7,14.1,87.5,14.4
16,372.205,17,0,8,14,7,14.5,85,14.4
17,402.414,18,0,8.5,14,7,15.4,83.5,14.4
18,455.5,19,0,9,14,7,16.3,82,21.6
19,478.573,20,0,9.5,14,7,15.5,88.5,21.6
20,471.348,21,0,10,14,7,14.7,95,21.6
21,470.507,22,0,10.5,14,7,14.25,95.5,21.6
22,532.539,23,0,11,14,7,13.8,96,14.4
23,514.019,24,0,11.5,14,7,14.3,96,14.4
24,534.447,25,0,12,14,7,14.8,96,18
25,570.434,26,0,12.5,14,7,15.15,92,18
26,535.457,27,0,13,14,7,15.5,88,28.8
27,490.99,28,0,13.5,14,7,15.2,92,28.8
28,479.063,29,0,14,14,7,14.9,96,21.6
29,482.225,30,0,14.5,14,7,14.65,96.5,21.6
30,479.476,31,0,15,14,7,14.4,97,14.4
31,496.428,32,0,15.5,14,7,15.2,92.5,14.4
32,530.968,33,0,16,14,7,16,88,25.2
33,546.952,34,0,16.5,14,7,16.1,86.5,25.2
34,594.732,35,0,17,14,7,16.2,85,25.2
35,592.029,36,0,17.5,14,7,15.7,86.5,25.2
36,579.434,37,0,18,14,7,15.2,88,25.2
37,538.495,38,0,18.5,14,7,15,90.5,25.2
38,543.94,39,0,19,14,7,14.8,93,14.4
39,501.76,40,0,19.5,14,7,14.6,94,14.4
40,523.303,41,0,20,14,7,14.4,95,14.4
41,505.733,42,0,20.5,14,7,14.3,96,14.4
42,517.613,43,0,21,14,7,14.2,97,14.4
43,509.047,44,0,21.5,14,7,13.8,98,14.4
44,507.943,45,0,22,14,7,13.4,99,14.4
45,496.166,46,0,22.5,14,7,13,99.5,14.4
46,445.397,47,0,23,14,7,12.6,100,10.8
47,375,48,0,23.5,14,7,12.55,100,10.8
48,316.279,1,0,0,15,7,12.5,100,10.8
49,279.54,2,0,0.5,15,7,11.75,98.5,10.8
50,252.309,3,0,1,15,7,11,97,7.2
51,229.121,4,0,1.5,15,7,9.7,98.5,7.2
52,207.082,5,0,2,15,7,8.4,100,3.6
53,197.698,6,0,2.5,15,7,8.15,100,3.6
54,182.231,7,0,3,15,7,7.9,100,3.6
55,182.933,8,0,3.5,15,7,8.15,100,3.6
56,187.253,9,0,4,15,7,8.4,100,10.8
57,186.25,10,0,4.5,15,7,9.25,100,10.8
58,189.333,11,0,5,15,7,10.1,100,7.2
59,187.964,12,0,5.5,15,7,10.45,100,7.2
60,201.112,13,0,6,15,7,10.8,100,14.4
61,236.4,14,0,6.5,15,7,11.55,100,14.4
62,301.24,15,0,7,15,7,12.3,100,14.4
63,324.108,16,0,7.5,15,7,12.05,100,14.4
64,371.202,17,0,8,15,7,11.8,100,14.4
65,422.53,18,0,8.5,15,7,12.55,100,14.4
66,442.943,19,0,9,15,7,13.3,100,21.6
67,463.545,20,0,9.5,15,7,13.85,95.5,21.6
68,502.551,21,0,10,15,7,14.4,91,14.4
69,498.412,22,0,10.5,15,7,14.85,89,14.4
70,497.771,23,0,11,15,7,15.3,87,21.6
71,483.663,24,0,11.5,15,7,16,83.5,21.6
72,501.229,25,0,12,15,7,16.7,80,21.6
73,546.661,26,0,12.5,15,7,17.95,73,21.6
74,536.337,27,0,13,15,7,19.2,66,21.6
75,502.734,28,0,13.5,15,7,18.85,69.5,21.6
76,471.36,29,0,14,15,7,18.5,73,21.6
77,462.191,30,0,14.5,15,7,18.8,73,21.6
78,467.599,31,0,15,15,7,19.1,73,18
79,480.549,32,0,15.5,15,7,18,80,18
80,501.522,33,0,16,15,7,16.9,87,18
81,506.468,34,0,16.5,15,7,18.15,75,18
82,569.54,35,0,17,15,7,19.4,63,14.4
83,545.143,36,0,17.5,15,7,19.05,66.5,14.4
84,512.555,37,0,18,15,7,18.7,70,10.8
85,509.001,38,0,18.5,15,7,18.5,70,10.8
86,479.582,39,0,19,15,7,18.3,70,21.6
87,454.778,40,0,19.5,15,7,17.35,73,21.6
88,455.788,41,0,20,15,7,16.4,76,10.8
89,456.873,42,0,20.5,15,7,14.8,81.5,10.8
90,424.677,43,0,21,15,7,13.2,87,10.8
91,427.303,44,0,21.5,15,7,13.95,84,10.8
92,465.434,45,0,22,15,7,14.7,81,10.8
93,479.4,46,0,22.5,15,7,14.2,81.5,10.8
94,436.941,47,0,23,15,7,13.7,82,14.4
95,378.775,48,0,23.5,15,7,13.2,83.5,14.4
96,322.284,1,0,0,16,7,12.7,85,7.2
97,276.304,2,0,0.5,16,7,12.45,87,7.2
98,249.84,3,0,1,16,7,12.2,89,14.4
99,216.451,4,0,1.5,16,7,12.1,89.5,14.4
100,199.746,5,0,2,16,7,12,90,14.4
101,184.243,6,0,2.5,16,7,11.95,90.5,14.4
102,174.275,7,0,3,16,7,11.9,91,18
103,174.776,8,0,3.5,16,7,11.8,91.5,18
104,176.026,9,0,4,16,7,11.7,92,14.4
105,176.065,10,0,4.5,16,7,11.8,92,14.4
106,170.078,11,0,5,16,7,11.9,92,14.4
107,173.949,12,0,5.5,16,7,12.2,91,14.4
108,200.345,13,0,6,16,7,12.5,90,18
109,236.971,14,0,6.5,16,7,12.7,89.5,18
110,272.533,15,0,7,16,7,12.9,89,18
111,313.59,16,0,7.5,16,7,13.95,85.5,18
112,369.073,17,0,8,16,7,15,82,14.4
113,423.419,18,0,8.5,16,7,14.9,80,14.4
114,445.794,19,0,9,16,7,14.8,78,10.8
115,483.429,20,0,9.5,16,7,15.35,75.5,10.8
116,477.778,21,0,10,16,7,15.9,73,10.8
117,487.437,22,0,10.5,16,7,16.55,68.5,10.8
118,490.62,23,0,11,16,7,17.2,64,10.8
119,473.571,24,0,11.5,16,7,16.6,68.5,10.8
120,495.911,25,0,12,16,7,16,73,18
121,518.122,26,0,12.5,16,7,15.8,74,18
122,507.114,27,0,13,16,7,15.6,75,18
123,477.791,28,0,13.5,16,7,16.15,73,18
124,462.613,29,0,14,16,7,16.7,71,14.4
125,439.02,30,0,14.5,16,7,16.7,69.5,14.4
126,427.32,31,0,15,16,7,16.7,68,14.4
127,464.672,32,0,15.5,16,7,16.6,70,14.4
128,484.855,33,0,16,16,7,16.5,72,14.4
129,499.061,34,0,16.5,16,7,16.4,73,14.4
130,547.188,35,0,17,16,7,16.3,74,10.8
131,579.776,36,0,17.5,16,7,15.85,75,10.8
132,532.711,37,0,18,16,7,15.4,76,10.8
133,509.597,38,0,18.5,16,7,14.65,81.5,10.8
134,484.772,39,0,19,16,7,13.9,87,3.6
135,465.335,40,0,19.5,16,7,13.4,90.5,3.6
136,456.522,41,0,20,16,7,12.9,94,3.6
137,463.4,42,0,20.5,16,7,12.7,94.5,3.6
138,475.86,43,0,21,16,7,12.5,95,10.8
139,483.177,44,0,21.5,16,7,12.4,95.5,10.8
140,524.835,45,0,22,16,7,12.3,96,7.2
141,492.804,46,0,22.5,16,7,12.35,94.5,7.2
142,453.509,47,0,23,16,7,12.4,93,10.8
143,378.898,48,0,23.5,16,7,12.45,92,10.8
144,326.718,1,0,0,17,7,12.5,91,18
145,283.507,2,0,0.5,17,7,12.2,92.5,18
146,240.736,3,0,1,17,7,11.9,94,14.4
147,223.211,4,0,1.5,17,7,11.75,94.5,14.4
148,208.288,5,0,2,17,7,11.6,95,14.4
149,199.403,6,0,2.5,17,7,11.7,95,14.4
150,190.858,7,0,3,17,7,11.8,95,18
151,182.744,8,0,3.5,17,7,12,94.5,18
152,174.353,9,0,4,17,7,12.2,94,21.6
153,183.804,10,0,4.5,17,7,12.15,93,21.6
154,189.526,11,0,5,17,7,12.1,92,25.2
155,181.815,12,0,5.5,17,7,12.35,91,25.2
156,201.205,13,0,6,17,7,12.6,90,28.8
157,211.913,14,0,6.5,17,7,13.25,86,28.8
158,285.726,15,0,7,17,7,13.9,82,32.4
159,341.308,16,0,7.5,17,7,14.3,80,32.4
160,402.778,17,0,8,17,7,14.7,78,28.8
161,461.505,18,0,8.5,17,7,15.1,73.5,28.8
162,461.484,19,0,9,17,7,15.5,69,39.6
163,467.89,20,0,9.5,17,7,16.15,67.5,39.6
164,503.485,21,0,10,17,7,16.8,66,43.2
165,492.639,22,0,10.5,17,7,17.45,64,43.2
166,517.252,23,0,11,17,7,18.1,62,32.4
167,503.229,24,0,11.5,17,7,17.85,61.5,32.4
168,508.514,25,0,12,17,7,17.6,61,39.6
169,531.275,26,0,12.5,17,7,17.15,65,39.6
170,515.273,27,0,13,17,7,16.7,69,32.4
171,471.585,28,0,13.5,17,7,16.55,68,32.4
172,483.374,29,0,14,17,7,16.4,67,32.4
173,461.546,30,0,14.5,17,7,17.1,64.5,32.4
174,472.354,31,0,15,17,7,17.8,62,28.8
175,481.635,32,0,15.5,17,7,17.6,63,28.8
176,482.169,33,0,16,17,7,17.4,64,36
177,473.14,34,0,16.5,17,7,18,64,36
178,510.637,35,0,17,17,7,18.6,64,32.4
179,517.991,36,0,17.5,17,7,18.05,64,32.4
180,513.68,37,0,18,17,7,17.5,64,28.8
181,519.901,38,0,18.5,17,7,17,63.5,28.8
182,499.636,39,0,19,17,7,16.5,63,28.8
183,466.185,40,0,19.5,17,7,15.7,66,28.8
184,437.251,41,0,20,17,7,14.9,69,21.6
185,431.713,42,0,20.5,17,7,14.25,71.5,21.6
186,456.049,43,0,21,17,7,13.6,74,25.2
187,475.047,44,0,21.5,17,7,12.7,79,25.2
188,503.449,45,0,22,17,7,11.8,84,18
189,483.842,46,0,22.5,17,7,11.4,85.5,18
190,453.967,47,0,23,17,7,11,87,21.6
191,409.601,48,0,23.5,17,7,10.5,90,21.6
192,351.175,1,0,0,18,7,10,93,21.6
193,307.063,2,0,0.5,18,7,10,93.5,21.6
194,275.135,3,0,1,18,7,10,94,18
195,242.734,4,0,1.5,18,7,9.8,94.5,18
196,226.461,5,0,2,18,7,9.6,95,18
197,214.44,6,0,2.5,18,7,9.5,96,18
198,202.374,7,0,3,18,7,9.4,97,21.6
199,197.976,8,0,3.5,18,7,9.4,98,21.6
200,189.106,9,0,4,18,7,9.4,99,18
201,187.144,10,0,4.5,18,7,9.75,99,18
202,185.632,11,0,5,18,7,10.1,99,14.4
203,185.871,12,0,5.5,18,7,10.65,99,14.4
204,194.478,13,0,6,18,7,11.2,99,14.4
205,207.143,14,0,6.5,18,7,11.7,97.5,14.4
206,243.532,15,0,7,18,7,12.2,96,21.6
207,278.049,16,0,7.5,18,7,12.9,92.5,21.6
208,305.226,17,0,8,18,7,13.6,89,21.6
209,345.544,18,0,8.5,18,7,13.55,90.5,21.6
210,390.558,19,0,9,18,7,13.5,92,21.6
211,461.858,20,0,9.5,18,7,13.7,90,21.6
212,513.503,21,0,10,18,7,13.9,88,18
213,501.936,22,0,10.5,18,7,14.85,79.5,18
214,508.588,23,0,11,18,7,15.8,71,25.2
215,519.703,24,0,11.5,18,7,14.95,80,25.2
216,511.824,25,0,12,18,7,14.1,89,21.6
217,546.176,26,0,12.5,18,7,14.15,86,21.6
218,511.936,27,0,13,18,7,14.2,83,28.8
219,459.501,28,0,13.5,18,7,14.4,81,28.8
220,475.904,29,0,14,18,7,14.6,79,21.6
221,473.865,30,0,14.5,18,7,14.85,77.5,21.6
222,466.578,31,0,15,18,7,15.1,76,14.4
223,444.111,32,0,15.5,18,7,15.3,74,14.4
224,424.758,33,0,16,18,7,15.5,72,25.2
225,445.881,34,0,16.5,18,7,15.7,70.5,25.2
226,515.53,35,0,17,18,7,15.9,69,25.2
227,545.185,36,0,17.5,18,7,15.55,70.5,25.2
228,525.526,37,0,18,18,7,15.2,72,21.6
229,528.68,38,0,18.5,18,7,15.05,73.5,21.6
230,519.647,39,0,19,18,7,14.9,75,14.4
231,520.783,40,0,19.5,18,7,14.3,79,14.4
232,477.348,41,0,20,18,7,13.7,83,10.8
233,489.671,42,0,20.5,18,7,13.55,85.5,10.8
234,461.833,43,0,21,18,7,13.4,88,14.4
235,439.127,44,0,21.5,18,7,13.15,91,14.4
236,432.231,45,0,22,18,7,12.9,94,14.4
237,426.939,46,0,22.5,18,7,12.8,95,14.4
238,399.387,47,0,23,18,7,12.7,96,10.8
239,372.012,48,0,23.5,18,7,12.55,97.5,10.8
240,333.057,1,0,0,19,7,12.4,99,10.8
241,300.358,2,0,0.5,19,7,12.3,99,10.8
242,275.507,3,0,1,19,7,12.2,99,10.8
243,243.833,4,0,1.5,19,7,12.15,99,10.8
244,228.008,5,0,2,19,7,12.1,99,7.2
245,211.029,6,0,2.5,19,7,11.95,99.5,7.2
246,198.753,7,0,3,19,7,11.8,100,10.8
247,193.488,8,0,3.5,19,7,11.8,100,10.8
248,197.256,9,0,4,19,7,11.8,100,7.2
249,184.077,10,0,4.5,19,7,11.45,100,7.2
250,179.587,11,0,5,19,7,11.1,100,7.2
251,176.471,12,0,5.5,19,7,11.1,100,7.2
252,193.193,13,0,6,19,7,11.1,100,10.8
253,193.668,14,0,6.5,19,7,11.5,100,10.8
254,207.06,15,0,7,19,7,11.9,100,10.8
255,245.735,16,0,7.5,19,7,12.35,98,10.8
256,269.724,17,0,8,19,7,12.8,96,14.4
257,287.84,18,0,8.5,19,7,13.35,93.5,14.4
258,339.442,19,0,9,19,7,13.9,91,14.4
259,415.452,20,0,9.5,19,7,14.55,84.5,14.4
260,476.716,21,0,10,19,7,15.2,78,14.4
261,486.561,22,0,10.5,19,7,15.55,77.5,14.4
262,507.962,23,0,11,19,7,15.9,77,18
263,505.754,24,0,11.5,19,7,15.65,79,18
264,531.698,25,0,12,19,7,15.4,81,21.6
265,560.131,26,0,12.5,19,7,15.25,77.5,21.6
266,558.772,27,0,13,19,7,15.1,74,14.4
267,552.509,28,0,13.5,19,7,15.75,71.5,14.4
268,533.296,29,0,14,19,7,16.4,69,32.4
269,468.336,30,0,14.5,19,7,15.1,77,32.4
270,441.875,31,0,15,19,7,13.8,85,28.8
271,442.297,32,0,15.5,19,7,13.3,88.5,28.8
272,431.34,33,0,16,19,7,12.8,92,28.8
273,434.09,34,0,16.5,19,7,13.65,85,28.8
274,436.878,35,0,17,19,7,14.5,78,14.4
275,443.554,36,0,17.5,19,7,15,77,14.4
276,426.279,37,0,18,19,7,15.5,76,25.2
277,445.518,38,0,18.5,19,7,14.2,83,25.2
278,414.638,39,0,19,19,7,12.9,90,21.6
279,417.61,40,0,19.5,19,7,13.1,87.5,21.6
280,427.243,41,0,20,19,7,13.3,85,10.8
281,445.165,42,0,20.5,19,7,12.95,86,10.8
282,466.015,43,0,21,19,7,12.6,87,14.4
283,447.012,44,0,21.5,19,7,12.05,89,14.4
284,459,45,0,22,19,7,11.5,91,18
285,457.597,46,0,22.5,19,7,11.7,91,18
286,410.79,47,0,23,19,7,11.9,91,21.6
287,362.763,48,0,23.5,19,7,11.65,92.5,21.6
288,326.628,1,0,0,20,7,11.4,94,18
289,287.705,2,0,0.5,20,7,11.25,93,18
290,249.261,3,0,1,20,7,11.1,92,21.6
291,224.435,4,0,1.5,20,7,10.75,93.5,21.6
292,202.876,5,0,2,20,7,10.4,95,18
293,193.31,6,0,2.5,20,7,10.35,95.5,18
294,183.182,7,0,3,20,7,10.3,96,21.6
295,179.119,8,0,3.5,20,7,10.15,96.5,21.6
296,177.749,9,0,4,20,7,10,97,21.6
297,180.105,10,0,4.5,20,7,10.25,96,21.6
298,169.857,11,0,5,20,7,10.5,95,18
299,168.554,12,0,5.5,20,7,10.95,94,18
300,189.045,13,0,6,20,7,11.4,93,21.6
301,217.915,14,0,6.5,20,7,11.95,91,21.6
302,272.13,15,0,7,20,7,12.5,89,28.8
303,293.42,16,0,7.5,20,7,12.85,88,28.8
304,366.626,17,0,8,20,7,13.2,87,28.8
305,422.448,18,0,8.5,20,7,13.9,83.5,28.8
306,449.206,19,0,9,20,7,14.6,80,21.6
307,477.619,20,0,9.5,20,7,15.25,77,21.6
308,498.177,21,0,10,20,7,15.9,74,25.2
309,487.165,22,0,10.5,20,7,16.4,72,25.2
310,518.904,23,0,11,20,7,16.9,70,25.2
311,492.993,24,0,11.5,20,7,16.8,66,25.2
312,508.719,25,0,12,20,7,16.7,62,21.6
313,541.616,26,0,12.5,20,7,16.9,61,21.6
314,539.565,27,0,13,20,7,17.1,60,21.6
315,500.347,28,0,13.5,20,7,17.15,63.5,21.6
316,474.831,29,0,14,20,7,17.2,67,14.4
317,470.254,30,0,14.5,20,7,17,65.5,14.4
318,481.394,31,0,15,20,7,16.8,64,21.6
319,480.797,32,0,15.5,20,7,17.15,65.5,21.6
320,503.913,33,0,16,20,7,17.5,67,21.6
321,543.465,34,0,16.5,20,7,17.7,65.5,21.6
322,577.18,35,0,17,20,7,17.9,64,18
323,605.169,36,0,17.5,20,7,17.4,67.5,18
324,558.697,37,0,18,20,7,16.9,71,21.6
325,530.555,38,0,18.5,20,7,16.6,70,21.6
326,536.389,39,0,19,20,7,16.3,69,18
327,520.7,40,0,19.5,20,7,15.9,71.5,18
328,497.978,41,0,20,20,7,15.5,74,14.4
329,477.037,42,0,20.5,20,7,15,75.5,14.4
330,502.439,43,0,21,20,7,14.5,77,14.4
331,506.664,44,0,21.5,20,7,13.95,79.5,14.4
332,511.825,45,0,22,20,7,13.4,82,7.2
333,489.731,46,0,22.5,20,7,11.7,84,7.2
334,443.725,47,0,23,20,7,10,86,7.2
335,384.64,48,0,23.5,20,7,8.9,91.5,7.2
336,334.21,1,0,0,21,7,7.8,97,7.2
337,289.008,2,0,0.5,21,7,9.2,96.5,7.2
338,254.04,3,0,1,21,7,10.6,96,7.2
339,220.393,4,0,1.5,21,7,11.3,94,7.2
340,199.919,5,0,2,21,7,12,92,10.8
341,186.824,6,0,2.5,21,7,12.2,95.5,10.8
342,172.404,7,0,3,21,7,12.4,99,10.8
343,179.411,8,0,3.5,21,7,12.6,99,10.8
344,179.615,9,0,4,21,7,12.8,99,18
345,177.303,10,0,4.5,21,7,12.55,99.5,18
346,185.58,11,0,5,21,7,12.3,100,25.2
347,187.933,12,0,5.5,21,7,12.3,100,25.2
348,206.57,13,0,6,21,7,12.3,100,25.2
349,239.332,14,0,6.5,21,7,12.45,100,25.2
350,284.388,15,0,7,21,7,12.6,100,21.6
351,313.526,16,0,7.5,21,7,13.15,100,21.6
352,377.933,17,0,8,21,7,13.7,100,32.4
353,424.014,18,0,8.5,21,7,13.8,100,32.4
354,468.007,19,0,9,21,7,13.9,100,39.6
355,485.492,20,0,9.5,21,7,14,100,39.6
356,506.882,21,0,10,21,7,14.1,100,28.8
357,511.506,22,0,10.5,21,7,15.25,99.5,28.8
358,527.778,23,0,11,21,7,16.4,99,32.4
359,544.74,24,0,11.5,21,7,17.25,96,32.4
360,523.541,25,0,12,21,7,18.1,93,25.2
361,559.159,26,0,12.5,21,7,18.9,78.5,25.2
362,549.735,27,0,13,21,7,19.7,64,25.2
363,521.35,28,0,13.5,21,7,20.05,63.5,25.2
364,524.106,29,0,14,21,7,20.4,63,36
365,513.912,30,0,14.5,21,7,19.9,62,36
366,500.529,31,0,15,21,7,19.4,61,28.8
367,501.899,32,0,15.5,21,7,17.4,68.5,28.8
368,503.871,33,0,16,21,7,15.4,76,28.8
369,552.296,34,0,16.5,21,7,16.95,66.5,28.8
370,580.776,35,0,17,21,7,18.5,57,25.2
371,633.066,36,0,17.5,21,7,17.9,59,25.2
372,566.287,37,0,18,21,7,17.3,61,32.4
373,556.318,38,0,18.5,21,7,17.1,62.5,32.4
374,520.323,39,0,19,21,7,16.9,64,28.8
375,531.795,40,0,19.5,21,7,16.1,69.5,28.8
376,514.493,41,0,20,21,7,15.3,75,21.6
377,504.612,42,0,20.5,21,7,15.35,74.5,21.6
378,489.151,43,0,21,21,7,15.4,74,14.4
379,511.889,44,0,21.5,21,7,14.85,81,14.4
380,520.359,45,0,22,21,7,14.3,88,18
381,502.406,46,0,22.5,21,7,13.55,93,18
382,464.09,47,0,23,21,7,12.8,98,10.8
383,400.381,48,0,23.5,21,7,13.1,95,10.8
384,344.18,1,0,0,22,7,13.4,92,10.8
385,298.524,2,0,0.5,22,7,13.55,91.5,10.8
386,248.379,3,0,1,22,7,13.7,91,10.8
387,228.159,4,0,1.5,22,7,13.5,94.5,10.8
388,201.729,5,0,2,22,7,13.3,98,14.4
389,190.888,6,0,2.5,22,7,13.25,99,14.4
390,196.243,7,0,3,22,7,13.2,100,14.4
391,187.559,8,0,3.5,22,7,13.3,100,14.4
392,191.688,9,0,4,22,7,13.4,100,7.2
393,192.361,10,0,4.5,22,7,13.4,98.5,7.2
394,187.967,11,0,5,22,7,13.4,97,14.4
395,183.811,12,0,5.5,22,7,13.65,95.5,14.4
396,198.613,13,0,6,22,7,13.9,94,28.8
397,225.818,14,0,6.5,22,7,13.9,92.5,28.8
398,262.72,15,0,7,22,7,13.9,91,21.6
399,310.167,16,0,7.5,22,7,14.25,89.5,21.6
400,396.33,17,0,8,22,7,14.6,88,21.6
401,438.459,18,0,8.5,22,7,15,85.5,21.6
402,475.621,19,0,9,22,7,15.4,83,21.6
403,482.436,20,0,9.5,22,7,15.75,84.5,21.6
404,473.077,21,0,10,22,7,16.1,86,18
405,479.081,22,0,10.5,22,7,16,85.5,18
406,495.548,23,0,11,22,7,15.9,85,21.6
407,492.314,24,0,11.5,22,7,16.45,80.5,21.6
408,496.679,25,0,12,22,7,17,76,25.2
409,520.431,26,0,12.5,22,7,18.1,70.5,25.2
410,515.07,27,0,13,22,7,19.2,65,25.2
411,480.188,28,0,13.5,22,7,19,67.5,25.2
412,451.753,29,0,14,22,7,18.8,70,21.6
413,476.384,30,0,14.5,22,7,17.25,80,21.6
414,474.191,31,0,15,22,7,15.7,90,18
415,454.05,32,0,15.5,22,7,16.35,88,18
416,476.659,33,0,16,22,7,17,86,14.4
417,518.655,34,0,16.5,22,7,17,84.5,14.4
418,551.887,35,0,17,22,7,17,83,21.6
419,595.802,36,0,17.5,22,7,16.55,86,21.6
420,587.328,37,0,18,22,7,16.1,89,21.6
421,557.274,38,0,18.5,22,7,15.95,88,21.6
422,546.852,39,0,19,22,7,15.8,87,14.4
423,519.617,40,0,19.5,22,7,15.8,87,14.4
424,492.03,41,0,20,22,7,15.8,87,21.6
425,493.998,42,0,20.5,22,7,15.35,89.5,21.6
426,485.119,43,0,21,22,7,14.9,92,18
427,475.392,44,0,21.5,22,7,14.9,87.5,18
428,509.579,45,0,22,22,7,14.9,83,21.6
429,492.645,46,0,22.5,22,7,14.3,87,21.6
430,470.711,47,0,23,22,7,13.7,91,14.4
431,386.841,48,0,23.5,22,7,13.45,91,14.4
432,352.162,1,0,0,23,7,13.2,91,18
433,284.808,2,0,0.5,23,7,13.2,91.5,18
434,246.254,3,0,1,23,7,13.2,92,21.6
435,212.015,4,0,1.5,23,7,13.2,91.5,21.6
436,195.653,5,0,2,23,7,13.2,91,21.6
437,186.35,6,0,2.5,23,7,13,90,21.6
438,181.903,7,0,3,23,7,12.8,89,14.4
439,181.966,8,0,3.5,23,7,12.85,89,14.4
440,181.205,9,0,4,23,7,12.9,89,14.4
441,189.01,10,0,4.5,23,7,13.05,89,14.4
442,181.476,11,0,5,23,7,13.2,89,18
443,189.22,12,0,5.5,23,7,13.2,89,18
444,209.366,13,0,6,23,7,13.2,89,14.4
445,222.673,14,0,6.5,23,7,13.65,87.5,14.4
446,270.339,15,0,7,23,7,14.1,86,18
447,315.803,16,0,7.5,23,7,14.75,84.5,18
448,362.764,17,0,8,23,7,15.4,83,21.6
449,414.882,18,0,8.5,23,7,15.25,83.5,21.6
450,464.583,19,0,9,23,7,15.1,84,21.6
451,463.823,20,0,9.5,23,7,16.1,80.5,21.6
452,489.931,21,0,10,23,7,17.1,77,25.2
453,504.272,22,0,10.5,23,7,17.35,76.5,25.2
454,502.476,23,0,11,23,7,17.6,76,18
455,522.894,24,0,11.5,23,7,17.35,72,18
456,514.766,25,0,12,23,7,17.1,68,28.8
457,533.277,26,0,12.5,23,7,17.45,68.5,28.8
458,533.222,27,0,13,23,7,17.8,69,36
459,497.44,28,0,13.5,23,7,18.4,64,36
460,501.836,29,0,14,23,7,19,59,28.8
461,483.867,30,0,14.5,23,7,18.85,62,28.8
462,502.265,31,0,15,23,7,18.7,65,25.2
463,514.575,32,0,15.5,23,7,17.2,77.5,25.2
464,518.865,33,0,16,23,7,15.7,90,18
465,525.39,34,0,16.5,23,7,14.4,91.5,18
466,553.994,35,0,17,23,7,13.1,93,21.6
467,566.191,36,0,17.5,23,7,13.45,91,21.6
468,535.62,37,0,18,23,7,13.8,89,18
469,537.451,38,0,18.5,23,7,13.95,88,18
470,536.145,39,0,19,23,7,14.1,87,18
471,523.11,40,0,19.5,23,7,13.75,89.5,18
472,502.096,41,0,20,23,7,13.4,92,14.4
473,493.697,42,0,20.5,23,7,12.95,93,14.4
474,472.633,43,0,21,23,7,12.5,94,14.4
475,494.638,44,0,21.5,23,7,12.6,94,14.4
476,493.717,45,0,22,23,7,12.7,94,10.8
477,474.54,46,0,22.5,23,7,12.55,94.5,10.8
478,419.866,47,0,23,23,7,12.4,95,14.4
479,366.311,48,0,23.5,23,7,12.35,95.5,14.4
480,336.702,1,0,0,24,7,12.3,96,18
481,286.569,2,0,0.5,24,7,12.25,95,18
482,257.584,3,0,1,24,7,12.2,94,18
483,231.91,4,0,1.5,24,7,12.05,94.5,18
484,207.897,5,0,2,24,7,11.9,95,14.4
485,197.761,6,0,2.5,24,7,11.95,94.5,14.4
486,185.121,7,0,3,24,7,12,94,10.8
487,176.986,8,0,3.5,24,7,11.85,94.5,10.8
488,182.4,9,0,4,24,7,11.7,95,14.4
489,190.664,10,0,4.5,24,7,11.8,94.5,14.4
490,191.598,11,0,5,24,7,11.9,94,14.4
491,181.401,12,0,5.5,24,7,12.1,93.5,14.4
492,206.481,13,0,6,24,7,12.3,93,18
493,226.174,14,0,6.5,24,7,12.4,94,18
494,275.819,15,0,7,24,7,12.5,95,18
495,327.234,16,0,7.5,24,7,12.95,93.5,18
496,370.822,17,0,8,24,7,13.4,92,21.6
497,418.923,18,0,8.5,24,7,13.9,89.5,21.6
498,454.206,19,0,9,24,7,14.4,87,18
499,478.079,20,0,9.5,24,7,15.3,84.5,18
500,502.92,21,0,10,24,7,16.2,82,18
501,516.697,22,0,10.5,24,7,15.85,81.5,18
502,498.578,23,0,11,24,7,15.5,81,10.8
503,508.899,24,0,11.5,24,7,15.2,81.5,10.8
504,516.187,25,0,12,24,7,14.9,82,14.4
505,538.822,26,0,12.5,24,7,15.65,81.5,14.4
506,532.986,27,0,13,24,7,16.4,81,18
507,497.425,28,0,13.5,24,7,16.15,84,18
508,491.122,29,0,14,24,7,15.9,87,21.6
509,474.81,30,0,14.5,24,7,17.05,76,21.6
510,463.773,31,0,15,24,7,18.2,65,14.4
511,474.698,32,0,15.5,24,7,18,64.5,14.4
512,504.055,33,0,16,24,7,17.8,64,18
513,512.802,34,0,16.5,24,7,15.5,77.5,18
514,519.739,35,0,17,24,7,13.2,91,18
515,549.441,36,0,17.5,24,7,14.5,84.5,18
