,Timepoint,Power,holidays,Hour,Days,Month,Temperature,humidity,Wind_speed
0,2009/7/14 0:00,464.058,0,0,14,7,11.8,93,14.4
1,2009/7/14 0:30,400.316,0,0.5,14,7,11.8,91,14.4
2,2009/7/14 1:00,353.643,0,1,14,7,11.8,89,18
3,2009/7/14 1:30,320.181,0,1.5,14,7,11.6,91,18
4,2009/7/14 2:00,293.99,0,2,14,7,11.4,93,10.8
5,2009/7/14 2:30,283.929,0,2.5,14,7,11.05,94.5,10.8
6,2009/7/14 3:00,270.338,0,3,14,7,10.7,96,10.8
7,2009/7/14 3:30,261.528,0,3.5,14,7,10.5,96,10.8
8,2009/7/14 4:00,268.655,0,4,14,7,10.3,96,10.8
9,2009/7/14 4:30,270.878,0,4.5,14,7,10,97.5,10.8
10,2009/7/14 5:00,272.293,0,5,14,7,9.7,99,10.8
11,2009/7/14 5:30,293.699,0,5.5,14,7,11.05,98,10.8
12,2009/7/14 6:00,327.405,0,6,14,7,12.4,97,10.8
13,2009/7/14 6:30,342.894,0,6.5,14,7,13.05,93.5,10.8
14,2009/7/14 7:00,417.854,0,7,14,7,13.7,90,14.4
15,2009/7/14 7:30,490.945,0,7.5,14,7,14.1,87.5,14.4
16,2009/7/14 8:00,583.264,0,8,14,7,14.5,85,14.4
17,2009/7/14 8:30,634.367,0,8.5,14,7,15.4,83.5,14.4
18,2009/7/14 9:00,700.884,0,9,14,7,16.3,82,21.6
19,2009/7/14 9:30,745.994,0,9.5,14,7,15.5,88.5,21.6
20,2009/7/14 10:00,771.912,0,10,14,7,14.7,95,21.6
21,2009/7/14 10:30,766.333,0,10.5,14,7,14.25,95.5,21.6
22,2009/7/14 11:00,820.076,0,11,14,7,13.8,96,14.4
23,2009/7/14 11:30,812.519,0,11.5,14,7,14.3,96,14.4
24,2009/7/14 12:00,848.482,0,12,14,7,14.8,96,18
25,2009/7/14 12:30,861.137,0,12.5,14,7,15.15,92,18
26,2009/7/14 13:00,825.43,0,13,14,7,15.5,88,28.8
27,2009/7/14 13:30,749.543,0,13.5,14,7,15.2,92,28.8
28,2009/7/14 14:00,768.975,0,14,14,7,14.9,96,21.6
29,2009/7/14 14:30,771.54,0,14.5,14,7,14.65,96.5,21.6
30,2009/7/14 15:00,768.311,0,15,14,7,14.4,97,14.4
31,2009/7/14 15:30,781.981,0,15.5,14,7,15.2,92.5,14.4
32,2009/7/14 16:00,823.779,0,16,14,7,16,88,25.2
33,2009/7/14 16:30,869.984,0,16.5,14,7,16.1,86.5,25.2
34,2009/7/14 17:00,950.123,0,17,14,7,16.2,85,25.2
35,2009/7/14 17:30,921.343,0,17.5,14,7,15.7,86.5,25.2
36,2009/7/14 18:00,864.228,0,18,14,7,15.2,88,25.2
37,2009/7/14 18:30,801.874,0,18.5,14,7,15,90.5,25.2
38,2009/7/14 19:00,792.306,0,19,14,7,14.8,93,14.4
39,2009/7/14 19:30,727.873,0,19.5,14,7,14.6,94,14.4
40,2009/7/14 20:00,752.17,0,20,14,7,14.4,95,14.4
41,2009/7/14 20:30,720.101,0,20.5,14,7,14.3,96,14.4
42,2009/7/14 21:00,718.84,0,21,14,7,14.2,97,14.4
43,2009/7/14 21:30,702.975,0,21.5,14,7,13.8,98,14.4
44,2009/7/14 22:00,715.283,0,22,14,7,13.4,99,14.4
45,2009/7/14 22:30,707.73,0,22.5,14,7,13,99.5,14.4
46,2009/7/14 23:00,631.322,0,23,14,7,12.6,100,10.8
47,2009/7/14 23:30,531.176,0,23.5,14,7,12.55,100,10.8
48,2009/7/15 0:00,460.992,0,0,15,7,12.5,100,10.8
49,2009/7/15 0:30,404.433,0,0.5,15,7,11.75,98.5,10.8
50,2009/7/15 1:00,359.787,0,1,15,7,11,97,7.2
51,2009/7/15 1:30,325.888,0,1.5,15,7,9.7,98.5,7.2
52,2009/7/15 2:00,298.059,0,2,15,7,8.4,100,3.6
53,2009/7/15 2:30,283.081,0,2.5,15,7,8.15,100,3.6
54,2009/7/15 3:00,266.651,0,3,15,7,7.9,100,3.6
55,2009/7/15 3:30,266.318,0,3.5,15,7,8.15,100,3.6
56,2009/7/15 4:00,275.491,0,4,15,7,8.4,100,10.8
57,2009/7/15 4:30,272.07,0,4.5,15,7,9.25,100,10.8
58,2009/7/15 5:00,281.522,0,5,15,7,10.1,100,7.2
59,2009/7/15 5:30,275.659,0,5.5,15,7,10.45,100,7.2
60,2009/7/15 6:00,297.502,0,6,15,7,10.8,100,14.4
61,2009/7/15 6:30,339.633,0,6.5,15,7,11.55,100,14.4
62,2009/7/15 7:00,438.82,0,7,15,7,12.3,100,14.4
63,2009/7/15 7:30,500.28,0,7.5,15,7,12.05,100,14.4
64,2009/7/15 8:00,594.566,0,8,15,7,11.8,100,14.4
65,2009/7/15 8:30,666.124,0,8.5,15,7,12.55,100,14.4
66,2009/7/15 9:00,685.587,0,9,15,7,13.3,100,21.6
67,2009/7/15 9:30,734.933,0,9.5,15,7,13.85,95.5,21.6
68,2009/7/15 10:00,775.455,0,10,15,7,14.4,91,14.4
69,2009/7/15 10:30,806.979,0,10.5,15,7,14.85,89,14.4
70,2009/7/15 11:00,790.311,0,11,15,7,15.3,87,21.6
71,2009/7/15 11:30,779.214,0,11.5,15,7,16,83.5,21.6
72,2009/7/15 12:00,791.175,0,12,15,7,16.7,80,21.6
73,2009/7/15 12:30,821.308,0,12.5,15,7,17.95,73,21.6
74,2009/7/15 13:00,817.917,0,13,15,7,19.2,66,21.6
75,2009/7/15 13:30,778.295,0,13.5,15,7,18.85,69.5,21.6
76,2009/7/15 14:00,760.05,0,14,15,7,18.5,73,21.6
77,2009/7/15 14:30,735.189,0,14.5,15,7,18.8,73,21.6
78,2009/7/15 15:00,736.003,0,15,15,7,19.1,73,18
79,2009/7/15 15:30,752.514,0,15.5,15,7,18,80,18
80,2009/7/15 16:00,780.788,0,16,15,7,16.9,87,18
81,2009/7/15 16:30,802.662,0,16.5,15,7,18.15,75,18
82,2009/7/15 17:00,886.168,0,17,15,7,19.4,63,14.4
83,2009/7/15 17:30,877.95,0,17.5,15,7,19.05,66.5,14.4
84,2009/7/15 18:00,801.472,0,18,15,7,18.7,70,10.8
85,2009/7/15 18:30,766.307,0,18.5,15,7,18.5,70,10.8
86,2009/7/15 19:00,710.564,0,19,15,7,18.3,70,21.6
87,2009/7/15 19:30,664.958,0,19.5,15,7,17.35,73,21.6
88,2009/7/15 20:00,665.068,0,20,15,7,16.4,76,10.8
89,2009/7/15 20:30,667.652,0,20.5,15,7,14.8,81.5,10.8
90,2009/7/15 21:00,622.598,0,21,15,7,13.2,87,10.8
91,2009/7/15 21:30,622.429,0,21.5,15,7,13.95,84,10.8
92,2009/7/15 22:00,675.739,0,22,15,7,14.7,81,10.8
93,2009/7/15 22:30,693.224,0,22.5,15,7,14.2,81.5,10.8
94,2009/7/15 23:00,617.838,0,23,15,7,13.7,82,14.4
95,2009/7/15 23:30,534.65,0,23.5,15,7,13.2,83.5,14.4
96,2009/7/16 0:00,461.628,0,0,16,7,12.7,85,7.2
97,2009/7/16 0:30,398.076,0,0.5,16,7,12.45,87,7.2
98,2009/7/16 1:00,363.436,0,1,16,7,12.2,89,14.4
99,2009/7/16 1:30,310.661,0,1.5,16,7,12.1,89.5,14.4
100,2009/7/16 2:00,290.69,0,2,16,7,12,90,14.4
101,2009/7/16 2:30,269.168,0,2.5,16,7,11.95,90.5,14.4
102,2009/7/16 3:00,257.797,0,3,16,7,11.9,91,18
103,2009/7/16 3:30,255.738,0,3.5,16,7,11.8,91.5,18
104,2009/7/16 4:00,256.188,0,4,16,7,11.7,92,14.4
105,2009/7/16 4:30,262.338,0,4.5,16,7,11.8,92,14.4
106,2009/7/16 5:00,256.677,0,5,16,7,11.9,92,14.4
107,2009/7/16 5:30,267.747,0,5.5,16,7,12.2,91,14.4
108,2009/7/16 6:00,301.837,0,6,16,7,12.5,90,18
109,2009/7/16 6:30,346.201,0,6.5,16,7,12.7,89.5,18
110,2009/7/16 7:00,403.746,0,7,16,7,12.9,89,18
111,2009/7/16 7:30,481.356,0,7.5,16,7,13.95,85.5,18
112,2009/7/16 8:00,580.356,0,8,16,7,15,82,14.4
113,2009/7/16 8:30,649.678,0,8.5,16,7,14.9,80,14.4
114,2009/7/16 9:00,686.795,0,9,16,7,14.8,78,10.8
115,2009/7/16 9:30,734.645,0,9.5,16,7,15.35,75.5,10.8
116,2009/7/16 10:00,726.314,0,10,16,7,15.9,73,10.8
117,2009/7/16 10:30,761.604,0,10.5,16,7,16.55,68.5,10.8
118,2009/7/16 11:00,772.993,0,11,16,7,17.2,64,10.8
119,2009/7/16 11:30,769.903,0,11.5,16,7,16.6,68.5,10.8
120,2009/7/16 12:00,786.924,0,12,16,7,16,73,18
121,2009/7/16 12:30,797.137,0,12.5,16,7,15.8,74,18
122,2009/7/16 13:00,763.89,0,13,16,7,15.6,75,18
123,2009/7/16 13:30,736.029,0,13.5,16,7,16.15,73,18
124,2009/7/16 14:00,732.523,0,14,16,7,16.7,71,14.4
125,2009/7/16 14:30,720.846,0,14.5,16,7,16.7,69.5,14.4
126,2009/7/16 15:00,713.034,0,15,16,7,16.7,68,14.4
127,2009/7/16 15:30,747.176,0,15.5,16,7,16.6,70,14.4
128,2009/7/16 16:00,771.629,0,16,16,7,16.5,72,14.4
129,2009/7/16 16:30,797.445,0,16.5,16,7,16.4,73,14.4
130,2009/7/16 17:00,868.288,0,17,16,7,16.3,74,10.8
131,2009/7/16 17:30,891.902,0,17.5,16,7,15.85,75,10.8
132,2009/7/16 18:00,815.451,0,18,16,7,15.4,76,10.8
133,2009/7/16 18:30,759.691,0,18.5,16,7,14.65,81.5,10.8
134,2009/7/16 19:00,715.595,0,19,16,7,13.9,87,3.6
135,2009/7/16 19:30,685.479,0,19.5,16,7,13.4,90.5,3.6
136,2009/7/16 20:00,672.028,0,20,16,7,12.9,94,3.6
137,2009/7/16 20:30,666.861,0,20.5,16,7,12.7,94.5,3.6
138,2009/7/16 21:00,679.028,0,21,16,7,12.5,95,10.8
139,2009/7/16 21:30,691.47,0,21.5,16,7,12.4,95.5,10.8
140,2009/7/16 22:00,734.71,0,22,16,7,12.3,96,7.2
141,2009/7/16 22:30,704.734,0,22.5,16,7,12.35,94.5,7.2
142,2009/7/16 23:00,641.805,0,23,16,7,12.4,93,10.8
143,2009/7/16 23:30,544.14,0,23.5,16,7,12.45,92,10.8
144,2009/7/17 0:00,475.345,0,0,17,7,12.5,91,18
145,2009/7/17 0:30,413.56,0,0.5,17,7,12.2,92.5,18
146,2009/7/17 1:00,351.461,0,1,17,7,11.9,94,14.4
147,2009/7/17 1:30,319.818,0,1.5,17,7,11.75,94.5,14.4
148,2009/7/17 2:00,301.577,0,2,17,7,11.6,95,14.4
149,2009/7/17 2:30,287.741,0,2.5,17,7,11.7,95,14.4
150,2009/7/17 3:00,276.946,0,3,17,7,11.8,95,18
151,2009/7/17 3:30,266.415,0,3.5,17,7,12,94.5,18
152,2009/7/17 4:00,257.457,0,4,17,7,12.2,94,21.6
153,2009/7/17 4:30,270.233,0,4.5,17,7,12.15,93,21.6
154,2009/7/17 5:00,282.144,0,5,17,7,12.1,92,25.2
155,2009/7/17 5:30,276.678,0,5.5,17,7,12.35,91,25.2
156,2009/7/17 6:00,300.549,0,6,17,7,12.6,90,28.8
157,2009/7/17 6:30,321.376,0,6.5,17,7,13.25,86,28.8
158,2009/7/17 7:00,431.747,0,7,17,7,13.9,82,32.4
159,2009/7/17 7:30,516.811,0,7.5,17,7,14.3,80,32.4
160,2009/7/17 8:00,609.357,0,8,17,7,14.7,78,28.8
161,2009/7/17 8:30,696.449,0,8.5,17,7,15.1,73.5,28.8
162,2009/7/17 9:00,714.762,0,9,17,7,15.5,69,39.6
163,2009/7/17 9:30,744.013,0,9.5,17,7,16.15,67.5,39.6
164,2009/7/17 10:00,783.093,0,10,17,7,16.8,66,43.2
165,2009/7/17 10:30,781.806,0,10.5,17,7,17.45,64,43.2
166,2009/7/17 11:00,814.219,0,11,17,7,18.1,62,32.4
167,2009/7/17 11:30,792.116,0,11.5,17,7,17.85,61.5,32.4
168,2009/7/17 12:00,790.74,0,12,17,7,17.6,61,39.6
169,2009/7/17 12:30,816.334,0,12.5,17,7,17.15,65,39.6
170,2009/7/17 13:00,804.777,0,13,17,7,16.7,69,32.4
171,2009/7/17 13:30,740.579,0,13.5,17,7,16.55,68,32.4
172,2009/7/17 14:00,771.64,0,14,17,7,16.4,67,32.4
173,2009/7/17 14:30,749.416,0,14.5,17,7,17.1,64.5,32.4
174,2009/7/17 15:00,756.689,0,15,17,7,17.8,62,28.8
175,2009/7/17 15:30,773.59,0,15.5,17,7,17.6,63,28.8
176,2009/7/17 16:00,758.632,0,16,17,7,17.4,64,36
177,2009/7/17 16:30,771.381,0,16.5,17,7,18,64,36
178,2009/7/17 17:00,809.691,0,17,17,7,18.6,64,32.4
179,2009/7/17 17:30,830.153,0,17.5,17,7,18.05,64,32.4
180,2009/7/17 18:00,778.315,0,18,17,7,17.5,64,28.8
181,2009/7/17 18:30,768.013,0,18.5,17,7,17,63.5,28.8
182,2009/7/17 19:00,720.635,0,19,17,7,16.5,63,28.8
183,2009/7/17 19:30,679.625,0,19.5,17,7,15.7,66,28.8
184,2009/7/17 20:00,637.731,0,20,17,7,14.9,69,21.6
185,2009/7/17 20:30,628.032,0,20.5,17,7,14.25,71.5,21.6
186,2009/7/17 21:00,641.643,0,21,17,7,13.6,74,25.2
187,2009/7/17 21:30,663.058,0,21.5,17,7,12.7,79,25.2
188,2009/7/17 22:00,698.178,0,22,17,7,11.8,84,18
189,2009/7/17 22:30,666.352,0,22.5,17,7,11.4,85.5,18
190,2009/7/17 23:00,621.634,0,23,17,7,11,87,21.6
191,2009/7/17 23:30,558.249,0,23.5,17,7,10.5,90,21.6
192,2009/7/18 0:00,499.461,0,0,18,7,10,93,21.6
193,2009/7/18 0:30,433.987,0,0.5,18,7,10,93.5,21.6
194,2009/7/18 1:00,395.02,0,1,18,7,10,94,18
195,2009/7/18 1:30,344.974,0,1.5,18,7,9.8,94.5,18
196,2009/7/18 2:00,327.826,0,2,18,7,9.6,95,18
197,2009/7/18 2:30,308.076,0,2.5,18,7,9.5,96,18
198,2009/7/18 3:00,293.746,0,3,18,7,9.4,97,21.6
199,2009/7/18 3:30,285.207,0,3.5,18,7,9.4,98,21.6
200,2009/7/18 4:00,274.562,0,4,18,7,9.4,99,18
201,2009/7/18 4:30,272.223,0,4.5,18,7,9.75,99,18
202,2009/7/18 5:00,281.771,0,5,18,7,10.1,99,14.4
203,2009/7/18 5:30,285.309,0,5.5,18,7,10.65,99,14.4
204,2009/7/18 6:00,297.839,0,6,18,7,11.2,99,14.4
205,2009/7/18 6:30,315.027,0,6.5,18,7,11.7,97.5,14.4
206,2009/7/18 7:00,370.889,0,7,18,7,12.2,96,21.6
207,2009/7/18 7:30,415.975,0,7.5,18,7,12.9,92.5,21.6
208,2009/7/18 8:00,456.364,0,8,18,7,13.6,89,21.6
209,2009/7/18 8:30,508.666,0,8.5,18,7,13.55,90.5,21.6
210,2009/7/18 9:00,562.189,0,9,18,7,13.5,92,21.6
211,2009/7/18 9:30,666.484,0,9.5,18,7,13.7,90,21.6
212,2009/7/18 10:00,729.3,0,10,18,7,13.9,88,18
213,2009/7/18 10:30,759.18,0,10.5,18,7,14.85,79.5,18
214,2009/7/18 11:00,750.597,0,11,18,7,15.8,71,25.2
215,2009/7/18 11:30,759.55,0,11.5,18,7,14.95,80,25.2
216,2009/7/18 12:00,759.356,0,12,18,7,14.1,89,21.6
217,2009/7/18 12:30,798.515,0,12.5,18,7,14.15,86,21.6
218,2009/7/18 13:00,746.578,0,13,18,7,14.2,83,28.8
219,2009/7/18 13:30,681.845,0,13.5,18,7,14.4,81,28.8
220,2009/7/18 14:00,691.332,0,14,18,7,14.6,79,21.6
221,2009/7/18 14:30,711.366,0,14.5,18,7,14.85,77.5,21.6
222,2009/7/18 15:00,700.602,0,15,18,7,15.1,76,14.4
223,2009/7/18 15:30,677.998,0,15.5,18,7,15.3,74,14.4
224,2009/7/18 16:00,652.793,0,16,18,7,15.5,72,25.2
225,2009/7/18 16:30,701.504,0,16.5,18,7,15.7,70.5,25.2
226,2009/7/18 17:00,765.909,0,17,18,7,15.9,69,25.2
227,2009/7/18 17:30,784.001,0,17.5,18,7,15.55,70.5,25.2
228,2009/7/18 18:00,749.938,0,18,18,7,15.2,72,21.6
229,2009/7/18 18:30,733.186,0,18.5,18,7,15.05,73.5,21.6
230,2009/7/18 19:00,733.425,0,19,18,7,14.9,75,14.4
231,2009/7/18 19:30,727.453,0,19.5,18,7,14.3,79,14.4
232,2009/7/18 20:00,659.473,0,20,18,7,13.7,83,10.8
233,2009/7/18 20:30,673.181,0,20.5,18,7,13.55,85.5,10.8
234,2009/7/18 21:00,654.79,0,21,18,7,13.4,88,14.4
235,2009/7/18 21:30,635.546,0,21.5,18,7,13.15,91,14.4
236,2009/7/18 22:00,623.907,0,22,18,7,12.9,94,14.4
237,2009/7/18 22:30,607.66,0,22.5,18,7,12.8,95,14.4
238,2009/7/18 23:00,562.957,0,23,18,7,12.7,96,10.8
239,2009/7/18 23:30,527.792,0,23.5,18,7,12.55,97.5,10.8
240,2009/7/19 0:00,476.442,0,0,19,7,12.4,99,10.8
241,2009/7/19 0:30,432.134,0,0.5,19,7,12.3,99,10.8
242,2009/7/19 1:00,387.371,0,1,19,7,12.2,99,10.8
243,2009/7/19 1:30,344.153,0,1.5,19,7,12.15,99,10.8
244,2009/7/19 2:00,318.884,0,2,19,7,12.1,99,7.2
245,2009/7/19 2:30,301.038,0,2.5,19,7,11.95,99.5,7.2
246,2009/7/19 3:00,286.593,0,3,19,7,11.8,100,10.8
247,2009/7/19 3:30,277.527,0,3.5,19,7,11.8,100,10.8
248,2009/7/19 4:00,282.833,0,4,19,7,11.8,100,7.2
249,2009/7/19 4:30,272.943,0,4.5,19,7,11.45,100,7.2
250,2009/7/19 5:00,268.73,0,5,19,7,11.1,100,7.2
251,2009/7/19 5:30,271.354,0,5.5,19,7,11.1,100,7.2
252,2009/7/19 6:00,287.561,0,6,19,7,11.1,100,10.8
253,2009/7/19 6:30,293.402,0,6.5,19,7,11.5,100,10.8
254,2009/7/19 7:00,308.731,0,7,19,7,11.9,100,10.8
255,2009/7/19 7:30,368.57,0,7.5,19,7,12.35,98,10.8
256,2009/7/19 8:00,401.024,0,8,19,7,12.8,96,14.4
257,2009/7/19 8:30,434.69,0,8.5,19,7,13.35,93.5,14.4
258,2009/7/19 9:00,486.805,0,9,19,7,13.9,91,14.4
259,2009/7/19 9:30,571.296,0,9.5,19,7,14.55,84.5,14.4
260,2009/7/19 10:00,653.114,0,10,19,7,15.2,78,14.4
261,2009/7/19 10:30,680.129,0,10.5,19,7,15.55,77.5,14.4
262,2009/7/19 11:00,720.75,0,11,19,7,15.9,77,18
263,2009/7/19 11:30,721.732,0,11.5,19,7,15.65,79,18
264,2009/7/19 12:00,753.584,0,12,19,7,15.4,81,21.6
265,2009/7/19 12:30,790.597,0,12.5,19,7,15.25,77.5,21.6
266,2009/7/19 13:00,799.075,0,13,19,7,15.1,74,14.4
267,2009/7/19 13:30,762.415,0,13.5,19,7,15.75,71.5,14.4
268,2009/7/19 14:00,743.15,0,14,19,7,16.4,69,32.4
269,2009/7/19 14:30,670.449,0,14.5,19,7,15.1,77,32.4
270,2009/7/19 15:00,621.686,0,15,19,7,13.8,85,28.8
271,2009/7/19 15:30,617.592,0,15.5,19,7,13.3,88.5,28.8
272,2009/7/19 16:00,619.37,0,16,19,7,12.8,92,28.8
273,2009/7/19 16:30,630.215,0,16.5,19,7,13.65,85,28.8
274,2009/7/19 17:00,661.907,0,17,19,7,14.5,78,14.4
275,2009/7/19 17:30,674.542,0,17.5,19,7,15,77,14.4
276,2009/7/19 18:00,635.085,0,18,19,7,15.5,76,25.2
277,2009/7/19 18:30,645.528,0,18.5,19,7,14.2,83,25.2
278,2009/7/19 19:00,616.182,0,19,19,7,12.9,90,21.6
279,2009/7/19 19:30,619.831,0,19.5,19,7,13.1,87.5,21.6
280,2009/7/19 20:00,624.808,0,20,19,7,13.3,85,10.8
281,2009/7/19 20:30,653.548,0,20.5,19,7,12.95,86,10.8
282,2009/7/19 21:00,678.859,0,21,19,7,12.6,87,14.4
283,2009/7/19 21:30,666.466,0,21.5,19,7,12.05,89,14.4
284,2009/7/19 22:00,683.779,0,22,19,7,11.5,91,18
285,2009/7/19 22:30,667.841,0,22.5,19,7,11.7,91,18
286,2009/7/19 23:00,588.684,0,23,19,7,11.9,91,21.6
287,2009/7/19 23:30,522.294,0,23.5,19,7,11.65,92.5,21.6
288,2009/7/20 0:00,467.22,0,0,20,7,11.4,94,18
289,2009/7/20 0:30,408.507,0,0.5,20,7,11.25,93,18
290,2009/7/20 1:00,350.626,0,1,20,7,11.1,92,21.6
291,2009/7/20 1:30,320.232,0,1.5,20,7,10.75,93.5,21.6
292,2009/7/20 2:00,293.281,0,2,20,7,10.4,95,18
293,2009/7/20 2:30,281.127,0,2.5,20,7,10.35,95.5,18
294,2009/7/20 3:00,270.903,0,3,20,7,10.3,96,21.6
295,2009/7/20 3:30,261.92,0,3.5,20,7,10.15,96.5,21.6
296,2009/7/20 4:00,260.158,0,4,20,7,10,97,21.6
297,2009/7/20 4:30,262.668,0,4.5,20,7,10.25,96,21.6
298,2009/7/20 5:00,260.56,0,5,20,7,10.5,95,18
299,2009/7/20 5:30,258.87,0,5.5,20,7,10.95,94,18
300,2009/7/20 6:00,285.057,0,6,20,7,11.4,93,21.6
301,2009/7/20 6:30,311.482,0,6.5,20,7,11.95,91,21.6
302,2009/7/20 7:00,407.333,0,7,20,7,12.5,89,28.8
303,2009/7/20 7:30,455.483,0,7.5,20,7,12.85,88,28.8
304,2009/7/20 8:00,565.919,0,8,20,7,13.2,87,28.8
305,2009/7/20 8:30,652.964,0,8.5,20,7,13.9,83.5,28.8
306,2009/7/20 9:00,694.157,0,9,20,7,14.6,80,21.6
307,2009/7/20 9:30,735.148,0,9.5,20,7,15.25,77,21.6
308,2009/7/20 10:00,765.803,0,10,20,7,15.9,74,25.2
309,2009/7/20 10:30,757.489,0,10.5,20,7,16.4,72,25.2
310,2009/7/20 11:00,809.578,0,11,20,7,16.9,70,25.2
311,2009/7/20 11:30,771.971,0,11.5,20,7,16.8,66,25.2
312,2009/7/20 12:00,786.574,0,12,20,7,16.7,62,21.6
313,2009/7/20 12:30,816.512,0,12.5,20,7,16.9,61,21.6
314,2009/7/20 13:00,789.424,0,13,20,7,17.1,60,21.6
315,2009/7/20 13:30,764.036,0,13.5,20,7,17.15,63.5,21.6
316,2009/7/20 14:00,738.726,0,14,20,7,17.2,67,14.4
317,2009/7/20 14:30,731.431,0,14.5,20,7,17,65.5,14.4
318,2009/7/20 15:00,733.212,0,15,20,7,16.8,64,21.6
319,2009/7/20 15:30,727.843,0,15.5,20,7,17.15,65.5,21.6
320,2009/7/20 16:00,759.104,0,16,20,7,17.5,67,21.6
321,2009/7/20 16:30,831.706,0,16.5,20,7,17.7,65.5,21.6
322,2009/7/20 17:00,897.27,0,17,20,7,17.9,64,18
323,2009/7/20 17:30,917.09,0,17.5,20,7,17.4,67.5,18
324,2009/7/20 18:00,836.835,0,18,20,7,16.9,71,21.6
325,2009/7/20 18:30,756.001,0,18.5,20,7,16.6,70,21.6
326,2009/7/20 19:00,743.76,0,19,20,7,16.3,69,18
327,2009/7/20 19:30,737.504,0,19.5,20,7,15.9,71.5,18
328,2009/7/20 20:00,694.05,0,20,20,7,15.5,74,14.4
329,2009/7/20 20:30,664.841,0,20.5,20,7,15,75.5,14.4
330,2009/7/20 21:00,688.831,0,21,20,7,14.5,77,14.4
331,2009/7/20 21:30,707.08,0,21.5,20,7,13.95,79.5,14.4
332,2009/7/20 22:00,717.997,0,22,20,7,13.4,82,7.2
333,2009/7/20 22:30,680.649,0,22.5,20,7,11.7,84,7.2
334,2009/7/20 23:00,619.51,0,23,20,7,10,86,7.2
335,2009/7/20 23:30,535.975,0,23.5,20,7,8.9,91.5,7.2
336,2009/7/21 0:00,479.172,0,0,21,7,7.8,97,7.2
337,2009/7/21 0:30,420.352,0,0.5,21,7,9.2,96.5,7.2
338,2009/7/21 1:00,369.235,0,1,21,7,10.6,96,7.2
339,2009/7/21 1:30,318.573,0,1.5,21,7,11.3,94,7.2
340,2009/7/21 2:00,292.677,0,2,21,7,12,92,10.8
341,2009/7/21 2:30,275.612,0,2.5,21,7,12.2,95.5,10.8
342,2009/7/21 3:00,263.061,0,3,21,7,12.4,99,10.8
343,2009/7/21 3:30,267.2,0,3.5,21,7,12.6,99,10.8
344,2009/7/21 4:00,264.636,0,4,21,7,12.8,99,18
345,2009/7/21 4:30,264.417,0,4.5,21,7,12.55,99.5,18
346,2009/7/21 5:00,279.156,0,5,21,7,12.3,100,25.2
347,2009/7/21 5:30,284.616,0,5.5,21,7,12.3,100,25.2
348,2009/7/21 6:00,301.972,0,6,21,7,12.3,100,25.2
349,2009/7/21 6:30,340.925,0,6.5,21,7,12.45,100,25.2
350,2009/7/21 7:00,422.731,0,7,21,7,12.6,100,21.6
351,2009/7/21 7:30,471.488,0,7.5,21,7,13.15,100,21.6
352,2009/7/21 8:00,586.838,0,8,21,7,13.7,100,32.4
353,2009/7/21 8:30,649.383,0,8.5,21,7,13.8,100,32.4
354,2009/7/21 9:00,715.53,0,9,21,7,13.9,100,39.6
355,2009/7/21 9:30,733.306,0,9.5,21,7,14,100,39.6
356,2009/7/21 10:00,774.475,0,10,21,7,14.1,100,28.8
357,2009/7/21 10:30,786.218,0,10.5,21,7,15.25,99.5,28.8
358,2009/7/21 11:00,818.631,0,11,21,7,16.4,99,32.4
359,2009/7/21 11:30,828.637,0,11.5,21,7,17.25,96,32.4
360,2009/7/21 12:00,789.221,0,12,21,7,18.1,93,25.2
361,2009/7/21 12:30,839.266,0,12.5,21,7,18.9,78.5,25.2
362,2009/7/21 13:00,835.735,0,13,21,7,19.7,64,25.2
363,2009/7/21 13:30,781.134,0,13.5,21,7,20.05,63.5,25.2
364,2009/7/21 14:00,796.97,0,14,21,7,20.4,63,36
365,2009/7/21 14:30,782.326,0,14.5,21,7,19.9,62,36
366,2009/7/21 15:00,776.369,0,15,21,7,19.4,61,28.8
367,2009/7/21 15:30,781.092,0,15.5,21,7,17.4,68.5,28.8
368,2009/7/21 16:00,781.714,0,16,21,7,15.4,76,28.8
369,2009/7/21 16:30,856.565,0,16.5,21,7,16.95,66.5,28.8
370,2009/7/21 17:00,896.256,0,17,21,7,18.5,57,25.2
371,2009/7/21 17:30,936.082,0,17.5,21,7,17.9,59,25.2
372,2009/7/21 18:00,843.251,0,18,21,7,17.3,61,32.4
373,2009/7/21 18:30,809.977,0,18.5,21,7,17.1,62.5,32.4
374,2009/7/21 19:00,735.61,0,19,21,7,16.9,64,28.8
375,2009/7/21 19:30,746.987,0,19.5,21,7,16.1,69.5,28.8
376,2009/7/21 20:00,728.408,0,20,21,7,15.3,75,21.6
377,2009/7/21 20:30,699.417,0,20.5,21,7,15.35,74.5,21.6
378,2009/7/21 21:00,711.106,0,21,21,7,15.4,74,14.4
379,2009/7/21 21:30,745.454,0,21.5,21,7,14.85,81,14.4
380,2009/7/21 22:00,748.436,0,22,21,7,14.3,88,18
381,2009/7/21 22:30,696.349,0,22.5,21,7,13.55,93,18
382,2009/7/21 23:00,628.466,0,23,21,7,12.8,98,10.8
383,2009/7/21 23:30,550.885,0,23.5,21,7,13.1,95,10.8
384,2009/7/22 0:00,478.849,0,0,22,7,13.4,92,10.8
385,2009/7/22 0:30,418.788,0,0.5,22,7,13.55,91.5,10.8
386,2009/7/22 1:00,354.363,0,1,22,7,13.7,91,10.8
