,Date,Power,Timepoint,holidays,Hour,Days,Month,Temperature,humiduity,Wind_speed
62,19615,0.132,15,0,7.0,15,7,12.3,100.0,14.4
63,19616,0.5,16,0,7.5,15,7,12.05,100.0,14.4
64,19617,0.171,17,0,8.0,15,7,11.8,100.0,14.4
65,19618,0.098,18,0,8.5,15,7,12.55,100.0,14.4
66,19619,0.145,19,0,9.0,15,7,13.3,100.0,21.6
67,19620,0.568,20,0,9.5,15,7,13.85,95.5,21.6
68,19621,0.239,21,0,10.0,15,7,14.4,91.0,14.4
69,19622,0.204,22,0,10.5,15,7,14.85,89.0,14.4
70,19623,0.27,23,0,11.0,15,7,15.3,87.0,21.6
71,19624,0.229,24,0,11.5,15,7,16.0,83.5,21.6
72,19625,0.279,25,0,12.0,15,7,16.7,80.0,21.6
73,19626,0.438,26,0,12.5,15,7,17.95,73.0,21.6
74,19627,0.193,27,0,13.0,15,7,19.2,66.0,21.6
75,19628,0.243,28,0,13.5,15,7,18.85,69.5,21.6
76,19629,0.907,29,0,14.0,15,7,18.5,73.0,21.6
77,19630,2.377,30,0,14.5,15,7,18.8,73.0,21.6
78,19631,3.943,31,0,15.0,15,7,19.1,73.0,18.0
79,19632,0.238,32,0,15.5,15,7,18.0,80.0,18.0
80,19633,0.137,33,0,16.0,15,7,16.9,87.0,18.0
81,19634,0.881,34,0,16.5,15,7,18.15,75.0,18.0
82,19635,0.186,35,0,17.0,15,7,19.4,63.0,14.4
83,19636,0.2,36,0,17.5,15,7,19.05,66.5,14.4
84,19637,0.175,37,0,18.0,15,7,18.7,70.0,10.8
85,19638,0.27,38,0,18.5,15,7,18.5,70.0,10.8
86,19639,0.248,39,0,19.0,15,7,18.3,70.0,21.6
87,19640,0.15,40,0,19.5,15,7,17.35,73.0,21.6
88,19641,0.13,41,0,20.0,15,7,16.4,76.0,10.8
89,19642,0.194,42,0,20.5,15,7,14.8,81.5,10.8
90,19643,0.251,43,0,21.0,15,7,13.2,87.0,10.8
91,19644,0.246,44,0,21.5,15,7,13.95,84.0,10.8
92,19645,0.326,45,0,22.0,15,7,14.7,81.0,10.8
93,19646,0.148,46,0,22.5,15,7,14.2,81.5,10.8
94,19647,0.197,47,0,23.0,15,7,13.7,82.0,14.4
95,19648,0.166,48,0,23.5,15,7,13.2,83.5,14.4
96,19701,0.221,1,0,0.0,16,7,12.7,85.0,7.2
97,19702,0.135,2,0,0.5,16,7,12.45,87.0,7.2
98,19703,0.232,3,0,1.0,16,7,12.2,89.0,14.4
99,19704,0.107,4,0,1.5,16,7,12.1,89.5,14.4
100,19705,2.296,5,0,2.0,16,7,12.0,90.0,14.4
101,19706,1.461,6,0,2.5,16,7,11.95,90.5,14.4
102,19707,0.18,7,0,3.0,16,7,11.9,91.0,18.0
103,19708,0.82,8,0,3.5,16,7,11.8,91.5,18.0
104,19709,0.16,9,0,4.0,16,7,11.7,92.0,14.4
105,19710,0.138,10,0,4.5,16,7,11.8,92.0,14.4
106,19711,0.869,11,0,5.0,16,7,11.9,92.0,14.4
107,19712,0.145,12,0,5.5,16,7,12.2,91.0,14.4
108,19713,0.135,13,0,6.0,16,7,12.5,90.0,18.0
109,19714,0.106,14,0,6.5,16,7,12.7,89.5,18.0
110,19715,0.224,15,0,7.0,16,7,12.9,89.0,18.0
111,19716,0.448,16,0,7.5,16,7,13.95,85.5,18.0
112,19717,0.114,17,0,8.0,16,7,15.0,82.0,14.4
113,19718,0.175,18,0,8.5,16,7,14.9,80.0,14.4
114,19719,0.129,19,0,9.0,16,7,14.8,78.0,10.8
115,19720,0.14,20,0,9.5,16,7,15.35,75.5,10.8
116,19721,0.132,21,0,10.0,16,7,15.9,73.0,10.8
117,19722,0.17,22,0,10.5,16,7,16.55,68.5,10.8
118,19723,0.129,23,0,11.0,16,7,17.2,64.0,10.8
119,19724,0.15,24,0,11.5,16,7,16.6,68.5,10.8
120,19725,0.124,25,0,12.0,16,7,16.0,73.0,18.0
121,19726,0.162,26,0,12.5,16,7,15.8,74.0,18.0
122,19727,0.16,27,0,13.0,16,7,15.6,75.0,18.0
123,19728,0.113,28,0,13.5,16,7,16.15,73.0,18.0
124,19729,0.169,29,0,14.0,16,7,16.7,71.0,14.4
125,19730,2.21,30,0,14.5,16,7,16.7,69.5,14.4
126,19731,1.301,31,0,15.0,16,7,16.7,68.0,14.4
127,19732,0.097,32,0,15.5,16,7,16.6,70.0,14.4
128,19733,0.943,33,0,16.0,16,7,16.5,72.0,14.4
129,19734,0.156,34,0,16.5,16,7,16.4,73.0,14.4
130,19735,0.102,35,0,17.0,16,7,16.3,74.0,10.8
131,19736,0.26,36,0,17.5,16,7,15.85,75.0,10.8
132,19737,0.336,37,0,18.0,16,7,15.4,76.0,10.8
133,19738,0.268,38,0,18.5,16,7,14.65,81.5,10.8
134,19739,0.259,39,0,19.0,16,7,13.9,87.0,3.6
135,19740,0.403,40,0,19.5,16,7,13.4,90.5,3.6
136,19741,0.214,41,0,20.0,16,7,12.9,94.0,3.6
137,19742,0.233,42,0,20.5,16,7,12.7,94.5,3.6
138,19743,0.322,43,0,21.0,16,7,12.5,95.0,10.8
139,19744,0.343,44,0,21.5,16,7,12.4,95.5,10.8
140,19745,0.263,45,0,22.0,16,7,12.3,96.0,7.2
141,19746,0.493,46,0,22.5,16,7,12.35,94.5,7.2
142,19747,0.162,47,0,23.0,16,7,12.4,93.0,10.8
143,19748,0.157,48,0,23.5,16,7,12.45,92.0,10.8
144,19801,0.144,1,0,0.0,17,7,12.5,91.0,18.0
145,19802,0.138,2,0,0.5,17,7,12.2,92.5,18.0
146,19803,0.134,3,0,1.0,17,7,11.9,94.0,14.4
147,19804,0.175,4,0,1.5,17,7,11.75,94.5,14.4
148,19805,2.177,5,0,2.0,17,7,11.6,95.0,14.4
149,19806,0.164,6,0,2.5,17,7,11.7,95.0,14.4
150,19807,0.15,7,0,3.0,17,7,11.8,95.0,18.0
151,19808,0.21,8,0,3.5,17,7,12.0,94.5,18.0
152,19809,0.864,9,0,4.0,17,7,12.2,94.0,21.6
153,19810,0.106,10,0,4.5,17,7,12.15,93.0,21.6
154,19811,0.197,11,0,5.0,17,7,12.1,92.0,25.2
155,19812,0.164,12,0,5.5,17,7,12.35,91.0,25.2
156,19813,0.102,13,0,6.0,17,7,12.6,90.0,28.8
157,19814,0.144,14,0,6.5,17,7,13.25,86.0,28.8
158,19815,0.317,15,0,7.0,17,7,13.9,82.0,32.4
159,19816,0.503,16,0,7.5,17,7,14.3,80.0,32.4
160,19817,0.103,17,0,8.0,17,7,14.7,78.0,28.8
161,19818,0.138,18,0,8.5,17,7,15.1,73.5,28.8
162,19819,0.151,19,0,9.0,17,7,15.5,69.0,39.6
163,19820,0.186,20,0,9.5,17,7,16.15,67.5,39.6
164,19821,0.15,21,0,10.0,17,7,16.8,66.0,43.2
165,19822,0.115,22,0,10.5,17,7,17.45,64.0,43.2
166,19823,0.146,23,0,11.0,17,7,18.1,62.0,32.4
167,19824,0.192,24,0,11.5,17,7,17.85,61.5,32.4
168,19825,0.104,25,0,12.0,17,7,17.6,61.0,39.6
169,19826,0.138,26,0,12.5,17,7,17.15,65.0,39.6
170,19827,0.149,27,0,13.0,17,7,16.7,69.0,32.4
171,19828,0.178,28,0,13.5,17,7,16.55,68.0,32.4
172,19829,0.214,29,0,14.0,17,7,16.4,67.0,32.4
173,19830,2.044,30,0,14.5,17,7,17.1,64.5,32.4
174,19831,2.376,31,0,15.0,17,7,17.8,62.0,28.8
175,19832,0.174,32,0,15.5,17,7,17.6,63.0,28.8
176,19833,0.616,33,0,16.0,17,7,17.4,64.0,36.0
177,19834,0.453,34,0,16.5,17,7,18.0,64.0,36.0
178,19835,1.212,35,0,17.0,17,7,18.6,64.0,32.4
179,19836,0.316,36,0,17.5,17,7,18.05,64.0,32.4
180,19837,0.263,37,0,18.0,17,7,17.5,64.0,28.8
181,19838,0.191,38,0,18.5,17,7,17.0,63.5,28.8
182,19839,0.249,39,0,19.0,17,7,16.5,63.0,28.8
183,19840,0.227,40,0,19.5,17,7,15.7,66.0,28.8
184,19841,0.201,41,0,20.0,17,7,14.9,69.0,21.6
185,19842,0.296,42,0,20.5,17,7,14.25,71.5,21.6
186,19843,0.399,43,0,21.0,17,7,13.6,74.0,25.2
187,19844,0.244,44,0,21.5,17,7,12.7,79.0,25.2
188,19845,0.199,45,0,22.0,17,7,11.8,84.0,18.0
189,19846,0.288,46,0,22.5,17,7,11.4,85.5,18.0
190,19847,0.321,47,0,23.0,17,7,11.0,87.0,21.6
191,19848,0.179,48,0,23.5,17,7,10.5,90.0,21.6
192,19901,0.136,1,0,0.0,18,7,10.0,93.0,21.6
193,19902,0.216,2,0,0.5,18,7,10.0,93.5,21.6
194,19903,0.113,3,0,1.0,18,7,10.0,94.0,18.0
195,19904,0.113,4,0,1.5,18,7,9.8,94.5,18.0
196,19905,2.414,5,0,2.0,18,7,9.6,95.0,18.0
197,19906,0.646,6,0,2.5,18,7,9.5,96.0,18.0
198,19907,0.114,7,0,3.0,18,7,9.4,97.0,21.6
199,19908,0.157,8,0,3.5,18,7,9.4,98.0,21.6
200,19909,0.841,9,0,4.0,18,7,9.4,99.0,18.0
201,19910,0.177,10,0,4.5,18,7,9.75,99.0,18.0
202,19911,0.137,11,0,5.0,18,7,10.1,99.0,14.4
203,19912,0.188,12,0,5.5,18,7,10.65,99.0,14.4
204,19913,0.808,13,0,6.0,18,7,11.2,99.0,14.4
205,19914,0.187,14,0,6.5,18,7,11.7,97.5,14.4
206,19915,0.174,15,0,7.0,18,7,12.2,96.0,21.6
207,19916,0.101,16,0,7.5,18,7,12.9,92.5,21.6
208,19917,0.155,17,0,8.0,18,7,13.6,89.0,21.6
209,19918,1.324,18,0,8.5,18,7,13.55,90.5,21.6
210,19919,0.576,19,0,9.0,18,7,13.5,92.0,21.6
211,19920,0.208,20,0,9.5,18,7,13.7,90.0,21.6
212,19921,0.184,21,0,10.0,18,7,13.9,88.0,18.0
213,19922,0.177,22,0,10.5,18,7,14.85,79.5,18.0
214,19923,0.093,23,0,11.0,18,7,15.8,71.0,25.2
215,19924,0.101,24,0,11.5,18,7,14.95,80.0,25.2
216,19925,0.198,25,0,12.0,18,7,14.1,89.0,21.6
217,19926,0.18,26,0,12.5,18,7,14.15,86.0,21.6
218,19927,0.107,27,0,13.0,18,7,14.2,83.0,28.8
219,19928,0.183,28,0,13.5,18,7,14.4,81.0,28.8
220,19929,0.55,29,0,14.0,18,7,14.6,79.0,21.6
221,19930,2.302,30,0,14.5,18,7,14.85,77.5,21.6
222,19931,3.645,31,0,15.0,18,7,15.1,76.0,14.4
223,19932,0.467,32,0,15.5,18,7,15.3,74.0,14.4
224,19933,1.168,33,0,16.0,18,7,15.5,72.0,25.2
225,19934,0.646,34,0,16.5,18,7,15.7,70.5,25.2
226,19935,1.204,35,0,17.0,18,7,15.9,69.0,25.2
227,19936,0.514,36,0,17.5,18,7,15.55,70.5,25.2
228,19937,0.125,37,0,18.0,18,7,15.2,72.0,21.6
229,19938,0.222,38,0,18.5,18,7,15.05,73.5,21.6
230,19939,0.285,39,0,19.0,18,7,14.9,75.0,14.4
231,19940,0.262,40,0,19.5,18,7,14.3,79.0,14.4
232,19941,0.362,41,0,20.0,18,7,13.7,83.0,10.8
233,19942,0.249,42,0,20.5,18,7,13.55,85.5,10.8
234,19943,0.272,43,0,21.0,18,7,13.4,88.0,14.4
235,19944,0.242,44,0,21.5,18,7,13.15,91.0,14.4
236,19945,0.258,45,0,22.0,18,7,12.9,94.0,14.4
237,19946,0.204,46,0,22.5,18,7,12.8,95.0,14.4
238,19947,0.349,47,0,23.0,18,7,12.7,96.0,10.8
239,19948,0.294,48,0,23.5,18,7,12.55,97.5,10.8
240,20001,0.238,1,0,0.0,19,7,12.4,99.0,10.8
241,20002,0.153,2,0,0.5,19,7,12.3,99.0,10.8
242,20003,0.243,3,0,1.0,19,7,12.2,99.0,10.8
243,20004,0.117,4,0,1.5,19,7,12.15,99.0,10.8
244,20005,2.315,5,0,2.0,19,7,12.1,99.0,7.2
245,20006,1.402,6,0,2.5,19,7,11.95,99.5,7.2
246,20007,0.198,7,0,3.0,19,7,11.8,100.0,10.8
247,20008,0.903,8,0,3.5,19,7,11.8,100.0,10.8
248,20009,0.164,9,0,4.0,19,7,11.8,100.0,7.2
249,20010,0.119,10,0,4.5,19,7,11.45,100.0,7.2
250,20011,0.983,11,0,5.0,19,7,11.1,100.0,7.2
251,20012,0.17,12,0,5.5,19,7,11.1,100.0,7.2
252,20013,0.115,13,0,6.0,19,7,11.1,100.0,10.8
253,20014,0.165,14,0,6.5,19,7,11.5,100.0,10.8
254,20015,0.217,15,0,7.0,19,7,11.9,100.0,10.8
255,20016,0.135,16,0,7.5,19,7,12.35,98.0,10.8
256,20017,0.166,17,0,8.0,19,7,12.8,96.0,14.4
257,20018,0.152,18,0,8.5,19,7,13.35,93.5,14.4
258,20019,0.183,19,0,9.0,19,7,13.9,91.0,14.4
259,20020,0.143,20,0,9.5,19,7,14.55,84.5,14.4
260,20021,1.409,21,0,10.0,19,7,15.2,78.0,14.4
261,20022,1.137,22,0,10.5,19,7,15.55,77.5,14.4
262,20023,0.281,23,0,11.0,19,7,15.9,77.0,18.0
263,20024,0.303,24,0,11.5,19,7,15.65,79.0,18.0
264,20025,0.151,25,0,12.0,19,7,15.4,81.0,21.6
265,20026,0.176,26,0,12.5,19,7,15.25,77.5,21.6
266,20027,0.176,27,0,13.0,19,7,15.1,74.0,14.4
267,20028,0.346,28,0,13.5,19,7,15.75,71.5,14.4
268,20029,0.281,29,0,14.0,19,7,16.4,69.0,32.4
269,20030,2.317,30,0,14.5,19,7,15.1,77.0,32.4
270,20031,2.401,31,0,15.0,19,7,13.8,85.0,28.8
271,20032,0.389,32,0,15.5,19,7,13.3,88.5,28.8
272,20033,2.135,33,0,16.0,19,7,12.8,92.0,28.8
273,20034,2.56,34,0,16.5,19,7,13.65,85.0,28.8
274,20035,1.973,35,0,17.0,19,7,14.5,78.0,14.4
275,20036,0.329,36,0,17.5,19,7,15.0,77.0,14.4
276,20037,0.361,37,0,18.0,19,7,15.5,76.0,25.2
277,20038,0.315,38,0,18.5,19,7,14.2,83.0,25.2
278,20039,0.339,39,0,19.0,19,7,12.9,90.0,21.6
279,20040,0.437,40,0,19.5,19,7,13.1,87.5,21.6
280,20041,0.302,41,0,20.0,19,7,13.3,85.0,10.8
281,20042,0.222,42,0,20.5,19,7,12.95,86.0,10.8
282,20043,0.303,43,0,21.0,19,7,12.6,87.0,14.4
283,20044,0.305,44,0,21.5,19,7,12.05,89.0,14.4
284,20045,0.282,45,0,22.0,19,7,11.5,91.0,18.0
285,20046,0.707,46,0,22.5,19,7,11.7,91.0,18.0
286,20047,0.73,47,0,23.0,19,7,11.9,91.0,21.6
287,20048,0.346,48,0,23.5,19,7,11.65,92.5,21.6
288,20101,0.14,1,0,0.0,20,7,11.4,94.0,18.0
289,20102,0.176,2,0,0.5,20,7,11.25,93.0,18.0
290,20103,0.19,3,0,1.0,20,7,11.1,92.0,21.6
291,20104,0.132,4,0,1.5,20,7,10.75,93.5,21.6
292,20105,1.655,5,0,2.0,20,7,10.4,95.0,18.0
293,20106,0.129,6,0,2.5,20,7,10.35,95.5,18.0
294,20107,0.199,7,0,3.0,20,7,10.3,96.0,21.6
295,20108,0.192,8,0,3.5,20,7,10.15,96.5,21.6
296,20109,0.858,9,0,4.0,20,7,10.0,97.0,21.6
297,20110,0.127,10,0,4.5,20,7,10.25,96.0,21.6
298,20111,0.247,11,0,5.0,20,7,10.5,95.0,18.0
299,20112,0.143,12,0,5.5,20,7,10.95,94.0,18.0
300,20113,0.693,13,0,6.0,20,7,11.4,93.0,21.6
301,20114,0.399,14,0,6.5,20,7,11.95,91.0,21.6
302,20115,0.218,15,0,7.0,20,7,12.5,89.0,28.8
303,20116,0.334,16,0,7.5,20,7,12.85,88.0,28.8
304,20117,0.15,17,0,8.0,20,7,13.2,87.0,28.8
305,20118,0.203,18,0,8.5,20,7,13.9,83.5,28.8
306,20119,0.153,19,0,9.0,20,7,14.6,80.0,21.6
307,20120,0.108,20,0,9.5,20,7,15.25,77.0,21.6
308,20121,0.169,21,0,10.0,20,7,15.9,74.0,25.2
309,20122,0.197,22,0,10.5,20,7,16.4,72.0,25.2
310,20123,0.138,23,0,11.0,20,7,16.9,70.0,25.2
311,20124,0.139,24,0,11.5,20,7,16.8,66.0,25.2
312,20125,0.166,25,0,12.0,20,7,16.7,62.0,21.6
313,20126,0.165,26,0,12.5,20,7,16.9,61.0,21.6
314,20127,0.15,27,0,13.0,20,7,17.1,60.0,21.6
315,20128,0.18,28,0,13.5,20,7,17.15,63.5,21.6
316,20129,0.113,29,0,14.0,20,7,17.2,67.0,14.4
317,20130,2.048,30,0,14.5,20,7,17.0,65.5,14.4
318,20131,1.328,31,0,15.0,20,7,16.8,64.0,21.6
319,20132,0.12,32,0,15.5,20,7,17.15,65.5,21.6
320,20133,0.914,33,0,16.0,20,7,17.5,67.0,21.6
321,20134,0.222,34,0,16.5,20,7,17.7,65.5,21.6
322,20135,0.16,35,0,17.0,20,7,17.9,64.0,18.0
323,20136,0.116,36,0,17.5,20,7,17.4,67.5,18.0
324,20137,0.21,37,0,18.0,20,7,16.9,71.0,21.6
325,20138,0.257,38,0,18.5,20,7,16.6,70.0,21.6
326,20139,0.455,39,0,19.0,20,7,16.3,69.0,18.0
327,20140,0.351,40,0,19.5,20,7,15.9,71.5,18.0
328,20141,0.334,41,0,20.0,20,7,15.5,74.0,14.4
329,20142,0.285,42,0,20.5,20,7,15.0,75.5,14.4
330,20143,0.209,43,0,21.0,20,7,14.5,77.0,14.4
331,20144,0.206,44,0,21.5,20,7,13.95,79.5,14.4
332,20145,0.304,45,0,22.0,20,7,13.4,82.0,7.2
333,20146,0.302,46,0,22.5,20,7,11.7,84.0,7.2
334,20147,0.184,47,0,23.0,20,7,10.0,86.0,7.2
335,20148,0.195,48,0,23.5,20,7,8.9,91.5,7.2
336,20201,0.228,1,0,0.0,21,7,7.8,97.0,7.2
337,20202,0.133,2,0,0.5,21,7,9.2,96.5,7.2
338,20203,0.192,3,0,1.0,21,7,10.6,96.0,7.2
339,20204,0.121,4,0,1.5,21,7,11.3,94.0,7.2
340,20205,2.436,5,0,2.0,21,7,12.0,92.0,10.8
341,20206,2.869,6,0,2.5,21,7,12.2,95.5,10.8
342,20207,0.12,7,0,3.0,21,7,12.4,99.0,10.8
343,20208,0.922,8,0,3.5,21,7,12.6,99.0,10.8
344,20209,0.235,9,0,4.0,21,7,12.8,99.0,18.0
345,20210,0.116,10,0,4.5,21,7,12.55,99.5,18.0
346,20211,0.954,11,0,5.0,21,7,12.3,100.0,25.2
347,20212,0.121,12,0,5.5,21,7,12.3,100.0,25.2
348,20213,0.213,13,0,6.0,21,7,12.3,100.0,25.2
349,20214,0.186,14,0,6.5,21,7,12.45,100.0,25.2
350,20215,0.132,15,0,7.0,21,7,12.6,100.0,21.6
351,20216,0.385,16,0,7.5,21,7,13.15,100.0,21.6
352,20217,0.252,17,0,8.0,21,7,13.7,100.0,32.4
353,20218,0.17,18,0,8.5,21,7,13.8,100.0,32.4
354,20219,0.195,19,0,9.0,21,7,13.9,100.0,39.6
355,20220,0.144,20,0,9.5,21,7,14.0,100.0,39.6
356,20221,0.191,21,0,10.0,21,7,14.1,100.0,28.8
357,20222,0.504,22,0,10.5,21,7,15.25,99.5,28.8
358,20223,0.132,23,0,11.0,21,7,16.4,99.0,32.4
359,20224,0.245,24,0,11.5,21,7,17.25,96.0,32.4
360,20225,0.169,25,0,12.0,21,7,18.1,93.0,25.2
361,20226,0.126,26,0,12.5,21,7,18.9,78.5,25.2
362,20227,0.253,27,0,13.0,21,7,19.7,64.0,25.2
363,20228,0.126,28,0,13.5,21,7,20.05,63.5,25.2
364,20229,1.27,29,0,14.0,21,7,20.4,63.0,36.0
365,20230,2.803,30,0,14.5,21,7,19.9,62.0,36.0
366,20231,3.375,31,0,15.0,21,7,19.4,61.0,28.8
367,20232,0.997,32,0,15.5,21,7,17.4,68.5,28.8
368,20233,0.183,33,0,16.0,21,7,15.4,76.0,28.8
369,20234,1.001,34,0,16.5,21,7,16.95,66.5,28.8
370,20235,0.333,35,0,17.0,21,7,18.5,57.0,25.2
371,20236,0.268,36,0,17.5,21,7,17.9,59.0,25.2
372,20237,0.351,37,0,18.0,21,7,17.3,61.0,32.4
373,20238,0.862,38,0,18.5,21,7,17.1,62.5,32.4
374,20239,0.937,39,0,19.0,21,7,16.9,64.0,28.8
375,20240,0.356,40,0,19.5,21,7,16.1,69.5,28.8
376,20241,0.422,41,0,20.0,21,7,15.3,75.0,21.6
377,20242,0.403,42,0,20.5,21,7,15.35,74.5,21.6
378,20243,0.427,43,0,21.0,21,7,15.4,74.0,14.4
379,20244,0.575,44,0,21.5,21,7,14.85,81.0,14.4
380,20245,1.332,45,0,22.0,21,7,14.3,88.0,18.0
381,20246,0.423,46,0,22.5,21,7,13.55,93.0,18.0
382,20247,1.122,47,0,23.0,21,7,12.8,98.0,10.8
383,20248,0.179,48,0,23.5,21,7,13.1,95.0,10.8
384,20301,0.27,1,0,0.0,22,7,13.4,92.0,10.8
385,20302,0.139,2,0,0.5,22,7,13.55,91.5,10.8
386,20303,0.201,3,0,1.0,22,7,13.7,91.0,10.8
387,20304,0.164,4,0,1.5,22,7,13.5,94.5,10.8
388,20305,2.307,5,0,2.0,22,7,13.3,98.0,14.4
389,20306,0.22,6,0,2.5,22,7,13.25,99.0,14.4
390,20307,0.14,7,0,3.0,22,7,13.2,100.0,14.4
391,20308,0.18,8,0,3.5,22,7,13.3,100.0,14.4
392,20309,0.992,9,0,4.0,22,7,13.4,100.0,7.2
393,20310,0.124,10,0,4.5,22,7,13.4,98.5,7.2
394,20311,0.198,11,0,5.0,22,7,13.4,97.0,14.4
395,20312,0.117,12,0,5.5,22,7,13.65,95.5,14.4
396,20313,0.954,13,0,6.0,22,7,13.9,94.0,28.8
397,20314,0.194,14,0,6.5,22,7,13.9,92.5,28.8
398,20315,0.117,15,0,7.0,22,7,13.9,91.0,21.6
399,20316,0.164,16,0,7.5,22,7,14.25,89.5,21.6
400,20317,0.292,17,0,8.0,22,7,14.6,88.0,21.6
401,20318,0.286,18,0,8.5,22,7,15.0,85.5,21.6
402,20319,0.172,19,0,9.0,22,7,15.4,83.0,21.6
403,20320,0.291,20,0,9.5,22,7,15.75,84.5,21.6
404,20321,0.363,21,0,10.0,22,7,16.1,86.0,18.0
405,20322,0.401,22,0,10.5,22,7,16.0,85.5,18.0
406,20323,0.275,23,0,11.0,22,7,15.9,85.0,21.6
407,20324,0.255,24,0,11.5,22,7,16.45,80.5,21.6
408,20325,0.297,25,0,12.0,22,7,17.0,76.0,25.2
409,20326,0.354,26,0,12.5,22,7,18.1,70.5,25.2
410,20327,0.336,27,0,13.0,22,7,19.2,65.0,25.2
411,20328,0.317,28,0,13.5,22,7,19.0,67.5,25.2
412,20329,0.412,29,0,14.0,22,7,18.8,70.0,21.6
413,20330,2.624,30,0,14.5,22,7,17.25,80.0,21.6
414,20331,3.256,31,0,15.0,22,7,15.7,90.0,18.0
415,20332,0.915,32,0,15.5,22,7,16.35,88.0,18.0
416,20333,2.438,33,0,16.0,22,7,17.0,86.0,14.4
417,20334,0.594,34,0,16.5,22,7,17.0,84.5,14.4
418,20335,0.368,35,0,17.0,22,7,17.0,83.0,21.6
419,20336,0.839,36,0,17.5,22,7,16.55,86.0,21.6
420,20337,0.42,37,0,18.0,22,7,16.1,89.0,21.6
