,Line,Date,Power,Days,holidays,Hour,Days,Month,Temperature,humiduity,Wind_speed
0,1844,19501,0.121,1,0,0.0,14,7,11.8,93.0,14.4
1,1844,19502,0.115,2,0,0.5,14,7,11.8,91.0,14.4
2,1844,19503,0.126,3,0,1.0,14,7,11.8,89.0,18.0
3,1844,19504,0.118,4,0,1.5,14,7,11.6,91.0,18.0
4,1844,19505,0.118,5,0,2.0,14,7,11.4,93.0,10.8
5,1844,19506,0.104,6,0,2.5,14,7,11.05,94.5,10.8
6,1844,19507,0.122,7,0,3.0,14,7,10.7,96.0,10.8
7,1844,19508,0.127,8,0,3.5,14,7,10.5,96.0,10.8
8,1844,19509,0.127,9,0,4.0,14,7,10.3,96.0,10.8
9,1844,19510,0.113,10,0,4.5,14,7,10.0,97.5,10.8
10,1844,19511,0.124,11,0,5.0,14,7,9.7,99.0,10.8
11,1844,19512,0.115,12,0,5.5,14,7,11.05,98.0,10.8
12,1844,19513,0.115,13,0,6.0,14,7,12.4,97.0,10.8
13,1844,19514,0.107,14,0,6.5,14,7,13.05,93.5,10.8
14,1844,19515,0.115,15,0,7.0,14,7,13.7,90.0,14.4
15,1844,19516,0.124,16,0,7.5,14,7,14.1,87.5,14.4
16,1844,19517,0.126,17,0,8.0,14,7,14.5,85.0,14.4
17,1844,19518,0.12,18,0,8.5,14,7,15.4,83.5,14.4
18,1844,19519,0.114,19,0,9.0,14,7,16.3,82.0,21.6
19,1844,19520,0.116,20,0,9.5,14,7,15.5,88.5,21.6
20,1844,19521,0.116,21,0,10.0,14,7,14.7,95.0,21.6
21,1844,19522,0.115,22,0,10.5,14,7,14.25,95.5,21.6
22,1844,19523,0.074,23,0,11.0,14,7,13.8,96.0,14.4
23,1844,19524,0.162,24,0,11.5,14,7,14.3,96.0,14.4
24,1844,19525,0.192,25,0,12.0,14,7,14.8,96.0,18.0
25,1844,19526,0.435,26,0,12.5,14,7,15.15,92.0,18.0
26,1844,19527,0.156,27,0,13.0,14,7,15.5,88.0,28.8
27,1844,19528,0.155,28,0,13.5,14,7,15.2,92.0,28.8
28,1844,19529,0.423,29,0,14.0,14,7,14.9,96.0,21.6
29,1844,19530,2.866,30,0,14.5,14,7,14.65,96.5,21.6
30,1844,19531,2.415,31,0,15.0,14,7,14.4,97.0,14.4
