,Line,Date,Power,Days,holidays,Hour,Days,Month,Temperature,humiduity,Wind_speed
303,1990,20116,0.545,16,0,7.5,20,7,12.85,88.0,28.8
304,1990,20117,0.235,17,0,8.0,20,7,13.2,87.0,28.8
305,1990,20118,0.188,18,0,8.5,20,7,13.9,83.5,28.8
306,1990,20119,0.48,19,0,9.0,20,7,14.6,80.0,21.6
307,1990,20120,1.289,20,0,9.5,20,7,15.25,77.0,21.6
308,1990,20121,0.204,21,0,10.0,20,7,15.9,74.0,25.2
309,1990,20122,0.181,22,0,10.5,20,7,16.4,72.0,25.2
310,1990,20123,0.18,23,0,11.0,20,7,16.9,70.0,25.2
311,1990,20124,0.181,24,0,11.5,20,7,16.8,66.0,25.2
312,1990,20125,0.087,25,0,12.0,20,7,16.7,62.0,21.6
313,1990,20126,0.098,26,0,12.5,20,7,16.9,61.0,21.6
314,1990,20127,0.195,27,0,13.0,20,7,17.1,60.0,21.6
315,1990,20128,0.187,28,0,13.5,20,7,17.15,63.5,21.6
316,1990,20129,0.185,29,0,14.0,20,7,17.2,67.0,14.4
317,1990,20130,0.184,30,0,14.5,20,7,17.0,65.5,14.4
318,1990,20131,0.184,31,0,15.0,20,7,16.8,64.0,21.6
319,1990,20132,0.139,32,0,15.5,20,7,17.15,65.5,21.6
320,1990,20133,0.213,33,0,16.0,20,7,17.5,67.0,21.6
321,1990,20134,0.306,34,0,16.5,20,7,17.7,65.5,21.6
322,1990,20135,0.318,35,0,17.0,20,7,17.9,64.0,18.0
323,1990,20136,1.463,36,0,17.5,20,7,17.4,67.5,18.0
324,1990,20137,0.271,37,0,18.0,20,7,16.9,71.0,21.6
325,1990,20138,1.579,38,0,18.5,20,7,16.6,70.0,21.6
326,1990,20139,1.011,39,0,19.0,20,7,16.3,69.0,18.0
327,1990,20140,0.732,40,0,19.5,20,7,15.9,71.5,18.0
328,1990,20141,0.961,41,0,20.0,20,7,15.5,74.0,14.4
329,1990,20142,0.977,42,0,20.5,20,7,15.0,75.5,14.4
330,1990,20143,0.255,43,0,21.0,20,7,14.5,77.0,14.4
331,1990,20144,0.304,44,0,21.5,20,7,13.95,79.5,14.4
332,1990,20145,0.311,45,0,22.0,20,7,13.4,82.0,7.2
333,1990,20146,0.796,46,0,22.5,20,7,11.7,84.0,7.2
334,1990,20147,0.339,47,0,23.0,20,7,10.0,86.0,7.2
335,1990,20148,0.317,48,0,23.5,20,7,8.9,91.5,7.2
336,1990,20201,0.172,1,0,0.0,21,7,7.8,97.0,7.2
337,1990,20202,0.171,2,0,0.5,21,7,9.2,96.5,7.2
338,1990,20203,0.169,3,0,1.0,21,7,10.6,96.0,7.2
339,1990,20204,0.169,4,0,1.5,21,7,11.3,94.0,7.2
340,1990,20205,0.169,5,0,2.0,21,7,12.0,92.0,10.8
341,1990,20206,0.169,6,0,2.5,21,7,12.2,95.5,10.8
342,1990,20207,0.168,7,0,3.0,21,7,12.4,99.0,10.8
343,1990,20208,0.1,8,0,3.5,21,7,12.6,99.0,10.8
344,1990,20209,0.062,9,0,4.0,21,7,12.8,99.0,18.0
345,1990,20210,0.27,10,0,4.5,21,7,12.55,99.5,18.0
346,1990,20211,0.172,11,0,5.0,21,7,12.3,100.0,25.2
347,1990,20212,0.173,12,0,5.5,21,7,12.3,100.0,25.2
348,1990,20213,0.26,13,0,6.0,21,7,12.3,100.0,25.2
349,1990,20214,0.253,14,0,6.5,21,7,12.45,100.0,25.2
350,1990,20215,0.224,15,0,7.0,21,7,12.6,100.0,21.6
351,1990,20216,0.586,16,0,7.5,21,7,13.15,100.0,21.6
352,1990,20217,0.152,17,0,8.0,21,7,13.7,100.0,32.4
353,1990,20218,0.189,18,0,8.5,21,7,13.8,100.0,32.4
354,1990,20219,0.496,19,0,9.0,21,7,13.9,100.0,39.6
355,1990,20220,0.181,20,0,9.5,21,7,14.0,100.0,39.6
356,1990,20221,0.088,21,0,10.0,21,7,14.1,100.0,28.8
357,1990,20222,0.09,22,0,10.5,21,7,15.25,99.5,28.8
358,1990,20223,2.38,23,0,11.0,21,7,16.4,99.0,32.4
359,1990,20224,0.191,24,0,11.5,21,7,17.25,96.0,32.4
360,1990,20225,0.267,25,0,12.0,21,7,18.1,93.0,25.2
361,1990,20226,0.289,26,0,12.5,21,7,18.9,78.5,25.2
362,1990,20227,0.694,27,0,13.0,21,7,19.7,64.0,25.2
363,1990,20228,0.399,28,0,13.5,21,7,20.05,63.5,25.2
364,1990,20229,0.733,29,0,14.0,21,7,20.4,63.0,36.0
365,1990,20230,0.628,30,0,14.5,21,7,19.9,62.0,36.0
366,1990,20231,0.305,31,0,15.0,21,7,19.4,61.0,28.8
367,1990,20232,0.306,32,0,15.5,21,7,17.4,68.5,28.8
368,1990,20233,0.307,33,0,16.0,21,7,15.4,76.0,28.8
369,1990,20234,0.214,34,0,16.5,21,7,16.95,66.5,28.8
370,1990,20235,0.394,35,0,17.0,21,7,18.5,57.0,25.2
371,1990,20236,0.203,36,0,17.5,21,7,17.9,59.0,25.2
372,1990,20237,0.321,37,0,18.0,21,7,17.3,61.0,32.4
373,1990,20238,0.307,38,0,18.5,21,7,17.1,62.5,32.4
374,1990,20239,1.207,39,0,19.0,21,7,16.9,64.0,28.8
375,1990,20240,0.835,40,0,19.5,21,7,16.1,69.5,28.8
376,1990,20241,0.541,41,0,20.0,21,7,15.3,75.0,21.6
377,1990,20242,0.617,42,0,20.5,21,7,15.35,74.5,21.6
378,1990,20243,0.322,43,0,21.0,21,7,15.4,74.0,14.4
379,1990,20244,0.35,44,0,21.5,21,7,14.85,81.0,14.4
380,1990,20245,0.381,45,0,22.0,21,7,14.3,88.0,18.0
381,1990,20246,0.253,46,0,22.5,21,7,13.55,93.0,18.0
382,1990,20247,0.18,47,0,23.0,21,7,12.8,98.0,10.8
383,1990,20248,0.171,48,0,23.5,21,7,13.1,95.0,10.8
384,1990,20301,0.169,1,0,0.0,22,7,13.4,92.0,10.8
385,1990,20302,0.169,2,0,0.5,22,7,13.55,91.5,10.8
