,Date,Power,Timepoint,holidays,Hour,Days,Month,Temperature,humiduity,Wind_speed
7704,35525,0.085,25,1,12.0,21,12,0.6,93.0,21.6
7705,35526,0.085,26,1,12.5,21,12,0.95,91.5,21.6
7706,35527,0.086,27,1,13.0,21,12,1.3,90.0,21.6
7707,35528,0.086,28,1,13.5,21,12,1.2,91.0,21.6
7708,35529,0.086,29,1,14.0,21,12,1.1,92.0,25.2
7709,35530,0.086,30,1,14.5,21,12,1.1,92.0,25.2
7710,35531,0.121,31,1,15.0,21,12,1.1,92.0,21.6
7711,35532,0.096,32,1,15.5,21,12,0.95,92.5,21.6
7712,35533,0.086,33,1,16.0,21,12,0.8,93.0,25.2
7713,35534,0.254,34,1,16.5,21,12,0.65,93.5,25.2
7714,35535,0.844,35,1,17.0,21,12,0.5,94.0,21.6
7715,35536,1.539,36,1,17.5,21,12,0.2,96.0,21.6
7716,35537,2.59,37,1,18.0,21,12,-0.1,98.0,21.6
7717,35538,0.591,38,1,18.5,21,12,-0.1,98.0,21.6
7718,35539,0.128,39,1,19.0,21,12,-0.1,98.0,25.2
7719,35540,0.196,40,1,19.5,21,12,-0.35,98.5,25.2
7720,35541,0.278,41,1,20.0,21,12,-0.6,99.0,21.6
7721,35542,0.294,42,1,20.5,21,12,-0.6,99.0,21.6
7722,35543,0.242,43,1,21.0,21,12,-0.6,99.0,18.0
7723,35544,0.297,44,1,21.5,21,12,-0.4,99.0,18.0
7724,35545,0.549,45,1,22.0,21,12,-0.2,99.0,28.8
7725,35546,0.344,46,1,22.5,21,12,-0.5,99.5,28.8
7726,35547,0.355,47,1,23.0,21,12,-0.8,100.0,21.6
7727,35548,0.286,48,1,23.5,21,12,-1.0,100.0,21.6
7728,35601,0.141,1,0,0.0,22,12,-1.2,100.0,21.6
7729,35602,0.099,2,0,0.5,22,12,-1.3,50.0,21.6
7730,35603,0.105,3,0,1.0,22,12,-1.4,0.0,25.2
7731,35604,0.122,4,0,1.5,22,12,-1.4,50.0,25.2
7732,35605,0.09,5,0,2.0,22,12,-1.4,100.0,21.6
7733,35606,0.091,6,0,2.5,22,12,-1.2,100.0,21.6
7734,35607,0.091,7,0,3.0,22,12,-1.0,100.0,21.6
7735,35608,0.091,8,0,3.5,22,12,-1.2,100.0,21.6
7736,35609,0.091,9,0,4.0,22,12,-1.4,100.0,25.2
7737,35610,0.092,10,0,4.5,22,12,-1.2,100.0,25.2
7738,35611,0.137,11,0,5.0,22,12,-1.0,100.0,25.2
7739,35612,0.091,12,0,5.5,22,12,-1.0,100.0,25.2
7740,35613,0.09,13,0,6.0,22,12,-1.0,100.0,21.6
7741,35614,0.195,14,0,6.5,22,12,-1.05,100.0,21.6
7742,35615,0.212,15,0,7.0,22,12,-1.1,100.0,28.8
7743,35616,0.207,16,0,7.5,22,12,-1.25,100.0,28.8
7744,35617,0.145,17,0,8.0,22,12,-1.4,100.0,25.2
7745,35618,0.133,18,0,8.5,22,12,-1.55,100.0,25.2
7746,35619,0.092,19,0,9.0,22,12,-1.7,100.0,25.2
7747,35620,0.134,20,0,9.5,22,12,-1.6,100.0,25.2
7748,35621,0.086,21,0,10.0,22,12,-1.5,100.0,28.8
7749,35622,0.087,22,0,10.5,22,12,-1.15,100.0,28.8
7750,35623,0.087,23,0,11.0,22,12,-0.8,100.0,21.6
7751,35624,0.086,24,0,11.5,22,12,-0.1,97.0,21.6
7752,35625,0.085,25,0,12.0,22,12,0.6,94.0,21.6
7753,35626,0.133,26,0,12.5,22,12,1.1,91.5,21.6
7754,35627,0.086,27,0,13.0,22,12,1.6,89.0,18.0
7755,35628,0.088,28,0,13.5,22,12,1.7,87.5,18.0
7756,35629,0.086,29,0,14.0,22,12,1.8,86.0,25.2
7757,35630,0.087,30,0,14.5,22,12,1.65,86.5,25.2
7758,35631,0.089,31,0,15.0,22,12,1.5,87.0,25.2
7759,35632,0.09,32,0,15.5,22,12,1.2,89.0,25.2
7760,35633,0.089,33,0,16.0,22,12,0.9,91.0,21.6
7761,35634,0.136,34,0,16.5,22,12,0.85,91.5,21.6
7762,35635,0.087,35,0,17.0,22,12,0.8,92.0,25.2
7763,35636,0.087,36,0,17.5,22,12,0.75,92.0,25.2
7764,35637,0.087,37,0,18.0,22,12,0.7,92.0,21.6
7765,35638,0.094,38,0,18.5,22,12,0.95,90.5,21.6
7766,35639,0.089,39,0,19.0,22,12,1.2,89.0,25.2
7767,35640,0.205,40,0,19.5,22,12,0.8,90.5,25.2
7768,35641,0.227,41,0,20.0,22,12,0.4,92.0,21.6
7769,35642,0.248,42,0,20.5,22,12,0.4,92.5,21.6
7770,35643,0.153,43,0,21.0,22,12,0.4,93.0,18.0
7771,35644,0.088,44,0,21.5,22,12,0.4,93.0,18.0
7772,35645,0.179,45,0,22.0,22,12,0.4,93.0,21.6
7773,35646,0.261,46,0,22.5,22,12,0.35,93.5,21.6
7774,35647,0.593,47,0,23.0,22,12,0.3,94.0,18.0
7775,35648,0.306,48,0,23.5,22,12,0.15,94.0,18.0
7776,35701,0.091,1,0,0.0,23,12,0.0,94.0,14.4
7777,35702,0.098,2,0,0.5,23,12,-0.1,94.0,14.4
7778,35703,0.138,3,0,1.0,23,12,-0.2,94.0,14.4
7779,35704,0.09,4,0,1.5,23,12,-0.25,94.0,14.4
7780,35705,0.09,5,0,2.0,23,12,-0.3,94.0,18.0
7781,35706,0.091,6,0,2.5,23,12,-0.3,94.0,18.0
7782,35707,0.091,7,0,3.0,23,12,-0.3,94.0,14.4
7783,35708,0.092,8,0,3.5,23,12,-0.4,93.5,14.4
7784,35709,0.091,9,0,4.0,23,12,-0.5,93.0,10.8
7785,35710,0.091,10,0,4.5,23,12,-0.85,95.0,10.8
7786,35711,0.14,11,0,5.0,23,12,-1.2,97.0,14.4
7787,35712,0.091,12,0,5.5,23,12,-1.35,97.0,14.4
7788,35713,0.09,13,0,6.0,23,12,-1.5,97.0,7.2
7789,35714,0.196,14,0,6.5,23,12,-2.45,98.5,7.2
7790,35715,0.222,15,0,7.0,23,12,-3.4,100.0,14.4
7791,35716,0.199,16,0,7.5,23,12,-3.15,100.0,14.4
7792,35717,0.138,17,0,8.0,23,12,-2.9,100.0,10.8
7793,35718,0.088,18,0,8.5,23,12,-3.05,98.5,10.8
7794,35719,1.32,19,0,9.0,23,12,-3.2,97.0,10.8
7795,35720,0.131,20,0,9.5,23,12,-0.9,90.0,10.8
7796,35721,0.084,21,0,10.0,23,12,1.4,83.0,10.8
7797,35722,0.085,22,0,10.5,23,12,2.0,84.0,10.8
7798,35723,0.085,23,0,11.0,23,12,2.6,85.0,7.2
7799,35724,0.084,24,0,11.5,23,12,3.2,80.5,7.2
7800,35725,0.085,25,0,12.0,23,12,3.8,76.0,7.2
7801,35726,0.085,26,0,12.5,23,12,3.75,78.5,7.2
7802,35727,0.085,27,0,13.0,23,12,3.7,81.0,10.8
7803,35728,0.123,28,0,13.5,23,12,2.55,86.5,10.8
7804,35729,0.096,29,0,14.0,23,12,1.4,92.0,10.8
7805,35730,0.084,30,0,14.5,23,12,1.1,93.0,10.8
7806,35731,0.084,31,0,15.0,23,12,0.8,94.0,14.4
7807,35732,0.084,32,0,15.5,23,12,0.85,96.0,14.4
7808,35733,0.083,33,0,16.0,23,12,0.9,98.0,10.8
7809,35734,0.086,34,0,16.5,23,12,1.0,98.5,10.8
7810,35735,0.087,35,0,17.0,23,12,1.1,99.0,14.4
7811,35736,0.087,36,0,17.5,23,12,1.35,99.0,14.4
7812,35737,0.137,37,0,18.0,23,12,1.6,99.0,10.8
7813,35738,0.087,38,0,18.5,23,12,1.55,98.5,10.8
7814,35739,1.476,39,0,19.0,23,12,1.5,98.0,14.4
7815,35740,3.896,40,0,19.5,23,12,1.4,98.5,14.4
7816,35741,2.165,41,0,20.0,23,12,1.3,99.0,14.4
7817,35742,0.893,42,0,20.5,23,12,1.2,99.0,14.4
7818,35743,0.977,43,0,21.0,23,12,1.1,99.0,14.4
7819,35744,0.243,44,0,21.5,23,12,1.2,97.5,14.4
7820,35745,0.218,45,0,22.0,23,12,1.3,96.0,14.4
7821,35746,0.153,46,0,22.5,23,12,1.2,97.0,14.4
7822,35747,0.181,47,0,23.0,23,12,1.1,98.0,14.4
7823,35748,0.208,48,0,23.5,23,12,1.3,96.0,14.4
7824,35801,0.201,1,1,0.0,24,12,1.5,94.0,10.8
7825,35802,0.149,2,1,0.5,24,12,0.75,95.5,10.8
7826,35803,0.131,3,1,1.0,24,12,0.0,97.0,10.8
7827,35804,0.126,4,1,1.5,24,12,-0.3,97.0,10.8
7828,35805,0.093,5,1,2.0,24,12,-0.6,97.0,10.8
7829,35806,0.092,6,1,2.5,24,12,-0.35,97.5,10.8
7830,35807,0.09,7,1,3.0,24,12,-0.1,98.0,14.4
7831,35808,0.09,8,1,3.5,24,12,-0.05,98.0,14.4
7832,35809,0.089,9,1,4.0,24,12,0.0,98.0,10.8
7833,35810,0.089,10,1,4.5,24,12,0.4,97.0,10.8
7834,35811,0.136,11,1,5.0,24,12,0.8,96.0,14.4
7835,35812,0.095,12,1,5.5,24,12,0.35,96.5,14.4
7836,35813,0.088,13,1,6.0,24,12,-0.1,97.0,14.4
7837,35814,0.196,14,1,6.5,24,12,0.1,98.0,14.4
7838,35815,0.215,15,1,7.0,24,12,0.3,99.0,14.4
7839,35816,0.199,16,1,7.5,24,12,0.5,97.5,14.4
7840,35817,0.14,17,1,8.0,24,12,0.7,96.0,14.4
7841,35818,0.122,18,1,8.5,24,12,0.5,94.5,14.4
7842,35819,0.146,19,1,9.0,24,12,0.3,93.0,14.4
7843,35820,0.087,20,1,9.5,24,12,0.4,92.5,14.4
7844,35821,0.086,21,1,10.0,24,12,0.5,92.0,14.4
7845,35822,0.087,22,1,10.5,24,12,0.7,91.5,14.4
7846,35823,0.086,23,1,11.0,24,12,0.9,91.0,14.4
7847,35824,0.087,24,1,11.5,24,12,1.35,89.5,14.4
7848,35825,0.087,25,1,12.0,24,12,1.8,88.0,18.0
7849,35826,0.134,26,1,12.5,24,12,1.65,88.0,18.0
7850,35827,0.087,27,1,13.0,24,12,1.5,88.0,14.4
7851,35828,0.087,28,1,13.5,24,12,1.9,88.0,14.4
7852,35829,0.088,29,1,14.0,24,12,2.3,88.0,14.4
7853,35830,0.089,30,1,14.5,24,12,1.85,89.5,14.4
7854,35831,0.089,31,1,15.0,24,12,1.4,91.0,14.4
7855,35832,0.089,32,1,15.5,24,12,0.9,92.0,14.4
7856,35833,0.088,33,1,16.0,24,12,0.4,93.0,14.4
7857,35834,0.136,34,1,16.5,24,12,0.15,94.0,14.4
7858,35835,2.252,35,1,17.0,24,12,-0.1,95.0,18.0
7859,35836,3.061,36,1,17.5,24,12,-0.2,95.0,18.0
7860,35837,3.102,37,1,18.0,24,12,-0.3,95.0,21.6
7861,35838,2.032,38,1,18.5,24,12,-0.05,95.0,21.6
7862,35839,0.272,39,1,19.0,24,12,0.2,95.0,18.0
7863,35840,0.097,40,1,19.5,24,12,-0.4,96.0,18.0
7864,35841,0.143,41,1,20.0,24,12,-1.0,97.0,18.0
7865,35842,0.097,42,1,20.5,24,12,-1.15,98.0,18.0
7866,35843,0.11,43,1,21.0,24,12,-1.3,99.0,21.6
7867,35844,0.096,44,1,21.5,24,12,-1.7,99.5,21.6
7868,35845,0.203,45,1,22.0,24,12,-2.1,100.0,14.4
7869,35846,0.222,46,1,22.5,24,12,-2.1,100.0,14.4
7870,35847,0.207,47,1,23.0,24,12,-2.1,100.0,18.0
7871,35848,0.208,48,1,23.5,24,12,-2.15,100.0,18.0
7872,35901,0.274,1,1,0.0,25,12,-2.2,100.0,18.0
7873,35902,0.143,2,1,0.5,25,12,-2.35,100.0,18.0
7874,35903,0.089,3,1,1.0,25,12,-2.5,100.0,18.0
7875,35904,0.088,4,1,1.5,25,12,-2.75,100.0,18.0
7876,35905,0.09,5,1,2.0,25,12,-3.0,100.0,21.6
7877,35906,0.09,6,1,2.5,25,12,-3.25,100.0,21.6
7878,35907,0.089,7,1,3.0,25,12,-3.5,100.0,21.6
7879,35908,0.108,8,1,3.5,25,12,-3.85,100.0,21.6
7880,35909,0.118,9,1,4.0,25,12,-4.2,100.0,18.0
7881,35910,0.089,10,1,4.5,25,12,-4.6,100.0,18.0
7882,35911,0.09,11,1,5.0,25,12,-5.0,100.0,18.0
7883,35912,0.089,12,1,5.5,25,12,-5.1,100.0,18.0
7884,35913,0.089,13,1,6.0,25,12,-5.2,100.0,14.4
7885,35914,0.198,14,1,6.5,25,12,-5.1,100.0,14.4
7886,35915,0.216,15,1,7.0,25,12,-5.0,100.0,14.4
7887,35916,0.202,16,1,7.5,25,12,-4.95,100.0,14.4
7888,35917,0.178,17,1,8.0,25,12,-4.9,100.0,3.6
7889,35918,0.086,18,1,8.5,25,12,-5.45,100.0,3.6
7890,35919,0.088,19,1,9.0,25,12,-6.0,100.0,7.2
7891,35920,0.088,20,1,9.5,25,12,-5.45,98.0,7.2
7892,35921,0.096,21,1,10.0,25,12,-4.9,96.0,3.6
7893,35922,1.005,22,1,10.5,25,12,-4.3,96.0,3.6
7894,35923,0.286,23,1,11.0,25,12,-3.7,96.0,3.6
7895,35924,0.086,24,1,11.5,25,12,-2.6,98.0,3.6
7896,35925,0.134,25,1,12.0,25,12,-1.5,100.0,7.2
7897,35926,0.088,26,1,12.5,25,12,-0.45,99.5,7.2
7898,35927,0.087,27,1,13.0,25,12,0.6,99.0,18.0
7899,35928,0.087,28,1,13.5,25,12,1.6,85.5,18.0
7900,35929,0.086,29,1,14.0,25,12,2.6,72.0,21.6
7901,35930,0.083,30,1,14.5,25,12,2.35,83.0,21.6
7902,35931,0.084,31,1,15.0,25,12,2.1,94.0,14.4
7903,35932,0.086,32,1,15.5,25,12,2.4,95.5,14.4
7904,35933,0.134,33,1,16.0,25,12,2.7,97.0,14.4
7905,35934,0.086,34,1,16.5,25,12,2.8,96.5,14.4
7906,35935,0.087,35,1,17.0,25,12,2.9,96.0,10.8
7907,35936,0.087,36,1,17.5,25,12,2.85,96.5,10.8
7908,35937,0.087,37,1,18.0,25,12,2.8,97.0,10.8
7909,35938,0.086,38,1,18.5,25,12,2.95,97.0,10.8
7910,35939,0.087,39,1,19.0,25,12,3.1,97.0,10.8
7911,35940,0.086,40,1,19.5,25,12,3.4,95.5,10.8
7912,35941,0.129,41,1,20.0,25,12,3.7,94.0,10.8
7913,35942,0.089,42,1,20.5,25,12,3.5,93.5,10.8
7914,35943,0.084,43,1,21.0,25,12,3.3,93.0,14.4
7915,35944,0.086,44,1,21.5,25,12,3.35,92.5,14.4
7916,35945,0.086,45,1,22.0,25,12,3.4,92.0,14.4
7917,35946,0.084,46,1,22.5,25,12,3.3,91.5,14.4
7918,35947,0.085,47,1,23.0,25,12,3.2,91.0,14.4
7919,35948,0.658,48,1,23.5,25,12,3.0,91.0,14.4
7920,36001,0.829,1,1,0.0,26,12,2.8,91.0,14.4
7921,36002,0.36,2,1,0.5,26,12,2.65,90.5,14.4
7922,36003,0.241,3,1,1.0,26,12,2.5,90.0,7.2
7923,36004,0.186,4,1,1.5,26,12,1.1,92.0,7.2
7924,36005,0.186,5,1,2.0,26,12,-0.3,94.0,7.2
7925,36006,0.183,6,1,2.5,26,12,0.85,93.0,7.2
7926,36007,0.185,7,1,3.0,26,12,2.0,92.0,10.8
7927,36008,0.185,8,1,3.5,26,12,1.05,93.5,10.8
7928,36009,0.186,9,1,4.0,26,12,0.1,95.0,10.8
7929,36010,0.217,10,1,4.5,26,12,1.6,92.0,10.8
7930,36011,0.206,11,1,5.0,26,12,3.1,89.0,14.4
7931,36012,0.186,12,1,5.5,26,12,3.65,87.5,14.4
7932,36013,0.185,13,1,6.0,26,12,4.2,86.0,14.4
7933,36014,0.293,14,1,6.5,26,12,3.95,87.5,14.4
7934,36015,0.314,15,1,7.0,26,12,3.7,89.0,21.6
7935,36016,0.296,16,1,7.5,26,12,3.45,88.5,21.6
7936,36017,0.23,17,1,8.0,26,12,3.2,88.0,18.0
7937,36018,0.184,18,1,8.5,26,12,3.3,86.5,18.0
7938,36019,0.232,19,1,9.0,26,12,3.4,85.0,21.6
7939,36020,0.182,20,1,9.5,26,12,3.7,84.0,21.6
7940,36021,0.183,21,1,10.0,26,12,4.0,83.0,14.4
7941,36022,1.415,22,1,10.5,26,12,4.7,79.5,14.4
7942,36023,0.766,23,1,11.0,26,12,5.4,76.0,14.4
7943,36024,1.635,24,1,11.5,26,12,5.9,74.0,14.4
7944,36025,0.3,25,1,12.0,26,12,6.4,72.0,18.0
7945,36026,0.086,26,1,12.5,26,12,6.65,70.0,18.0
7946,36027,0.133,27,1,13.0,26,12,6.9,68.0,18.0
7947,36028,0.086,28,1,13.5,26,12,7.05,71.0,18.0
7948,36029,0.085,29,1,14.0,26,12,7.2,74.0,14.4
7949,36030,0.086,30,1,14.5,26,12,7.05,77.0,14.4
7950,36031,0.086,31,1,15.0,26,12,6.9,80.0,21.6
7951,36032,0.086,32,1,15.5,26,12,6.2,81.5,21.6
7952,36033,0.085,33,1,16.0,26,12,5.5,83.0,18.0
7953,36034,0.191,34,1,16.5,26,12,5.45,84.0,18.0
7954,36035,0.262,35,1,17.0,26,12,5.4,85.0,18.0
7955,36036,0.201,36,1,17.5,26,12,5.1,84.0,18.0
7956,36037,0.134,37,1,18.0,26,12,4.8,83.0,21.6
7957,36038,0.084,38,1,18.5,26,12,4.4,85.0,21.6
7958,36039,0.255,39,1,19.0,26,12,4.0,87.0,18.0
7959,36040,0.27,40,1,19.5,26,12,3.9,87.0,18.0
7960,36041,0.084,41,1,20.0,26,12,3.8,87.0,14.4
7961,36042,0.084,42,1,20.5,26,12,3.85,86.0,14.4
7962,36043,0.131,43,1,21.0,26,12,3.9,85.0,14.4
7963,36044,0.084,44,1,21.5,26,12,4.2,84.5,14.4
7964,36045,0.188,45,1,22.0,26,12,4.5,84.0,18.0
7965,36046,0.148,46,1,22.5,26,12,3.9,89.0,18.0
7966,36047,0.083,47,1,23.0,26,12,3.3,94.0,32.4
7967,36048,0.175,48,1,23.5,26,12,3.55,93.5,32.4
7968,36101,0.21,1,0,0.0,27,12,3.8,93.0,25.2
7969,36102,0.198,2,0,0.5,27,12,3.65,92.5,25.2
7970,36103,0.433,3,0,1.0,27,12,3.5,92.0,36.0
7971,36104,0.185,4,0,1.5,27,12,3.2,91.5,36.0
7972,36105,0.188,5,0,2.0,27,12,2.9,91.0,28.8
7973,36106,0.187,6,0,2.5,27,12,2.8,94.0,28.8
7974,36107,0.187,7,0,3.0,27,12,2.7,97.0,21.6
7975,36108,0.187,8,0,3.5,27,12,2.6,97.5,21.6
7976,36109,0.187,9,0,4.0,27,12,2.5,98.0,25.2
7977,36110,0.188,10,0,4.5,27,12,2.15,97.0,25.2
7978,36111,0.235,11,0,5.0,27,12,1.8,96.0,25.2
7979,36112,0.186,12,0,5.5,27,12,2.05,97.5,25.2
7980,36113,0.185,13,0,6.0,27,12,2.3,99.0,28.8
7981,36114,0.298,14,0,6.5,27,12,2.45,97.5,28.8
7982,36115,0.309,15,0,7.0,27,12,2.6,96.0,32.4
7983,36116,0.297,16,0,7.5,27,12,2.6,95.0,32.4
7984,36117,0.233,17,0,8.0,27,12,2.6,94.0,28.8
7985,36118,0.183,18,0,8.5,27,12,2.25,94.5,28.8
7986,36119,0.256,19,0,9.0,27,12,1.9,95.0,25.2
7987,36120,0.668,20,0,9.5,27,12,2.35,93.5,25.2
7988,36121,1.312,21,0,10.0,27,12,2.8,92.0,28.8
7989,36122,1.208,22,0,10.5,27,12,3.0,90.5,28.8
7990,36123,0.762,23,0,11.0,27,12,3.2,89.0,36.0
7991,36124,1.408,24,0,11.5,27,12,3.7,87.5,36.0
7992,36125,0.602,25,0,12.0,27,12,4.2,86.0,36.0
7993,36126,0.083,26,0,12.5,27,12,4.25,84.5,36.0
7994,36127,0.13,27,0,13.0,27,12,4.3,83.0,32.4
7995,36128,0.085,28,0,13.5,27,12,4.3,83.0,32.4
7996,36129,0.086,29,0,14.0,27,12,4.3,83.0,28.8
7997,36130,0.084,30,0,14.5,27,12,4.25,83.5,28.8
7998,36131,0.084,31,0,15.0,27,12,4.2,84.0,28.8
7999,36132,0.085,32,0,15.5,27,12,3.65,86.0,28.8
8000,36133,0.085,33,0,16.0,27,12,3.1,88.0,25.2
8001,36134,0.117,34,0,16.5,27,12,2.7,89.0,25.2
8002,36135,0.286,35,0,17.0,27,12,2.3,90.0,25.2
8003,36136,0.39,36,0,17.5,27,12,2.05,91.0,25.2
8004,36137,0.63,37,0,18.0,27,12,1.8,92.0,21.6
8005,36138,0.65,38,0,18.5,27,12,1.65,92.0,21.6
8006,36139,0.723,39,0,19.0,27,12,1.5,92.0,18.0
8007,36140,0.144,40,0,19.5,27,12,1.1,94.0,18.0
8008,36141,0.148,41,0,20.0,27,12,0.7,96.0,18.0
8009,36142,0.183,42,0,20.5,27,12,0.2,97.0,18.0
8010,36143,0.161,43,0,21.0,27,12,-0.3,98.0,18.0
8011,36144,0.147,44,0,21.5,27,12,-0.5,97.5,18.0
8012,36145,0.173,45,0,22.0,27,12,-0.7,97.0,10.8
8013,36146,0.294,46,0,22.5,27,12,-0.6,98.0,10.8
8014,36147,0.159,47,0,23.0,27,12,-0.5,99.0,10.8
8015,36148,0.277,48,0,23.5,27,12,0.1,98.0,10.8
8016,36201,0.677,1,0,0.0,28,12,0.7,97.0,10.8
8017,36202,0.43,2,0,0.5,28,12,0.75,96.0,10.8
8018,36203,0.263,3,0,1.0,28,12,0.8,95.0,10.8
8019,36204,0.26,4,0,1.5,28,12,-0.6,97.0,10.8
8020,36205,0.156,5,0,2.0,28,12,-2.0,99.0,7.2
8021,36206,0.149,6,0,2.5,28,12,-2.0,99.5,7.2
8022,36207,0.15,7,0,3.0,28,12,-2.0,100.0,7.2
8023,36208,0.151,8,0,3.5,28,12,-2.4,100.0,7.2
8024,36209,0.151,9,0,4.0,28,12,-2.8,100.0,3.6
8025,36210,0.195,10,0,4.5,28,12,-2.9,100.0,3.6
8026,36211,0.148,11,0,5.0,28,12,-3.0,100.0,3.6
8027,36212,0.149,12,0,5.5,28,12,-3.25,100.0,3.6
8028,36213,0.149,13,0,6.0,28,12,-3.5,100.0,3.6
8029,36214,0.172,14,0,6.5,28,12,-3.6,100.0,3.6
8030,36215,0.296,15,0,7.0,28,12,-3.7,100.0,3.6
8031,36216,0.261,16,0,7.5,28,12,-3.7,100.0,3.6
8032,36217,0.261,17,0,8.0,28,12,-3.7,100.0,7.2
8033,36218,0.306,18,0,8.5,28,12,-3.3,100.0,7.2
8034,36219,0.146,19,0,9.0,28,12,-2.9,100.0,3.6
8035,36220,0.148,20,0,9.5,28,12,-1.65,100.0,3.6
8036,36221,0.147,21,0,10.0,28,12,-0.4,100.0,7.2
8037,36222,0.147,22,0,10.5,28,12,-0.3,100.0,7.2
8038,36223,0.148,23,0,11.0,28,12,-0.2,100.0,7.2
8039,36224,0.149,24,0,11.5,28,12,0.4,100.0,7.2
8040,36225,0.149,25,0,12.0,28,12,1.0,100.0,10.8
8041,36226,0.196,26,0,12.5,28,12,1.1,100.0,10.8
8042,36227,0.15,27,0,13.0,28,12,1.2,100.0,14.4
8043,36228,0.151,28,0,13.5,28,12,1.05,100.0,14.4
8044,36229,0.29,29,0,14.0,28,12,0.9,100.0,14.4
8045,36230,2.68,30,0,14.5,28,12,1.45,100.0,14.4
8046,36231,1.597,31,0,15.0,28,12,2.0,100.0,10.8
8047,36232,0.703,32,0,15.5,28,12,1.4,100.0,10.8
8048,36233,0.691,33,0,16.0,28,12,0.8,100.0,10.8
8049,36234,0.707,34,0,16.5,28,12,1.55,99.5,10.8
8050,36235,1.106,35,0,17.0,28,12,2.3,99.0,10.8
8051,36236,0.788,36,0,17.5,28,12,2.15,96.0,10.8
8052,36237,0.667,37,0,18.0,28,12,2.0,93.0,14.4
8053,36238,0.693,38,0,18.5,28,12,2.2,91.0,14.4
8054,36239,0.725,39,0,19.0,28,12,2.4,89.0,18.0
8055,36240,0.857,40,0,19.5,28,12,2.75,89.0,18.0
8056,36241,1.803,41,0,20.0,28,12,3.1,89.0,14.4
8057,36242,1.167,42,0,20.5,28,12,3.05,90.0,14.4
8058,36243,0.771,43,0,21.0,28,12,3.0,91.0,18.0
8059,36244,0.758,44,0,21.5,28,12,3.0,92.0,18.0
8060,36245,0.78,45,0,22.0,28,12,3.0,93.0,16.6
8061,36246,0.859,46,0,22.5,28,12,3.1,89.0,16.6
8062,36247,0.767,47,0,23.0,28,12,3.2,85.0,18.0
8063,36248,0.882,48,0,23.5,28,12,3.35,85.5,18.0
8064,36301,0.945,1,0,0.0,29,12,3.5,86.0,21.6
8065,36302,0.954,2,0,0.5,29,12,3.4,86.5,21.6
8066,36303,0.753,3,0,1.0,29,12,3.3,87.0,21.6
8067,36304,0.089,4,0,1.5,29,12,3.55,87.0,21.6
8068,36305,0.091,5,0,2.0,29,12,3.8,87.0,28.8
8069,36306,0.09,6,0,2.5,29,12,3.85,88.0,28.8
8070,36307,0.089,7,0,3.0,29,12,3.9,89.0,32.4
8071,36308,0.089,8,0,3.5,29,12,3.85,89.0,32.4
8072,36309,0.089,9,0,4.0,29,12,3.8,89.0,36.0
8073,36310,0.091,10,0,4.5,29,12,3.85,89.0,36.0
8074,36311,0.09,11,0,5.0,29,12,3.9,89.0,32.4
8075,36312,0.09,12,0,5.5,29,12,4.05,87.5,32.4
8076,36313,0.089,13,0,6.0,29,12,4.2,86.0,32.4
8077,36314,0.11,14,0,6.5,29,12,4.35,86.0,32.4
8078,36315,0.241,15,0,7.0,29,12,4.5,86.0,43.2
8079,36316,0.2,16,0,7.5,29,12,4.5,86.0,43.2
8080,36317,0.196,17,0,8.0,29,12,4.5,86.0,39.6
8081,36318,0.195,18,0,8.5,29,12,4.6,85.0,39.6
8082,36319,0.087,19,0,9.0,29,12,4.7,84.0,46.8
8083,36320,0.088,20,0,9.5,29,12,4.7,83.5,46.8
8084,36321,0.088,21,0,10.0,29,12,4.7,83.0,39.6
8085,36322,0.087,22,0,10.5,29,12,4.5,85.0,39.6
8086,36323,0.974,23,0,11.0,29,12,4.3,87.0,46.8
8087,36324,0.697,24,0,11.5,29,12,4.1,89.5,46.8
8088,36325,0.707,25,0,12.0,29,12,3.9,92.0,43.2
8089,36326,0.464,26,0,12.5,29,12,3.65,93.0,43.2
8090,36327,0.087,27,0,13.0,29,12,3.4,94.0,43.2
8091,36328,0.087,28,0,13.5,29,12,3.35,93.5,43.2
8092,36329,0.087,29,0,14.0,29,12,3.3,93.0,39.6
8093,36330,0.088,30,0,14.5,29,12,3.2,93.5,39.6
8094,36331,0.086,31,0,15.0,29,12,3.1,94.0,43.2
8095,36332,0.307,32,0,15.5,29,12,3.15,93.0,43.2
8096,36333,0.28,33,0,16.0,29,12,3.2,92.0,43.2
8097,36334,0.184,34,0,16.5,29,12,3.25,93.0,43.2
8098,36335,0.26,35,0,17.0,29,12,3.3,94.0,39.6
8099,36336,1.056,36,0,17.5,29,12,3.1,94.0,39.6
8100,36337,1.949,37,0,18.0,29,12,2.9,94.0,43.2
8101,36338,0.547,38,0,18.5,29,12,3.0,95.0,43.2
8102,36339,0.412,39,0,19.0,29,12,3.1,96.0,43.2
8103,36340,0.414,40,0,19.5,29,12,3.2,95.0,43.2
8104,36341,0.416,41,0,20.0,29,12,3.3,94.0,39.6
8105,36342,0.421,42,0,20.5,29,12,3.5,94.0,39.6
8106,36343,0.419,43,0,21.0,29,12,3.7,94.0,39.6
8107,36344,0.45,44,0,21.5,29,12,3.6,94.0,39.6
8108,36345,0.471,45,0,22.0,29,12,3.5,94.0,46.8
8109,36346,0.47,46,0,22.5,29,12,3.45,93.5,46.8
