,Line,Date,Power,Timepoint,holidays,Hour,Days,Month,Temperature,humiduity,Wind_speed
5051,1139,30012,0.136,12,0,5.5,27,10,14.05,96,18
5052,1139,30013,0.055,13,0,6,27,10,14.3,96,18
5053,1139,30014,0.056,14,0,6.5,27,10,14.5,92.5,18
5054,1139,30015,0.158,15,0,7,27,10,14.7,89,21.6
5055,1139,30016,0.297,16,0,7.5,27,10,14.4,90.5,21.6
5056,1139,30017,0.849,17,0,8,27,10,14.1,92,25.2
5057,1139,30018,2.109,18,0,8.5,27,10,14.75,85.5,25.2
5058,1139,30019,1.751,19,0,9,27,10,15.4,79,18
5059,1139,30020,2.618,20,0,9.5,27,10,14.8,80,18
5060,1139,30021,1.601,21,0,10,27,10,14.2,81,25.2
5061,1139,30022,0.138,22,0,10.5,27,10,14.1,81,25.2
5062,1139,30023,0.206,23,0,11,27,10,14,81,25.2
5063,1139,30024,3.737,24,0,11.5,27,10,14.15,79,25.2
5064,1139,30025,3.901,25,0,12,27,10,14.3,77,25.2
5065,1139,30026,0.813,26,0,12.5,27,10,14.55,75.5,25.2
5066,1139,30027,0.036,27,0,13,27,10,14.8,74,28.8
5067,1139,30028,0.138,28,0,13.5,27,10,15,74.5,28.8
5068,1139,30029,0.163,29,0,14,27,10,15.2,75,32.4
5069,1139,30030,1.729,30,0,14.5,27,10,14.95,78.5,32.4
5070,1139,30031,2.916,31,0,15,27,10,14.7,82,28.8
5071,1139,30032,1.355,32,0,15.5,27,10,14.35,83,28.8
5072,1139,30033,1.084,33,0,16,27,10,14,84,36
5073,1139,30034,0.172,34,0,16.5,27,10,13.7,87,36
5074,1139,30035,0.075,35,0,17,27,10,13.4,90,36
5075,1139,30036,1.07,36,0,17.5,27,10,13.3,93,36
5076,1139,30037,3.614,37,0,18,27,10,13.2,96,25.2
5077,1139,30038,3.696,38,0,18.5,27,10,13.55,95.5,25.2
5078,1139,30039,1.471,39,0,19,27,10,13.9,95,25.2
5079,1139,30040,0.95,40,0,19.5,27,10,14.65,92.5,25.2
5080,1139,30041,2.147,41,0,20,27,10,15.4,90,25.2
5081,1139,30042,1.125,42,0,20.5,27,10,15.15,88,25.2
5082,1139,30043,2.038,43,0,21,27,10,14.9,86,32.4
5083,1139,30044,0.956,44,0,21.5,27,10,14.6,86.5,32.4
5084,1139,30045,0.613,45,0,22,27,10,14.3,87,21.6
5085,1139,30046,0.592,46,0,22.5,27,10,14.15,86,21.6
5086,1139,30047,0.252,47,0,23,27,10,14,85,25.2
5087,1139,30048,0.101,48,0,23.5,27,10,13.65,86,25.2
5088,1139,30101,0.095,1,0,0,28,10,13.3,87,18
5089,1139,30102,0.165,2,0,0.5,28,10,13.25,87.5,18
5090,1139,30103,0.257,3,0,1,28,10,13.2,88,21.6
5091,1139,30104,0.114,4,0,1.5,28,10,13.15,88,21.6
5092,1139,30105,0.054,5,0,2,28,10,13.1,88,14.4
5093,1139,30106,0.058,6,0,2.5,28,10,13.05,88,14.4
5094,1139,30107,0.217,7,0,3,28,10,13,88,18
5095,1139,30108,0.126,8,0,3.5,28,10,13,88.5,18
5096,1139,30109,0.052,9,0,4,28,10,13,89,14.4
5097,1139,30110,0.053,10,0,4.5,28,10,13.35,88,14.4
5098,1139,30111,0.161,11,0,5,28,10,13.7,87,14.4
5099,1139,30112,0.186,12,0,5.5,28,10,13.3,88,14.4
5100,1139,30113,0.065,13,0,6,28,10,12.9,89,18
5101,1139,30114,0.052,14,0,6.5,28,10,12.9,88.5,18
5102,1139,30115,0.137,15,0,7,28,10,12.9,88,14.4
5103,1139,30116,0.692,16,0,7.5,28,10,13,88.5,14.4
5104,1139,30117,0.626,17,0,8,28,10,13.1,89,18
5105,1139,30118,0.555,18,0,8.5,28,10,13.7,87,18
5106,1139,30119,0.414,19,0,9,28,10,14.3,85,18
5107,1139,30120,3.444,20,0,9.5,28,10,14.8,83,18
5108,1139,30121,2.76,21,0,10,28,10,15.3,81,21.6
5109,1139,30122,0.036,22,0,10.5,28,10,15.85,78,21.6
5110,1139,30123,0.053,23,0,11,28,10,16.4,75,21.6
5111,1139,30124,0.194,24,0,11.5,28,10,16.7,73.5,21.6
5112,1139,30125,0.092,25,0,12,28,10,17,72,21.6
5113,1139,30126,0.039,26,0,12.5,28,10,17,71.5,21.6
5114,1139,30127,0.777,27,0,13,28,10,17,71,21.6
5115,1139,30128,0.732,28,0,13.5,28,10,17.15,69,21.6
5116,1139,30129,1.68,29,0,14,28,10,17.3,67,25.2
5117,1139,30130,3.881,30,0,14.5,28,10,16.85,68.5,25.2
5118,1139,30131,0.58,31,0,15,28,10,16.4,70,21.6
5119,1139,30132,0.627,32,0,15.5,28,10,16,72.5,21.6
5120,1139,30133,0.253,33,0,16,28,10,15.6,75,18
5121,1139,30134,0.174,34,0,16.5,28,10,15.2,77,18
5122,1139,30135,0.031,35,0,17,28,10,14.8,79,14.4
5123,1139,30136,0.252,36,0,17.5,28,10,14.1,80.5,14.4
5124,1139,30137,1.338,37,0,18,28,10,13.4,82,14.4
5125,1139,30138,1.016,38,0,18.5,28,10,13.15,81,14.4
5126,1139,30139,0.978,39,0,19,28,10,12.9,80,14.4
5127,1139,30140,1.156,40,0,19.5,28,10,12.55,82.5,14.4
5128,1139,30141,1.341,41,0,20,28,10,12.2,85,14.4
5129,1139,30142,0.788,42,0,20.5,28,10,12.55,83.5,14.4
5130,1139,30143,0.776,43,0,21,28,10,12.9,82,18
5131,1139,30144,0.698,44,0,21.5,28,10,12.4,86.5,18
5132,1139,30145,0.599,45,0,22,28,10,11.9,91,14.4
5133,1139,30146,0.574,46,0,22.5,28,10,10.4,94,14.4
5134,1139,30147,0.412,47,0,23,28,10,8.9,97,14.4
5135,1139,30148,0.213,48,0,23.5,28,10,10.45,95.5,14.4
5136,1139,30201,0.107,1,0,0,29,10,12,94,18
5137,1139,30202,0.066,2,0,0.5,29,10,12.25,91,18
5138,1139,30203,0.073,3,0,1,29,10,12.5,88,14.4
5139,1139,30204,0.213,4,0,1.5,29,10,12.6,89.5,14.4
5140,1139,30205,0.105,5,0,2,29,10,12.7,91,21.6
5141,1139,30206,0.052,6,0,2.5,29,10,13.05,91.5,21.6
5142,1139,30207,0.052,7,0,3,29,10,13.4,92,21.6
5143,1139,30208,0.201,8,0,3.5,29,10,13.1,95.5,21.6
5144,1139,30209,0.139,9,0,4,29,10,12.8,99,25.2
5145,1139,30210,0.052,10,0,4.5,29,10,12.95,99,25.2
5146,1139,30211,0.068,11,0,5,29,10,13.1,99,25.2
5147,1139,30212,0.159,12,0,5.5,29,10,13.35,99,25.2
5148,1139,30213,0.18,13,0,6,29,10,13.6,99,25.2
5149,1139,30214,0.067,14,0,6.5,29,10,13.9,98.5,25.2
5150,1139,30215,0.056,15,0,7,29,10,14.2,98,25.2
5151,1139,30216,0.202,16,0,7.5,29,10,14.35,97,25.2
5152,1139,30217,2.456,17,0,8,29,10,14.5,96,18
5153,1139,30218,0.828,18,0,8.5,29,10,14.5,96.5,18
5154,1139,30219,1.018,19,0,9,29,10,14.5,97,14.4
5155,1139,30220,1.842,20,0,9.5,29,10,14.8,95,14.4
5156,1139,30221,0.57,21,0,10,29,10,15.1,93,36
5157,1139,30222,1.152,22,0,10.5,29,10,15.3,91.5,36
5158,1139,30223,0.033,23,0,11,29,10,15.5,90,28.8
5159,1139,30224,0.033,24,0,11.5,29,10,15.5,90,28.8
5160,1139,30225,0.17,25,0,12,29,10,15.5,90,25.2
5161,1139,30226,0.136,26,0,12.5,29,10,15.4,90.5,25.2
5162,1139,30227,0.033,27,0,13,29,10,15.3,91,21.6
5163,1139,30228,0.034,28,0,13.5,29,10,15.05,92.5,21.6
5164,1139,30229,0.097,29,0,14,29,10,14.8,94,21.6
5165,1139,30230,0.192,30,0,14.5,29,10,14.85,93,21.6
5166,1139,30231,0.057,31,0,15,29,10,14.9,92,21.6
5167,1139,30232,1.209,32,0,15.5,29,10,14.8,92.5,21.6
5168,1139,30233,1.918,33,0,16,29,10,14.7,93,25.2
5169,1139,30234,0.956,34,0,16.5,29,10,14.8,91.5,25.2
5170,1139,30235,0.298,35,0,17,29,10,14.9,90,28.8
5171,1139,30236,0.138,36,0,17.5,29,10,14.75,91,28.8
5172,1139,30237,0.159,37,0,18,29,10,14.6,92,28.8
5173,1139,30238,1.201,38,0,18.5,29,10,14.45,93.5,28.8
5174,1139,30239,3.901,39,0,19,29,10,14.3,95,28.8
5175,1139,30240,1.266,40,0,19.5,29,10,14.45,94,28.8
5176,1139,30241,2.181,41,0,20,29,10,14.6,93,21.6
5177,1139,30242,0.846,42,0,20.5,29,10,14.6,93.5,21.6
5178,1139,30243,0.88,43,0,21,29,10,14.6,94,28.8
5179,1139,30244,0.61,44,0,21.5,29,10,14.65,93,28.8
5180,1139,30245,0.58,45,0,22,29,10,14.7,92,21.6
5181,1139,30246,0.399,46,0,22.5,29,10,14.65,92.5,21.6
5182,1139,30247,0.13,47,0,23,29,10,14.6,93,21.6
5183,1139,30248,0.054,48,0,23.5,29,10,14.55,93,21.6
5184,1139,30301,0.108,1,0,0,30,10,14.5,93,32.4
5185,1139,30302,0.216,2,0,0.5,30,10,14.2,94.5,32.4
5186,1139,30303,0.086,3,0,1,30,10,13.9,96,25.2
5187,1139,30304,0.06,4,0,1.5,30,10,13.6,97.5,25.2
5188,1139,30305,0.096,5,0,2,30,10,13.3,99,25.2
5189,1139,30306,0.212,6,0,2.5,30,10,13.4,98.5,25.2
5190,1139,30307,0.08,7,0,3,30,10,13.5,98,25.2
5191,1139,30308,0.053,8,0,3.5,30,10,13.45,98.5,25.2
5192,1139,30309,0.132,9,0,4,30,10,13.4,99,25.2
5193,1139,30310,0.212,10,0,4.5,30,10,13.5,98,25.2
5194,1139,30311,0.06,11,0,5,30,10,13.6,97,28.8
5195,1139,30312,0.054,12,0,5.5,30,10,13.7,96.5,28.8
5196,1139,30313,0.069,13,0,6,30,10,13.8,96,28.8
5197,1139,30314,0.218,14,0,6.5,30,10,14,96,28.8
5198,1139,30315,0.172,15,0,7,30,10,14.2,96,25.2
5199,1139,30316,0.325,16,0,7.5,30,10,14.45,95,25.2
5200,1139,30317,0.789,17,0,8,30,10,14.7,94,32.4
5201,1139,30318,0.832,18,0,8.5,30,10,14.85,93.5,32.4
5202,1139,30319,0.603,19,0,9,30,10,15,93,32.4
5203,1139,30320,1.788,20,0,9.5,30,10,15.05,93,32.4
5204,1139,30321,0.313,21,0,10,30,10,15.1,93,28.8
5205,1139,30322,1.43,22,0,10.5,30,10,15.35,91.5,28.8
5206,1139,30323,0.378,23,0,11,30,10,15.6,90,28.8
5207,1139,30324,0.389,24,0,11.5,30,10,15.9,88.5,28.8
5208,1139,30325,1.889,25,0,12,30,10,16.2,87,28.8
5209,1139,30326,0.971,26,0,12.5,30,10,16.2,87,28.8
5210,1139,30327,0.797,27,0,13,30,10,16.2,87,39.6
5211,1139,30328,2.999,28,0,13.5,30,10,15.85,88.5,39.6
5212,1139,30329,1.344,29,0,14,30,10,15.5,90,36
5213,1139,30330,2.276,30,0,14.5,30,10,15.25,92,36
5214,1139,30331,3.045,31,0,15,30,10,15,94,32.4
5215,1139,30332,0.662,32,0,15.5,30,10,15.05,93.5,32.4
5216,1139,30333,0.034,33,0,16,30,10,15.1,93,32.4
5217,1139,30334,1.525,34,0,16.5,30,10,14.85,94.5,32.4
5218,1139,30335,1.599,35,0,17,30,10,14.6,96,25.2
5219,1139,30336,1.323,36,0,17.5,30,10,14.5,96.5,25.2
5220,1139,30337,1.087,37,0,18,30,10,14.4,97,14.4
5221,1139,30338,1.934,38,0,18.5,30,10,14.45,95.5,14.4
5222,1139,30339,1.128,39,0,19,30,10,14.5,94,14.4
5223,1139,30340,1.92,40,0,19.5,30,10,14.1,93,14.4
5224,1139,30341,1.116,41,0,20,30,10,13.7,92,10.8
5225,1139,30342,0.97,42,0,20.5,30,10,14.1,89,10.8
5226,1139,30343,1.126,43,0,21,30,10,14.5,86,7.2
5227,1139,30344,0.94,44,0,21.5,30,10,14.15,86,7.2
5228,1139,30345,0.59,45,0,22,30,10,13.8,86,14.4
5229,1139,30346,0.498,46,0,22.5,30,10,13.35,88.5,14.4
5230,1139,30347,0.271,47,0,23,30,10,12.9,91,14.4
5231,1139,30348,0.212,48,0,23.5,30,10,11.75,94,14.4
5232,1139,30401,0.112,1,0,0,31,10,10.6,97,7.2
5233,1139,30402,0.056,2,0,0.5,31,10,11.25,95.5,7.2
5234,1139,30403,0.201,3,0,1,31,10,11.9,94,14.4
5235,1139,30404,0.136,4,0,1.5,31,10,11.7,94,14.4
5236,1139,30405,0.054,5,0,2,31,10,11.5,94,10.8
5237,1139,30406,0.055,6,0,2.5,31,10,11.8,92.5,10.8
5238,1139,30407,0.181,7,0,3,31,10,12.1,91,14.4
5239,1139,30408,0.156,8,0,3.5,31,10,12.3,89.5,14.4
5240,1139,30409,0.055,9,0,4,31,10,12.5,88,18
5241,1139,30410,0.055,10,0,4.5,31,10,12.25,90,18
5242,1139,30411,0.142,11,0,5,31,10,12,92,18
5243,1139,30412,0.202,12,0,5.5,31,10,12,92,18
5244,1139,30413,0.071,13,0,6,31,10,12,92,18
5245,1139,30414,0.055,14,0,6.5,31,10,11.95,91,18
5246,1139,30415,0.088,15,0,7,31,10,11.9,90,18
5247,1139,30416,0.239,16,0,7.5,31,10,12.15,88,18
5248,1139,30417,0.114,17,0,8,31,10,12.4,86,18
5249,1139,30418,0.727,18,0,8.5,31,10,13,84,18
5250,1139,30419,1.412,19,0,9,31,10,13.6,82,18
5251,1139,30420,0.898,20,0,9.5,31,10,14.1,81,18
5252,1139,30421,2.382,21,0,10,31,10,14.6,80,28.8
5253,1139,30422,1.687,22,0,10.5,31,10,14.85,79,28.8
5254,1139,30423,4.847,23,0,11,31,10,15.1,78,28.8
5255,1139,30424,1.71,24,0,11.5,31,10,14.9,79,28.8
5256,1139,30425,1.849,25,0,12,31,10,14.7,80,25.2
5257,1139,30426,0.78,26,0,12.5,31,10,15.1,78.5,25.2
5258,1139,30427,0.67,27,0,13,31,10,15.5,77,21.6
5259,1139,30428,0.929,28,0,13.5,31,10,15.5,76.5,21.6
5260,1139,30429,0.203,29,0,14,31,10,15.5,76,28.8
5261,1139,30430,2.558,30,0,14.5,31,10,15.3,76.5,28.8
5262,1139,30431,2.558,31,0,15,31,10,15.1,77,18
5263,1139,30432,0.682,32,0,15.5,31,10,13.85,80.5,18
5264,1139,30433,0.893,33,0,16,31,10,12.6,84,14.4
5265,1139,30434,1.421,34,0,16.5,31,10,12.4,89,14.4
5266,1139,30435,0.927,35,0,17,31,10,12.2,94,10.8
5267,1139,30436,1.194,36,0,17.5,31,10,11.95,93,10.8
5268,1139,30437,2.449,37,0,18,31,10,11.7,92,10.8
5269,1139,30438,0.743,38,0,18.5,31,10,12.15,91.5,10.8
5270,1139,30439,1.232,39,0,19,31,10,12.6,91,14.4
5271,1139,30440,2.018,40,0,19.5,31,10,12.45,91,14.4
5272,1139,30441,2.136,41,0,20,31,10,12.3,91,14.4
5273,1139,30442,1.895,42,0,20.5,31,10,12.7,90,14.4
5274,1139,30443,1.72,43,0,21,31,10,13.1,89,21.6
5275,1139,30444,1.865,44,0,21.5,31,10,13.1,88.5,21.6
5276,1139,30445,1.152,45,0,22,31,10,13.1,88,18
5277,1139,30446,1.029,46,0,22.5,31,10,13,88,18
5278,1139,30447,0.862,47,0,23,31,10,12.9,88,14.4
5279,1139,30448,0.294,48,0,23.5,31,10,13.05,86.5,14.4
5280,1139,30501,0.133,1,0,0,1,11,13.2,85,7.2
5281,1139,30502,0.223,2,0,0.5,1,11,12.95,85.5,7.2
5282,1139,30503,0.133,3,0,1,1,11,12.7,86,10.8
5283,1139,30504,0.054,4,0,1.5,1,11,12.25,90.5,10.8
5284,1139,30505,0.072,5,0,2,1,11,11.8,95,10.8
5285,1139,30506,0.215,6,0,2.5,1,11,11.75,96,10.8
5286,1139,30507,0.108,7,0,3,1,11,11.7,97,14.4
5287,1139,30508,0.065,8,0,3.5,1,11,11.55,98,14.4
5288,1139,30509,0.096,9,0,4,1,11,11.4,99,14.4
5289,1139,30510,0.213,10,0,4.5,1,11,11.5,97.5,14.4
5290,1139,30511,0.082,11,0,5,1,11,11.6,96,18
5291,1139,30512,0.053,12,0,5.5,1,11,11.25,96.5,18
5292,1139,30513,0.069,13,0,6,1,11,10.9,97,14.4
5293,1139,30514,0.217,14,0,6.5,1,11,10.65,96,14.4
5294,1139,30515,0.114,15,0,7,1,11,10.4,95,10.8
5295,1139,30516,0.053,16,0,7.5,1,11,10.4,96,10.8
5296,1139,30517,0.072,17,0,8,1,11,10.4,97,7.2
5297,1139,30518,1.102,18,0,8.5,1,11,10.35,98,7.2
5298,1139,30519,1.453,19,0,9,1,11,10.3,99,10.8
5299,1139,30520,0.812,20,0,9.5,1,11,10.25,99,10.8
5300,1139,30521,0.639,21,0,10,1,11,10.2,99,18
5301,1139,30522,0.722,22,0,10.5,1,11,9.6,97,18
5302,1139,30523,0.895,23,0,11,1,11,9,95,46.8
5303,1139,30524,0.247,24,0,11.5,1,11,9,91.5,46.8
5304,1139,30525,0.197,25,0,12,1,11,9,88,50.4
5305,1139,30526,0.329,26,0,12.5,1,11,9.2,86.5,50.4
5306,1139,30527,0.295,27,0,13,1,11,9.4,85,46.8
5307,1139,30528,3.374,28,0,13.5,1,11,9.65,83.5,46.8
5308,1139,30529,4.038,29,0,14,1,11,9.9,82,43.2
5309,1139,30530,0.552,30,0,14.5,1,11,10.05,80.5,43.2
5310,1139,30531,0.087,31,0,15,1,11,10.2,79,43.2
5311,1139,30532,0.033,32,0,15.5,1,11,9.85,80.5,43.2
5312,1139,30533,0.033,33,0,16,1,11,9.5,82,32.4
5313,1139,30534,0.183,34,0,16.5,1,11,9.1,82.5,32.4
5314,1139,30535,0.119,35,0,17,1,11,8.7,83,25.2
5315,1139,30536,0.96,36,0,17.5,1,11,8.45,85,25.2
5316,1139,30537,2.039,37,0,18,1,11,8.2,87,39.6
5317,1139,30538,3.259,38,0,18.5,1,11,8,88,39.6
5318,1139,30539,1.91,39,0,19,1,11,7.8,89,28.8
5319,1139,30540,2.541,40,0,19.5,1,11,7.7,89.5,28.8
5320,1139,30541,1.613,41,0,20,1,11,7.6,90,28.8
5321,1139,30542,1.324,42,0,20.5,1,11,7.2,90.5,28.8
5322,1139,30543,0.896,43,0,21,1,11,6.8,91,32.4
5323,1139,30544,0.887,44,0,21.5,1,11,6.55,91.5,32.4
5324,1139,30545,0.69,45,0,22,1,11,6.3,92,28.8
5325,1139,30546,0.497,46,0,22.5,1,11,6.2,91.5,28.8
5326,1139,30547,0.236,47,0,23,1,11,6.1,91,32.4
5327,1139,30548,0.086,48,0,23.5,1,11,6.15,90.5,32.4
5328,1139,30601,0.054,1,0,0,2,11,6.2,90,36
5329,1139,30602,0.087,2,0,0.5,2,11,6.1,91.5,36
5330,1139,30603,0.213,3,0,1,2,11,6,93,38.9
5331,1139,30604,0.1,4,0,1.5,2,11,6,92,38.9
5332,1139,30605,0.053,5,0,2,2,11,6,91,35.65
5333,1139,30606,0.054,6,0,2.5,2,11,6,90.5,35.65
5334,1139,30607,0.196,7,0,3,2,11,6,90,32.4
5335,1139,30608,0.145,8,0,3.5,2,11,6.2,87,32.4
5336,1139,30609,0.068,9,0,4,2,11,6.4,84,36
5337,1139,30610,0.054,10,0,4.5,2,11,6.05,88.5,36
5338,1139,30611,0.137,11,0,5,2,11,5.7,93,36
5339,1139,30612,0.204,12,0,5.5,2,11,5.75,90.5,36
5340,1139,30613,0.055,13,0,6,2,11,5.8,88,39.6
5341,1139,30614,0.054,14,0,6.5,2,11,5.8,87.5,39.6
5342,1139,30615,0.053,15,0,7,2,11,5.8,87,39.6
5343,1139,30616,0.215,16,0,7.5,2,11,5.8,85.5,39.6
5344,1139,30617,1.796,17,0,8,2,11,5.8,84,28.8
5345,1139,30618,1.179,18,0,8.5,2,11,6,85,28.8
5346,1139,30619,0.899,19,0,9,2,11,6.2,86,25.2
5347,1139,30620,0.5,20,0,9.5,2,11,6.6,84,25.2
5348,1139,30621,0.128,21,0,10,2,11,7,82,28.8
5349,1139,30622,0.033,22,0,10.5,2,11,7.25,82,28.8
5350,1139,30623,0.033,23,0,11,2,11,7.5,82,28.8
5351,1139,30624,0.076,24,0,11.5,2,11,7.5,84,28.8
5352,1139,30625,0.19,25,0,12,2,11,7.5,86,32.4
5353,1139,30626,0.063,26,0,12.5,2,11,7.75,85,32.4
5354,1139,30627,0.033,27,0,13,2,11,8,84,25.2
5355,1139,30628,0.192,28,0,13.5,2,11,8.25,82,25.2
5356,1139,30629,0.776,29,0,14,2,11,8.5,80,21.6
5357,1139,30630,1.529,30,0,14.5,2,11,8.45,81.5,21.6
5358,1139,30631,2.208,31,0,15,2,11,8.4,83,28.8
5359,1139,30632,2.187,32,0,15.5,2,11,8.35,84.5,28.8
5360,1139,30633,1.153,33,0,16,2,11,8.3,86,21.6
5361,1139,30634,0.96,34,0,16.5,2,11,7.9,88.5,21.6
5362,1139,30635,0.923,35,0,17,2,11,7.5,91,18
5363,1139,30636,1.126,36,0,17.5,2,11,7.85,90.5,18
5364,1139,30637,3.233,37,0,18,2,11,8.2,90,14.4
5365,1139,30638,3.381,38,0,18.5,2,11,8.35,91.5,14.4
5366,1139,30639,1.785,39,0,19,2,11,8.5,93,14.4
5367,1139,30640,1.085,40,0,19.5,2,11,8.5,94.5,14.4
5368,1139,30641,1.111,41,0,20,2,11,8.5,96,14.4
5369,1139,30642,1.553,42,0,20.5,2,11,8.95,96,14.4
5370,1139,30643,2.209,43,0,21,2,11,9.4,96,21.6
5371,1139,30644,1.86,44,0,21.5,2,11,9.55,95.5,21.6
5372,1139,30645,0.907,45,0,22,2,11,9.7,95,25.2
5373,1139,30646,0.555,46,0,22.5,2,11,9.8,95,25.2
5374,1139,30647,0.098,47,0,23,2,11,9.9,95,21.6
5375,1139,30648,0.094,48,0,23.5,2,11,9.85,95.5,21.6
5376,1139,30701,0.156,1,0,0,3,11,9.8,96,28.8
5377,1139,30702,0.252,2,0,0.5,3,11,9.8,97,28.8
5378,1139,30703,0.111,3,0,1,3,11,9.8,98,25.2
5379,1139,30704,0.098,4,0,1.5,3,11,10.2,96.5,25.2
5380,1139,30705,0.098,5,0,2,3,11,10.6,95,25.2
5381,1139,30706,0.249,6,0,2.5,3,11,10.55,96,25.2
5382,1139,30707,0.138,7,0,3,3,11,10.5,97,28.8
5383,1139,30708,0.055,8,0,3.5,3,11,10.6,95,28.8
5384,1139,30709,0.055,9,0,4,3,11,10.7,93,28.8
5385,1139,30710,0.118,10,0,4.5,3,11,10.6,92,28.8
5386,1139,30711,0.214,11,0,5,3,11,10.5,91,28.8
5387,1139,30712,0.068,12,0,5.5,3,11,10.2,89,28.8
5388,1139,30713,0.056,13,0,6,3,11,9.9,87,39.6
5389,1139,30714,0.055,14,0,6.5,3,11,9,88,39.6
5390,1139,30715,0.162,15,0,7,3,11,8.1,89,32.4
5391,1139,30716,0.174,16,0,7.5,3,11,8.2,88,32.4
5392,1139,30717,0.669,17,0,8,3,11,8.3,87,28.8
5393,1139,30718,2.426,18,0,8.5,3,11,8.4,86.5,28.8
5394,1139,30719,1.561,19,0,9,3,11,8.5,86,25.2
5395,1139,30720,2.698,20,0,9.5,3,11,8.95,82.5,25.2
5396,1139,30721,0.209,21,0,10,3,11,9.4,79,36
5397,1139,30722,1.297,22,0,10.5,3,11,9.5,80,36
5398,1139,30723,0.079,23,0,11,3,11,9.6,81,36
5399,1139,30724,2.098,24,0,11.5,3,11,9.7,78.5,36
5400,1139,30725,3.672,25,0,12,3,11,9.8,76,43.2
5401,1139,30726,0.414,26,0,12.5,3,11,9.75,76,43.2
5402,1139,30727,0.032,27,0,13,3,11,9.7,76,43.2
5403,1139,30728,0.033,28,0,13.5,3,11,9.55,79,43.2
5404,1139,30729,0.797,29,0,14,3,11,9.4,82,39.6
5405,1139,30730,2.553,30,0,14.5,3,11,8.85,84,39.6
5406,1139,30731,2.356,31,0,15,3,11,8.3,86,43.2
5407,1139,30732,1.035,32,0,15.5,3,11,8.3,82.5,43.2
5408,1139,30733,0.886,33,0,16,3,11,8.3,79,39.6
5409,1139,30734,0.904,34,0,16.5,3,11,7.85,79.5,39.6
5410,1139,30735,0.829,35,0,17,3,11,7.4,80,39.6
5411,1139,30736,0.075,36,0,17.5,3,11,7.05,83,39.6
5412,1139,30737,0.052,37,0,18,3,11,6.7,86,32.4
5413,1139,30738,0.192,38,0,18.5,3,11,6.55,88,32.4
5414,1139,30739,0.215,39,0,19,3,11,6.4,90,36
5415,1139,30740,0.438,40,0,19.5,3,11,6.4,88,36
5416,1139,30741,1.538,41,0,20,3,11,6.4,86,36
5417,1139,30742,0.96,42,0,20.5,3,11,6.25,87,36
5418,1139,30743,0.782,43,0,21,3,11,6.1,88,32.4
5419,1139,30744,0.534,44,0,21.5,3,11,6.15,88,32.4
5420,1139,30745,0.503,45,0,22,3,11,6.2,88,36
5421,1139,30746,0.355,46,0,22.5,3,11,6,89,36
5422,1139,30747,0.248,47,0,23,3,11,5.8,90,28.8
5423,1139,30748,0.192,48,0,23.5,3,11,5.95,90.5,28.8
5424,1139,30801,0.062,1,0,0,4,11,6.1,91,32.4
5425,1139,30802,0.057,2,0,0.5,4,11,6.15,90.5,32.4
5426,1139,30803,0.131,3,0,1,4,11,6.2,90,25.2
5427,1139,30804,0.211,4,0,1.5,4,11,6.05,91.5,25.2
5428,1139,30805,0.056,5,0,2,4,11,5.9,93,25.2
5429,1139,30806,0.056,6,0,2.5,4,11,6.05,91.5,25.2
5430,1139,30807,0.056,7,0,3,4,11,6.2,90,28.8
5431,1139,30808,0.208,8,0,3.5,4,11,6.4,89,28.8
5432,1139,30809,0.147,9,0,4,4,11,6.6,88,28.8
5433,1139,30810,0.056,10,0,4.5,4,11,6.5,88,28.8
5434,1139,30811,0.056,11,0,5,4,11,6.4,88,25.2
5435,1139,30812,0.075,12,0,5.5,4,11,6.25,88.5,25.2
5436,1139,30813,0.22,13,0,6,4,11,6.1,89,28.8
5437,1139,30814,0.099,14,0,6.5,4,11,6.15,89.5,28.8
5438,1139,30815,0.054,15,0,7,4,11,6.2,90,28.8
5439,1139,30816,0.257,16,0,7.5,4,11,6.45,89.5,28.8
5440,1139,30817,0.845,17,0,8,4,11,6.7,89,32.4
5441,1139,30818,1.005,18,0,8.5,4,11,6.75,90,32.4
5442,1139,30819,0.793,19,0,9,4,11,6.8,91,32.4
5443,1139,30820,1.989,20,0,9.5,4,11,7.1,91,32.4
5444,1139,30821,2.067,21,0,10,4,11,7.4,91,28.8
5445,1139,30822,2.042,22,0,10.5,4,11,8.5,85.5,28.8
5446,1139,30823,1.508,23,0,11,4,11,9.6,80,43.2
5447,1139,30824,0.829,24,0,11.5,4,11,9.2,84,43.2
5448,1139,30825,0.357,25,0,12,4,11,8.8,88,36
5449,1139,30826,0.614,26,0,12.5,4,11,8.45,88.5,36
5450,1139,30827,0.406,27,0,13,4,11,8.1,89,43.2
5451,1139,30828,1.292,28,0,13.5,4,11,7.95,89,43.2
5452,1139,30829,1.491,29,0,14,4,11,7.8,89,36
5453,1139,30830,3.701,30,0,14.5,4,11,8.15,88.5,36
5454,1139,30831,2.212,31,0,15,4,11,8.5,88,39.6
5455,1139,30832,2.152,32,0,15.5,4,11,8.4,89,39.6
5456,1139,30833,1.958,33,0,16,4,11,8.3,90,32.4
5457,1139,30834,1.8,34,0,16.5,4,11,8.25,89.5,32.4
5458,1139,30835,1.59,35,0,17,4,11,8.2,89,36
5459,1139,30836,1.2,36,0,17.5,4,11,8.4,89.5,36
5460,1139,30837,1.766,37,0,18,4,11,8.6,90,36
